spec,code,event,cls,method,lines,runkeys,apks,src,vals,exp,msg
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,com.schwegelbin.openbible.logic.GettersKt,getChecksum,156,64,1,Getters.kt:130,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,com.sapuseven.untis.data.cache.DiskCache,getCacheFile,56,55,1,DiskCache.kt:62,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,com.vrem.wifianalyzer.wifi.graphutils.GraphWrapper,calculateGraphType,106,53,1,GraphWrapper.kt:167,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,com.password.monitor.koin_di.AppModuleKt,appModule$lambda$0$3,63,48,1,AppModule.kt:32,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,eu.faircode.email.Helper,getFingerprint,47,43,1,Helper.java:3307,['SHA1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA1"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,com.andrognito.patternlockview.utils.PatternLockUtils,patternToSha1,5,5,1,PatternLockUtils.java:90,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,org.eclipse.jgit.lib.Constants,newMessageDigest,5,5,1,Constants.java:501,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,org.fossify.commons.views.PinTab,getHashedPin,4,4,1,PinTab.kt:134,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,okio.ByteString,digest$jvm,3,3,1,ByteString.kt:103,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,com.crazylegend.crashyreporter.extensions.ExtensionFunctionsKt,getCurrentSignatures,1,1,1,ExtensionFunctions.kt:297,['SHA'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,io.ktor.util.CryptoKt__CryptoJvmKt,Digest,1,1,1,CryptoJvm.kt:47,['SHA1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA1"
MessageDigestSpec,MESSAGEDIGEST-ALG-02,g4,me.timschneeberger.rootlessjamesdsp.utils.extensions.MiscUtilsKt,getMd5,1,1,1,MiscUtils.kt:71,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,okio.ByteString,digest$okio,1504,699,13,ByteString.kt:84,"['MD5', 'SHA-1']","SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,702,297,3,CommonUtils.java:171,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.google.android.gms.ads.internal.util.client.zzf,zzG,244,99,1,com.google.android.gms:play-services-ads-api@@25.3.0:3,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.google.android.gms.ads.internal.util.client.zzf,zzj,245,99,1,com.google.android.gms:play-services-ads-api@@25.3.0:8,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.google.android.gms.internal.ads.zzazv,zze,244,99,1,com.google.android.gms:play-services-ads@@25.3.0:6,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.vrem.wifianalyzer.wifi.accesspoint.AccessPointsAdapterData,calculateChildType,180,99,1,AccessPointsAdapterData.kt:72,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.absinthe.rulesbundle.utils.HashUtils,digest,162,98,1,HashUtils.kt:19,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,de.stephanlindauer.criticalmaps.utils.AeSimpleSHA1,SHA1,172,98,1,AeSimpleSHA1.java:17,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,net.gaast.giggity.Schedule$Item,hashCode,117,86,1,Schedule.java:1153,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.schwegelbin.openbible.logic.GettersKt,getChecksum,121,62,1,Getters.kt:138,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.vrem.wifianalyzer.wifi.graphutils.GraphWrapper,calculateGraphType,107,54,1,GraphWrapper.kt:172,['MD5'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found MD5"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.andrognito.patternlockview.utils.PatternLockUtils,patternToSha1,5,5,1,PatternLockUtils.java:93,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,org.fossify.commons.views.PinTab,getHashedPin,4,4,1,PinTab.kt:136,['SHA-1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA-1"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,com.crazylegend.crashyreporter.extensions.ExtensionFunctionsKt,getCurrentSignatures,1,1,1,ExtensionFunctions.kt:299,['SHA'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA"
MessageDigestSpec,MESSAGEDIGEST-ALG-03,d1,io.ktor.util.DigestImpl,build-impl,1,1,1,CryptoJvm.kt:58,['SHA1'],"SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512","expecting one of SHA-256,SHA-384,SHA-512,SHA256,SHA384,SHA512 but found SHA1"
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,okio.ByteString,digest$okio,1505,699,13,ByteString.kt:84,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,okio.ByteString,digest$okio,1505,699,13,ByteString.kt:83,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,702,297,3,CommonUtils.java:171,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.google.firebase.crashlytics.internal.common.CommonUtils,hash,702,297,3,CommonUtils.java:169,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,com.google.android.gms.measurement.internal.zzgi,zzh,551,212,3,com.google.android.gms:play-services-measurement-impl@@23.2.0:29,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,com.google.android.gms.common.util.AndroidUtilsLight,getPackageCertificateHashBytes,257,198,2,com.google.android.gms:play-services-basement@@18.9.0:4,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,io.sentry.util.StringUtils,calculateStringHash,125,101,2,StringUtils.java:132,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.google.android.gms.ads.internal.util.client.zzf,zzG,244,99,1,com.google.android.gms:play-services-ads-api@@25.3.0:3,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.google.android.gms.ads.internal.util.client.zzf,zzj,245,99,1,com.google.android.gms:play-services-ads-api@@25.3.0:8,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.google.android.gms.internal.ads.zzazv,zze,244,99,1,com.google.android.gms:play-services-ads@@25.3.0:6,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.vrem.wifianalyzer.wifi.accesspoint.AccessPointsAdapterData,calculateChildType,180,99,1,AccessPointsAdapterData.kt:72,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,com.google.android.gms.measurement.internal.zzop,zza,164,99,1,com.google.android.gms:play-services-measurement-impl@@22.1.0:176,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,github.paroj.dsub2000.util.Util,md5Hex,282,99,1,Util.java:1007,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.google.android.gms.ads.internal.util.client.zzf,zzG,244,99,1,com.google.android.gms:play-services-ads-api@@25.3.0:2,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.google.android.gms.ads.internal.util.client.zzf,zzj,490,99,1,com.google.android.gms:play-services-ads-api@@25.3.0:6,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.google.android.gms.internal.ads.zzazv,zze,244,99,1,com.google.android.gms:play-services-ads@@25.3.0:5,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.vrem.wifianalyzer.wifi.accesspoint.AccessPointsAdapterData,calculateChildType,180,99,1,AccessPointsAdapterData.kt:68,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.absinthe.rulesbundle.utils.HashUtils,digest,162,98,1,HashUtils.kt:19,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,de.stephanlindauer.criticalmaps.utils.AeSimpleSHA1,SHA1,172,98,1,AeSimpleSHA1.java:17,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.absinthe.rulesbundle.utils.HashUtils,digest,162,98,1,HashUtils.kt:18,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,de.stephanlindauer.criticalmaps.utils.AeSimpleSHA1,SHA1,172,98,1,AeSimpleSHA1.java:16,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,net.gaast.giggity.Schedule$Item,hashCode,117,86,1,Schedule.java:1153,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,net.gaast.giggity.Schedule$Item,hashCode,117,86,1,Schedule.java:1152,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,io.matthewnelson.kmp.tor.runtime.FileID$Companion,createFID,87,75,1,FileID.kt:59,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,io.matthewnelson.kmp.tor.runtime.FileID$Companion,createFID$lambda$0,85,74,1,FileID.kt:57,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,com.apk.axml.APKParser,getCertificateFingerprint,106,73,1,APKParser.java:124,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,io.matthewnelson.kmp.tor.runtime.FileID$Companion,createFID$lambda$0,84,73,1,FileID.kt:58,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,org.quantumbadger.redreader.common.General,sha1,86,69,1,General.kt:540,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.schwegelbin.openbible.logic.GettersKt,getChecksum,156,64,1,Getters.kt:135,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.schwegelbin.openbible.logic.GettersKt,getChecksum,121,62,1,Getters.kt:138,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,com.sapuseven.untis.data.cache.DiskCache,getCacheFile,56,55,1,DiskCache.kt:63,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.vrem.wifianalyzer.wifi.graphutils.GraphWrapper,calculateGraphType,107,54,1,GraphWrapper.kt:172,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.vrem.wifianalyzer.wifi.graphutils.GraphWrapper,calculateGraphType,107,54,1,GraphWrapper.kt:168,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,com.password.monitor.utils.HashUtils$Companion$getHashPrefixAndSuffix$2,invokeSuspend,63,48,1,HashUtils.kt:34,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,eu.faircode.email.Helper,getFingerprint,47,43,1,Helper.java:3308,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher,hash,16,14,1,MessageDigestHashFunction.java:167,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher,update,16,14,1,MessageDigestHashFunction.java:149,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.andrognito.patternlockview.utils.PatternLockUtils,patternToSha1,5,5,1,PatternLockUtils.java:93,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,org.eclipse.jgit.storage.file.FileBasedConfig,hash,5,5,1,FileBasedConfig.java:208,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.andrognito.patternlockview.utils.PatternLockUtils,patternToSha1,5,5,1,PatternLockUtils.java:91,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,org.fossify.commons.views.PinTab,getHashedPin,4,4,1,PinTab.kt:136,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,org.fossify.commons.views.PinTab,getHashedPin,4,4,1,PinTab.kt:135,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,okio.ByteString,digest$jvm,3,3,1,ByteString.kt:103,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,com.crazylegend.crashyreporter.extensions.ExtensionFunctionsKt,getCurrentSignatures,1,1,1,ExtensionFunctions.kt:299,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d1,io.ktor.util.DigestImpl,build-impl,1,1,1,CryptoJvm.kt:58,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,d2,me.timschneeberger.rootlessjamesdsp.utils.extensions.MiscUtilsKt,getMd5,1,1,1,MiscUtils.kt:71,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,com.crazylegend.crashyreporter.extensions.ExtensionFunctionsKt,getCurrentSignatures,1,1,1,ExtensionFunctions.kt:298,[''],,the observed call sequence is not one MessageDigestSpec accepts
MessageDigestSpec,MESSAGEDIGEST-ORDER-00,update,io.ktor.util.DigestImpl,plusAssign-impl,1,1,1,CryptoJvm.kt:51,[''],,the observed call sequence is not one MessageDigestSpec accepts
PBEKeySpecSpec,PBEKEYSPEC-CONSTR-00,c1,com.google.android.vending.licensing.AESObfuscator,<init>,227,99,1,AESObfuscator.java:59,['1024'],>= 10000,the third argument should be >= 10000
PBEKeySpecSpec,PBEKEYSPEC-CONSTR-00,c1,app.michaelwuensch.bitbanana.util.UtilFunctions,encodePbkdf2,1,1,1,UtilFunctions.java:93,['5000'],>= 10000,the third argument should be >= 10000
RSAKeyGenParameterSpecSpec,RSAKEYGENPARAMETERSPEC-KEYSIZE-00,c1,org.bouncycastle.jcajce.provider.asymmetric.compositesignatures.CompositeIndex,<clinit>,1095,97,1,Unknown Source:358,['3072'],"[1024, 2048, 4096]",the rsa key size is not one the rule admits
SSLContextSpec,SSLCONTEXT-FORB-00,getDefault,at.bitfire.cert4android.CustomCertService,<clinit>,6,5,1,CustomCertService.kt:65,[''],SSLContext.getInstance(String),SSLContext.getDefault() is forbidden by the expert SSLContext.crysl
SSLContextSpec,SSLCONTEXT-ORDER-00,engine,at.bitfire.cert4android.CustomCertService,<clinit>,6,5,1,CustomCertService.kt:65,[''],,the observed call sequence is not one SSLContextSpec accepts
SSLContextSpec,SSLCONTEXT-PROTO-00,init,de.lukasneugebauer.nextcloudcookbook.core.util.OkHttpClientProvider,configureTrustAllCertificates,96,75,1,OkHttpClientProvider.kt:74,['SSL'],"TLSV1.2,TLSV1.3,TLS","expecting one of TLSV1.2,TLSV1.3,TLS but found SSL"
SecretKeyFactorySpec,SECRETKEYFACTORY-ALG-00,get,com.google.android.vending.licensing.AESObfuscator,<init>,227,99,1,AESObfuscator.java:57,['PBEWITHSHAAND256BITAES-CBC-BC'],"PBKDF2WithHmacSHA512,PBKDF2WithHmacSHA384,PBKDF2WithHmacSHA2","expecting one of PBKDF2WithHmacSHA512,PBKDF2WithHmacSHA384,PBKDF2WithHmacSHA256,PBKDF2With"
SecretKeyFactorySpec,SECRETKEYFACTORY-ALG-00,get,app.michaelwuensch.bitbanana.util.UtilFunctions,encodePbkdf2,1,1,1,UtilFunctions.java:94,['PBKDF2WithHmacSHA1'],"PBKDF2WithHmacSHA512,PBKDF2WithHmacSHA384,PBKDF2WithHmacSHA2","expecting one of PBKDF2WithHmacSHA512,PBKDF2WithHmacSHA384,PBKDF2WithHmacSHA256,PBKDF2With"
SecretKeySpecSpec,SECRETKEYSPEC-ALG-00,c1,org.cry.otp.TOTP,hmac_sha,3,3,1,TOTP.java:46,['RAW'],"AES,HMACSHA256,HMACSHA384,HMACSHA512,HMAC-SHA256,HMAC/SHA256","expecting one of AES,HMACSHA256,HMACSHA384,HMACSHA512,HMAC-SHA256,HMAC/SHA256,HMAC-SHA384,"
SecretKeySpecSpec,SECRETKEYSPEC-ALG-00,c1,com.beemdevelopment.aegis.crypto.otp.HOTP,getHash,2,2,1,HOTP.java:32,['RAW'],"AES,HMACSHA256,HMACSHA384,HMACSHA512,HMAC-SHA256,HMAC/SHA256","expecting one of AES,HMACSHA256,HMACSHA384,HMACSHA512,HMAC-SHA256,HMAC/SHA256,HMAC-SHA384,"
SecretKeySpecSpec,SECRETKEYSPEC-ALG-00,c1,org.cry.otp.HOTP,hmac_sha1,1,1,1,HOTP.java:32,['RAW'],"AES,HMACSHA256,HMACSHA384,HMACSHA512,HMAC-SHA256,HMAC/SHA256","expecting one of AES,HMACSHA256,HMACSHA384,HMACSHA512,HMAC-SHA256,HMAC/SHA256,HMAC-SHA384,"
SecureRandomSpec,SECURERANDOM-ORDER-00,setSeed2,io.ktor.util.NonceKt$nonceGeneratorJob$1,invokeSuspend,1992,102,2,Nonce.kt:81,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,g2,io.ktor.util.NonceKt$nonceGeneratorJob$1,invokeSuspend,653,100,2,Nonce.kt:52,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,next2,io.ktor.util.NonceKt$nonceGeneratorJob$1,invokeSuspend,663,100,2,Nonce.kt:63,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,setSeed1,io.ktor.util.NonceKt$nonceGeneratorJob$1,invokeSuspend,663,100,2,Nonce.kt:77,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,g2,org.minidns.AbstractDnsClient,<init>,202,99,1,AbstractDnsClient.java:126,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,genSeed,org.spongycastle.crypto.prng.BasicEntropySourceProvider$1,getEntropy,244,99,1,BasicEntropySourceProvider.java:53,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,genSeed,org.spongycastle.jcajce.provider.drbg.DRBG,createBaseRandom,488,99,1,DRBG.java:128,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,genSeed,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom,<init>,244,99,1,DRBG.java:233,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,genSeed,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource,getEntropy,244,99,1,DRBG.java:294,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,genSeed,org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer,run,244,99,1,DRBG.java:326,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,g2,io.ktor.util.NonceKt,getInstanceOrNull,3,3,1,Nonce.kt:106,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,genSeed,io.ktor.util.NonceKt$nonceGeneratorJob$1,invokeSuspend,6,3,1,Nonce.kt:43,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,g2,io.treehouses.remote.ssh.Encryptor,encrypt,1,1,1,Encryptor.kt:65,[''],,the observed call sequence is not one SecureRandomSpec accepts
SecureRandomSpec,SECURERANDOM-ORDER-00,next2,io.treehouses.remote.ssh.Encryptor,encrypt,1,1,1,Encryptor.kt:65,[''],,the observed call sequence is not one SecureRandomSpec accepts
SignatureSpec,SIGNATURE-ALG-03,i4,org.bouncycastle.operator.jcajce.JcaContentVerifierProviderBuilder,createRawSig,1,1,1,Unknown Source:13,['NONEWITHRSA'],"SHA256withRSA,SHA256withECDSA,SHA256withDSA,SHA384withRSA,SH","expecting one of SHA256withRSA,SHA256withECDSA,SHA256withDSA,SHA384withRSA,SHA512withRSA,S"
SignatureSpec,SIGNATURE-ORDER-00,update,org.conscrypt.OpenSSLX509Certificate,verifyInternal,6,5,1,OpenSSLX509Certificate.java:402,[''],,the observed call sequence is not one SignatureSpec accepts
SignatureSpec,SIGNATURE-ORDER-00,v1,org.conscrypt.OpenSSLX509Certificate,verifyInternal,6,5,1,OpenSSLX509Certificate.java:403,[''],,the observed call sequence is not one SignatureSpec accepts
SignatureSpec,SIGNATURE-ORDER-00,s1,org.bouncycastle.operator.jcajce.JcaContentSignerBuilder$1,getSignature,1,1,1,Unknown Source:7,[''],,the observed call sequence is not one SignatureSpec accepts
SignatureSpec,SIGNATURE-ORDER-00,update,org.bouncycastle.jcajce.io.SignatureUpdatingOutputStream,write,2,1,1,Unknown Source:8,[''],,the observed call sequence is not one SignatureSpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,g2,okhttp3.internal.platform.Platform,platformTrustManager,7910,3886,54,Platform.kt:78,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,init,okhttp3.internal.platform.Platform,platformTrustManager,7909,3883,54,Platform.kt:80,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
TrustManagerFactorySpec,TRUSTMANAGERFACTORY-ORDER-00,gtm1,okhttp3.internal.platform.Platform,platformTrustManager,7908,3881,54,Platform.kt:81,[''],,the observed call sequence is not one TrustManagerFactorySpec accepts
