class,method,spec,code,lines,apks,src,ev,msg
com.nononsenseapps.feeder.crypto.AesCbcWithIntegrity,decodeKey,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-01,2,1,AesCbcWithIntegrity.kt:97,c2,"v=1 code=SECRETKEYSPEC-NOBS-01 ev=c2 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], int, int, String) was not observed to have been prepared by a Key.getEncoded()'"
com.nononsenseapps.feeder.crypto.AesCbcWithIntegrity,decrypt,CipherSpec,CIPHER-NOBS-00,2,1,AesCbcWithIntegrity.kt:363,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
com.nononsenseapps.feeder.crypto.AesCbcWithIntegrity,decrypt,IvParameterSpecSpec,IVPARAMETERSPEC-NOBS-00,2,1,AesCbcWithIntegrity.kt:366,c1,v=1 code=IVPARAMETERSPEC-NOBS-00 ev=c1 obj=IvParameterSpec val='' exp='a randomized byte[]' msg='no randomized source of the iv given to IvParameterSpec(byte[]) was observed'
com.nononsenseapps.feeder.crypto.AesCbcWithIntegrity,encrypt,CipherSpec,CIPHER-NOBS-00,1,1,AesCbcWithIntegrity.kt:289,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
com.nononsenseapps.feeder.crypto.AesCbcWithIntegrity,generateKey,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,108,1,AesCbcWithIntegrity.kt:130,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
com.nononsenseapps.feeder.crypto.AesCbcWithIntegrity,generateMac,MacSpec,MAC-NOBS-00,2,1,AesCbcWithIntegrity.kt:395,i1,"v=1 code=MAC-NOBS-00 ev=i1 obj=Mac val='HmacSHA256' exp='a key observed coming from a key generator, a key store or a key specification' msg='the key given to Mac.init was not observed coming from a key generator, a key store or a key specification'"
com.nononsenseapps.jsonfeed.OkHttpBuilderExtensionsKt,trustAllCerts,SSLContextSpec,SSLCONTEXT-NOBS-00,143,1,OkHttpBuilderExtensions.kt:32,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLS' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
com.nononsenseapps.jsonfeed.OkHttpBuilderExtensionsKt,trustAllCerts,SSLContextSpec,SSLCONTEXT-NOBS-01,143,1,OkHttpBuilderExtensions.kt:32,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLS' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
com.nononsenseapps.jsonfeed.OkHttpBuilderExtensionsKt,trustAllCerts,SSLContextSpec,SSLCONTEXT-NOBS-02,143,1,OkHttpBuilderExtensions.kt:32,init,v=1 code=SSLCONTEXT-NOBS-02 ev=init obj=SSLContext val='TLS' exp='a SecureRandom this instrumentation observed being created' msg='the SecureRandom given to SSLContext.init was not observed coming from a randomized source'
com.owncloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-00,24,1,HttpClient.java:81,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLSv1.3' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
com.owncloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-01,24,1,HttpClient.java:81,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLSv1.3' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
com.owncloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-02,24,1,HttpClient.java:81,init,v=1 code=SSLCONTEXT-NOBS-02 ev=init obj=SSLContext val='TLSv1.3' exp='a SecureRandom this instrumentation observed being created' msg='the SecureRandom given to SSLContext.init was not observed coming from a randomized source'
com.owncloud.android.lib.common.network.AdvancedX509TrustManager,<init>,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,24,1,AdvancedX509TrustManager.java:59,init,v=1 code=TRUSTMANAGERFACTORY-NOBS-00 ev=init obj=TrustManagerFactory val='PKIX' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to TrustManagerFactory.init was observed'
de.duenndns.ssl.MemorizingTrustManager,getTrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,214,1,MemorizingTrustManager.java:310,init,v=1 code=TRUSTMANAGERFACTORY-NOBS-00 ev=init obj=TrustManagerFactory val='X509' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to TrustManagerFactory.init was observed'
de.luhmer.owncloudnewsreader.ssl.MemorizingTrustManager,getTrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,194,1,MemorizingTrustManager.java:282,init,v=1 code=TRUSTMANAGERFACTORY-NOBS-00 ev=init obj=TrustManagerFactory val='X509' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to TrustManagerFactory.init was observed'
de.lukasneugebauer.nextcloudcookbook.core.util.OkHttpClientProvider,configureTrustAllCertificates,SSLContextSpec,SSLCONTEXT-NOBS-00,96,1,OkHttpClientProvider.kt:74,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='SSL' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
de.lukasneugebauer.nextcloudcookbook.core.util.OkHttpClientProvider,configureTrustAllCertificates,SSLContextSpec,SSLCONTEXT-NOBS-01,96,1,OkHttpClientProvider.kt:74,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='SSL' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
dev.leonlatsch.photok.encryption.domain.crypto.KeyGen,derivePasswordKeyEncryptionKey,PBEKeySpecSpec,PBEKEYSPEC-NOBS-01,51,1,KeyGen.kt:43,c1,v=1 code=PBEKEYSPEC-NOBS-01 ev=c1 obj=PBEKeySpec val='' exp='a randomized byte[]' msg='the second argument was not observed to come from a randomized source'
dev.leonlatsch.photok.encryption.domain.crypto.KeyGen,derivePasswordKeyEncryptionKey,SecretKeyFactorySpec,SECRETKEYFACTORY-NOBS-00,51,1,KeyGen.kt:44,gen,v=1 code=SECRETKEYFACTORY-NOBS-00 ev=gen obj=SecretKeyFactory val='PBKDF2WithHmacSHA256' exp='a key spec this instrumentation observed being built from key material' msg='no construction of the key spec was observed'
dev.leonlatsch.photok.encryption.domain.crypto.KeyGen,derivePasswordKeyEncryptionKey,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,51,1,KeyGen.kt:46,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
dev.leonlatsch.photok.encryption.domain.crypto.KeyGen,generateVaultMasterKey,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,47,1,KeyGen.kt:32,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
dev.leonlatsch.photok.encryption.domain.handlers.PasswordVaultProtectionHandler,create,CipherSpec,CIPHER-NOBS-00,47,1,PasswordVaultProtectionHandler.kt:104,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
dev.leonlatsch.photok.encryption.domain.handlers.PasswordVaultProtectionHandler,unlock,CipherSpec,CIPHER-NOBS-00,51,1,PasswordVaultProtectionHandler.kt:70,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
dev.leonlatsch.photok.encryption.domain.handlers.PasswordVaultProtectionHandler,unlock,IvParameterSpecSpec,IVPARAMETERSPEC-NOBS-00,51,1,PasswordVaultProtectionHandler.kt:70,c1,v=1 code=IVPARAMETERSPEC-NOBS-00 ev=c1 obj=IvParameterSpec val='' exp='a randomized byte[]' msg='no randomized source of the iv given to IvParameterSpec(byte[]) was observed'
dev.leonlatsch.photok.encryption.domain.handlers.PasswordVaultProtectionHandler,unlock,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,51,1,PasswordVaultProtectionHandler.kt:74,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
dev.whyoleg.cryptography.providers.jdk.algorithms.JdkPbkdf2SecretDerivation,deriveSecretToByteArrayBlocking,PBEKeySpecSpec,PBEKEYSPEC-NOBS-01,1,1,JdkPbkdf2.kt:40,c1,v=1 code=PBEKEYSPEC-NOBS-01 ev=c1 obj=PBEKeySpec val='' exp='a randomized byte[]' msg='the second argument was not observed to come from a randomized source'
dev.whyoleg.cryptography.providers.jdk.algorithms.JdkPbkdf2SecretDerivation,deriveSecretToByteArrayBlocking,SecretKeyFactorySpec,SECRETKEYFACTORY-NOBS-00,1,1,JdkPbkdf2.kt:46,gen,v=1 code=SECRETKEYFACTORY-NOBS-00 ev=gen obj=SecretKeyFactory val='PBKDF2WithHmacSHA256' exp='a key spec this instrumentation observed being built from key material' msg='no construction of the key spec was observed'
eu.opencloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-00,32,1,HttpClient.java:79,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLSv1.3' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
eu.opencloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-01,32,1,HttpClient.java:79,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLSv1.3' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
eu.opencloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-02,32,1,HttpClient.java:79,init,v=1 code=SSLCONTEXT-NOBS-02 ev=init obj=SSLContext val='TLSv1.3' exp='a SecureRandom this instrumentation observed being created' msg='the SecureRandom given to SSLContext.init was not observed coming from a randomized source'
eu.opencloud.android.lib.common.network.AdvancedX509TrustManager,<init>,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,32,1,AdvancedX509TrustManager.java:57,init,v=1 code=TRUSTMANAGERFACTORY-NOBS-00 ev=init obj=TrustManagerFactory val='PKIX' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to TrustManagerFactory.init was observed'
github.paroj.dsub2000.service.RESTMusicService,<init>,SSLContextSpec,SSLCONTEXT-NOBS-00,303,1,RESTMusicService.java:138,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLS' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
github.paroj.dsub2000.service.RESTMusicService,<init>,SSLContextSpec,SSLCONTEXT-NOBS-01,302,1,RESTMusicService.java:138,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLS' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
github.paroj.dsub2000.util.KeyStoreUtil,decrypt,IvParameterSpecSpec,IVPARAMETERSPEC-NOBS-00,285,1,KeyStoreUtil.java:135,c1,v=1 code=IVPARAMETERSPEC-NOBS-00 ev=c1 obj=IvParameterSpec val='' exp='a randomized byte[]' msg='no randomized source of the iv given to IvParameterSpec(byte[]) was observed'
io.ktor.network.tls.HashesKt,P_hash,MacSpec,MAC-NOBS-00,456,4,Hashes.kt:26,i1,"v=1 code=MAC-NOBS-00 ev=i1 obj=Mac val='HmacSHA256' exp='a key observed coming from a key generator, a key store or a key specification' msg='the key given to Mac.init was not observed coming from a key generator, a key store or a key specification'"
io.ktor.network.tls.KeysKt,clientKey,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-01,228,4,Keys.kt:37,c2,"v=1 code=SECRETKEYSPEC-NOBS-01 ev=c2 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], int, int, String) was not observed to have been prepared by a Key.getEncoded()'"
io.ktor.network.tls.KeysKt,masterSecret,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,228,4,Keys.kt:69,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
io.ktor.network.tls.KeysKt,serverKey,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-01,225,4,Keys.kt:30,c2,"v=1 code=SECRETKEYSPEC-NOBS-01 ev=c2 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], int, int, String) was not observed to have been prepared by a Key.getEncoded()'"
io.ktor.network.tls.TLSClientHandshake,generatePreSecret,KeyAgreementSpec,KEYAGREEMENT-NOBS-08,228,4,TLSClientHandshake.kt:363,dophase,v=1 code=KEYAGREEMENT-NOBS-08 ev=dophase obj=KeyAgreement val='ECDH' exp='a public key this instrumentation observed being generated' msg='no generation of the public key given to doPhase was observed'
io.ktor.network.tls.TLSClientHandshake,handleServerDone,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,228,4,TLSClientHandshake.kt:340,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
io.ktor.network.tls.TLSClientHandshakeKt,generateECKeys,KeyFactorySpec,KEYFACTORY-NOBS-01,228,4,TLSClientHandshake.kt:523,genPublic,v=1 code=KEYFACTORY-NOBS-01 ev=genPublic obj=KeyFactory val='EC' exp='a key spec this instrumentation observed being built from key material' msg='no construction of the key spec was observed'
io.ktor.network.tls.TLSConfigBuilderKt,findTrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,227,4,TLSConfigBuilder.kt:159,init,v=1 code=TRUSTMANAGERFACTORY-NOBS-00 ev=init obj=TrustManagerFactory val='PKIX' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to TrustManagerFactory.init was observed'
io.ktor.network.tls.cipher.GCMCipherKt,gcmDecryptCipher,CipherSpec,CIPHER-NOBS-00,225,4,GCMCipher.kt:107,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
io.ktor.network.tls.cipher.GCMCipherKt,gcmDecryptCipher,GCMParameterSpecSpec,GCMPARAMETERSPEC-NOBS-00,225,4,GCMCipher.kt:105,c1,v=1 code=GCMPARAMETERSPEC-NOBS-00 ev=c1 obj=GCMParameterSpec val='' exp='a randomized byte[]' msg='the IV material was not observed to come from a randomized source'
io.ktor.network.tls.cipher.GCMCipherKt,gcmDecryptCipher,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-01,225,4,GCMCipher.kt:107,use,v=1 code=IVCHAINJUNCTION-NOBS-01 ev=use obj=Cipher val='AES/GCM/NoPadding' exp='a GCMParameterSpec built over an observed randomized source' msg='no preparation of the AlgorithmParameterSpec given to Cipher.init was observed'
io.ktor.network.tls.cipher.GCMCipherKt,gcmEncryptCipher,CipherSpec,CIPHER-NOBS-00,228,4,GCMCipher.kt:74,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
io.ktor.network.tls.cipher.GCMCipherKt,gcmEncryptCipher,GCMParameterSpecSpec,GCMPARAMETERSPEC-NOBS-00,228,4,GCMCipher.kt:73,c1,v=1 code=GCMPARAMETERSPEC-NOBS-00 ev=c1 obj=GCMParameterSpec val='' exp='a randomized byte[]' msg='the IV material was not observed to come from a randomized source'
io.ktor.network.tls.cipher.GCMCipherKt,gcmEncryptCipher,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-01,228,4,GCMCipher.kt:74,use,v=1 code=IVCHAINJUNCTION-NOBS-01 ev=use obj=Cipher val='AES/GCM/NoPadding' exp='a GCMParameterSpec built over an observed randomized source' msg='no preparation of the AlgorithmParameterSpec given to Cipher.init was observed'
io.ktor.util.NonceKt$nonceGeneratorJob$1,invokeSuspend,SecureRandomSpec,SECURERANDOM-NOBS-00,9,1,Nonce.kt:43,setSeed2,v=1 code=SECURERANDOM-NOBS-00 ev=setSeed2 obj=SecureRandom val='' exp='a randomized byte[]' msg='setSeed() expects a byte array observed to come from a randomized source'
io.treehouses.remote.ssh.Encryptor,encrypt,CipherSpec,CIPHER-NOBS-00,1,1,Encryptor.kt:81,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
io.treehouses.remote.ssh.Encryptor,encrypt,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-00,1,1,Encryptor.kt:81,use,v=1 code=IVCHAINJUNCTION-NOBS-00 ev=use obj=Cipher val='AES/CBC/PKCS5Padding' exp='an IvParameterSpec built over an observed randomized iv' msg='no preparation of the AlgorithmParameterSpec given to Cipher.init was observed'
io.treehouses.remote.ssh.Encryptor,encrypt,IvParameterSpecSpec,IVPARAMETERSPEC-NOBS-00,1,1,Encryptor.kt:84,c1,v=1 code=IVPARAMETERSPEC-NOBS-00 ev=c1 obj=IvParameterSpec val='' exp='a randomized byte[]' msg='no randomized source of the iv given to IvParameterSpec(byte[]) was observed'
io.treehouses.remote.ssh.Encryptor,encrypt,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,1,1,Encryptor.kt:83,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
me.diamondforge.tokn.security.KeystoreManager,decrypt,CipherSpec,CIPHER-NOBS-00,303,1,KeystoreManager.kt:68,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
me.diamondforge.tokn.security.KeystoreManager,decrypt,GCMParameterSpecSpec,GCMPARAMETERSPEC-NOBS-00,303,1,KeystoreManager.kt:68,c1,v=1 code=GCMPARAMETERSPEC-NOBS-00 ev=c1 obj=GCMParameterSpec val='' exp='a randomized byte[]' msg='the IV material was not observed to come from a randomized source'
me.diamondforge.tokn.security.KeystoreManager,decrypt,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-01,303,1,KeystoreManager.kt:68,use,v=1 code=IVCHAINJUNCTION-NOBS-01 ev=use obj=Cipher val='AES/GCM/NoPadding' exp='a GCMParameterSpec built over an observed randomized source' msg='no preparation of the AlgorithmParameterSpec given to Cipher.init was observed'
me.diamondforge.tokn.security.KeystoreManager,encrypt,CipherSpec,CIPHER-NOBS-00,137,1,KeystoreManager.kt:55,i2,v=1 code=CIPHER-NOBS-00 ev=i2 obj=Cipher val='' exp='a key produced by one of the generators the rule names' msg='no generator of the key given to Cipher.init was observed'
net.osmtracker.layout.TLSSocketFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-00,3,1,TLSSocketFactory.java:23,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLS' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
net.osmtracker.layout.TLSSocketFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-01,3,1,TLSSocketFactory.java:23,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLS' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
net.osmtracker.layout.TLSSocketFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-02,3,1,TLSSocketFactory.java:23,init,v=1 code=SSLCONTEXT-NOBS-02 ev=init obj=SSLContext val='TLS' exp='a SecureRandom this instrumentation observed being created' msg='the SecureRandom given to SSLContext.init was not observed coming from a randomized source'
okhttp3.OkHttpClient,newSslSocketFactory,SSLContextSpec,SSLCONTEXT-NOBS-00,323,2,OkHttpClient.java:264,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLS' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
okhttp3.OkHttpClient,newSslSocketFactory,SSLContextSpec,SSLCONTEXT-NOBS-01,323,2,OkHttpClient.java:264,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLS' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
okhttp3.OkHttpClient,newSslSocketFactory,SSLContextSpec,SSLCONTEXT-NOBS-02,323,2,OkHttpClient.java:264,init,v=1 code=SSLCONTEXT-NOBS-02 ev=init obj=SSLContext val='TLS' exp='a SecureRandom this instrumentation observed being created' msg='the SecureRandom given to SSLContext.init was not observed coming from a randomized source'
okhttp3.internal.Util,platformTrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,323,2,Util.java:640,init,v=1 code=TRUSTMANAGERFACTORY-NOBS-00 ev=init obj=TrustManagerFactory val='PKIX' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to TrustManagerFactory.init was observed'
okhttp3.internal.platform.Platform,newSslSocketFactory,SSLContextSpec,SSLCONTEXT-NOBS-00,7291,52,Platform.kt:168,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLS' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
okhttp3.internal.platform.Platform,newSslSocketFactory,SSLContextSpec,SSLCONTEXT-NOBS-01,7293,52,Platform.kt:168,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLS' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
okhttp3.internal.platform.Platform,newSslSocketFactory,SSLContextSpec,SSLCONTEXT-NOBS-02,7291,52,Platform.kt:168,init,v=1 code=SSLCONTEXT-NOBS-02 ev=init obj=SSLContext val='TLS' exp='a SecureRandom this instrumentation observed being created' msg='the SecureRandom given to SSLContext.init was not observed coming from a randomized source'
okhttp3.internal.platform.Platform,platformTrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,7909,54,Platform.kt:80,init,v=1 code=TRUSTMANAGERFACTORY-NOBS-00 ev=init obj=TrustManagerFactory val='PKIX' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to TrustManagerFactory.init was observed'
okhttp3.tls.HandshakeCertificates,sslContext,SSLContextSpec,SSLCONTEXT-NOBS-00,633,2,HandshakeCertificates.kt:94,init,v=1 code=SSLCONTEXT-NOBS-00 ev=init obj=SSLContext val='TLS' exp='a KeyManager[] an observed KeyManagerFactory returned' msg='the KeyManager[] given to SSLContext.init was not observed coming from a KeyManagerFactory'
okhttp3.tls.HandshakeCertificates,sslContext,SSLContextSpec,SSLCONTEXT-NOBS-01,633,2,HandshakeCertificates.kt:94,init,v=1 code=SSLCONTEXT-NOBS-01 ev=init obj=SSLContext val='TLS' exp='a TrustManager[] an observed TrustManagerFactory returned' msg='the TrustManager[] given to SSLContext.init was not observed coming from a TrustManagerFactory'
org.bouncycastle.operator.jcajce.JcaContentVerifierProviderBuilder,createRawSig,SignatureSpec,SIGNATURE-NOBS-02,1,1,Unknown Source:13,i4,v=1 code=SIGNATURE-NOBS-02 ev=i4 obj=Signature val='NONEWITHRSA' exp='a public key produced by one of the generators the rule names' msg='no generator of the public key given to initVerify was observed'
org.bouncycastle.operator.jcajce.JcaContentVerifierProviderBuilder$1,get,SignatureSpec,SIGNATURE-NOBS-02,1,1,Unknown Source:46,i4,v=1 code=SIGNATURE-NOBS-02 ev=i4 obj=Signature val='SHA256WITHRSA' exp='a public key produced by one of the generators the rule names' msg='no generator of the public key given to initVerify was observed'
org.conscrypt.SSLParametersImpl,createDefaultX509KeyManager,KeyManagerFactorySpec,KEYMANAGERFACTORY-NOBS-00,278,3,SSLParametersImpl.java:536,init,v=1 code=KEYMANAGERFACTORY-NOBS-00 ev=init obj=KeyManagerFactory val='PKIX' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to KeyManagerFactory.init was observed'
org.conscrypt.SSLParametersImpl,createDefaultX509TrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,30,2,SSLParametersImpl.java:606,init,v=1 code=TRUSTMANAGERFACTORY-NOBS-00 ev=init obj=TrustManagerFactory val='PKIX' exp='a KeyStore this instrumentation observed being loaded' msg='no loading of the KeyStore given to TrustManagerFactory.init was observed'
org.cry.otp.HOTP,hmac_sha1,MacSpec,MAC-NOBS-00,1,1,HOTP.java:32,i1,"v=1 code=MAC-NOBS-00 ev=i1 obj=Mac val='HmacSHA1' exp='a key observed coming from a key generator, a key store or a key specification' msg='the key given to Mac.init was not observed coming from a key generator, a key store or a key specification'"
org.cry.otp.HOTP,hmac_sha1,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,1,1,HOTP.java:32,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
org.cry.otp.TOTP,hmac_sha,MacSpec,MAC-NOBS-00,3,1,TOTP.java:46,i1,"v=1 code=MAC-NOBS-00 ev=i1 obj=Mac val='HmacSHA1' exp='a key observed coming from a key generator, a key store or a key specification' msg='the key given to Mac.init was not observed coming from a key generator, a key store or a key specification'"
org.cry.otp.TOTP,hmac_sha,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,3,1,TOTP.java:46,c1,"v=1 code=SECRETKEYSPEC-NOBS-00 ev=c1 obj=SecretKeySpec val='' exp='prepared key material' msg='the keyMaterial given to SecretKeySpec(byte[], String) was not observed to have been prepared by a Key.getEncoded()'"
