kid,nobs,art,other,r,tool,timeout,apk,status,sustained,strict,sec
5386,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5387,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5388,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5389,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5390,True,False,True,1.0,fastbot,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5391,True,False,True,1.0,fastbot,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5392,True,False,False,2.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5393,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5394,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5395,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5396,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5397,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5398,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5399,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5400,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5401,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5402,True,False,True,1.0,fastbot,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5403,True,False,True,1.0,fastbot,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5404,True,False,False,2.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5405,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5406,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5407,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5408,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5409,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5410,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5411,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5412,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5413,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5414,True,False,True,1.0,fastbot,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5415,True,False,True,1.0,fastbot,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5416,True,False,False,2.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5417,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5418,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5419,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5420,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5421,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5422,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5423,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5424,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5425,True,False,False,1.0,fastbot,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5426,True,False,True,1.0,fastbot,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5427,True,False,True,1.0,fastbot,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5428,True,False,False,2.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5429,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5430,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5431,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5432,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5433,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5434,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5435,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5436,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5437,True,False,False,1.0,fastbot,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5438,True,False,True,1.0,fastbot,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5439,True,False,True,1.0,fastbot,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5440,True,False,False,2.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5441,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5442,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5443,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5444,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5445,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5446,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5447,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5448,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5449,True,False,False,1.0,fastbot,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5450,True,False,True,1.0,fastbot,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5451,True,False,True,1.0,fastbot,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5452,True,False,False,2.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5453,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5454,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5455,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5456,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5457,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5458,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5459,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5460,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5461,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5462,True,False,True,1.0,humanoid,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5463,True,False,True,1.0,humanoid,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5464,True,False,False,2.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5465,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5466,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5467,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5468,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5469,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5470,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5471,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5472,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5473,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5474,True,False,True,1.0,humanoid,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5475,True,False,True,1.0,humanoid,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5476,True,False,False,2.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5477,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5478,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5479,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5480,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5481,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5482,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5483,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5484,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5485,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5486,True,False,True,1.0,humanoid,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5487,True,False,True,1.0,humanoid,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5488,True,False,False,2.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5489,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5490,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5491,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5492,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5493,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5494,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5495,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5496,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5497,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5498,True,False,True,1.0,humanoid,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5499,True,False,True,1.0,humanoid,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5500,True,False,False,2.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5501,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5502,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5503,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5504,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5505,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5506,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5507,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5508,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5509,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5510,True,False,True,1.0,humanoid,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5511,True,False,True,1.0,humanoid,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5512,True,False,False,2.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5513,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5514,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5515,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5516,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5517,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5518,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5519,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5520,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5521,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5522,True,False,True,1.0,humanoid,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5523,True,False,True,1.0,humanoid,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5524,True,False,False,2.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5525,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5526,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5527,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5528,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5529,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5530,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5531,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5532,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5533,True,False,False,1.0,humanoid,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5534,True,False,True,1.0,humanoid,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5535,True,False,True,1.0,humanoid,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5536,True,False,False,2.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5537,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5538,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5539,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5540,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5541,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5542,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5543,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5544,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5545,True,False,False,1.0,humanoid,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5546,True,False,True,1.0,humanoid,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5547,True,False,True,1.0,humanoid,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5548,True,False,False,2.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5549,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5550,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5551,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5552,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5553,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5554,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5555,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5556,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5557,True,False,False,1.0,humanoid,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5558,True,False,True,1.0,humanoid,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5559,True,False,True,1.0,humanoid,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5560,True,False,False,2.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5561,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5562,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5563,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5564,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5565,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5566,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5567,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5568,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5569,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5570,True,False,True,1.0,monkey,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5571,True,False,True,1.0,monkey,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5572,True,False,False,2.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5573,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5574,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5575,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5576,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5577,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5578,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5579,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5580,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5581,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5582,True,False,True,1.0,monkey,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5583,True,False,True,1.0,monkey,180,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5584,True,False,False,2.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5585,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5586,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5587,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5588,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5589,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5590,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5591,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5592,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5593,True,False,False,1.0,monkey,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5594,True,False,True,1.0,monkey,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5595,True,False,True,1.0,monkey,300,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5596,True,False,False,2.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5597,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5598,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5599,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5600,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5601,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5602,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5603,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5604,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5605,True,False,False,1.0,monkey,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5606,True,False,True,1.0,monkey,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5607,True,False,True,1.0,monkey,60,com.afkanerd.deku_83.apk,OTHER:GENUINE_no,True,True,False
5608,True,False,False,2.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:RULE_DECISION,False,False,False
5609,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5610,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
5611,True,False,False,1.0,monkey,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False,False,False
