apk,arm,rep,timeout,container,n_records,record_states,state,error_message,execution_time_seconds,c2_floor10,c2_campaign_floor,cov_method,cov_act,cov_mop,mop_unique,total_method_calls,trace_steps,logcat_lines,cov_sig_distinct,viol_lines,viol_distinct,verify_lines,ev_crash,ev_anr,ev_verify_error,ev_other,ev_proc_own,ev_proc_all,ev_first_crash_s,ev_top,fails,sa_methods_reach_mop,sa_activities,sa_activities_reach_mop,sa_complete,apk_json,excluded_in_manifest
com.dessalines.rankmyfavs_44.apk,ape,2,300,gh104_05,1,COMPLETED,COMPLETED,,361,270.0,255,30.20014295925661,100.0,26.063829787234045,0.0,845.0,334,2858,1835,0,0,0,0,0,0,0,0,0,,,,1128,2,2,True,ok,False
com.dessalines.rankmyfavs_44.apk,ape,3,300,gh104_05,1,COMPLETED,COMPLETED,,360,270.0,255,44.03145103645461,100.0,42.5531914893617,0.0,1232.0,280,3502,2273,0,0,0,0,0,0,0,0,0,,,,1128,2,2,True,ok,False
com.dessalines.rankmyfavs_44.apk,aperv:mop_off_llm_off,1,300,gh104_05,1,COMPLETED,COMPLETED,,363,270.0,255,63.938527519656894,100.0,64.98226950354609,0.0,1789.0,293,5581,3099,0,0,0,0,0,0,0,0,0,,,,1128,2,2,True,ok,False
com.dessalines.rankmyfavs_44.apk,aperv:mop_off_llm_off,2,300,gh104_05,1,COMPLETED,COMPLETED,,369,270.0,255,30.20014295925661,100.0,26.50709219858156,0.0,845.0,374,3276,1886,0,0,0,0,0,0,0,0,0,,,,1128,2,2,True,ok,False
com.dessalines.rankmyfavs_44.apk,aperv:mop_off_llm_off,3,300,gh104_05,1,COMPLETED,COMPLETED,,365,270.0,255,68.72766261615439,100.0,68.61702127659575,0.0,1923.0,315,4581,3225,0,0,0,0,0,0,0,0,0,,,,1128,2,2,True,ok,False
com.dessalines.rankmyfavs_44.apk,aperv:mop_on_llm_off,1,300,gh104_05,1,COMPLETED,COMPLETED,,370,270.0,255,63.43817012151537,100.0,64.45035460992908,0.0,1775.0,338,7491,3070,0,0,0,0,0,0,0,0,0,,,,1128,2,2,True,ok,False
com.dessalines.rankmyfavs_44.apk,aperv:mop_on_llm_off,2,300,gh104_05,1,COMPLETED,COMPLETED,,366,270.0,255,51.39385275196568,100.0,50.62056737588653,0.0,1438.0,315,5198,2728,0,0,0,0,0,0,0,0,0,,,,1128,2,2,True,ok,False
com.dessalines.rankmyfavs_44.apk,aperv:mop_on_llm_off,3,300,gh104_05,1,COMPLETED,COMPLETED,,364,270.0,255,56.96926375982845,100.0,57.53546099290781,0.0,1594.0,352,4240,2676,0,0,0,0,0,0,0,0,0,,,,1128,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,ape,1,300,gh104_06,1,COMPLETED,COMPLETED,,361,270.0,255,46.71063757821749,100.0,41.964285714285715,0.0,2762.0,311,6786,3406,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,ape,2,300,gh104_06,1,COMPLETED,COMPLETED,,365,270.0,255,46.54151868763741,100.0,41.66666666666667,0.0,2752.0,300,5634,3487,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,ape,3,300,gh104_06,1,COMPLETED,COMPLETED,,363,270.0,255,44.83341789277862,100.0,39.285714285714285,0.0,2651.0,279,4962,3292,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,aperv:mop_off_llm_off,1,300,gh104_06,1,COMPLETED,COMPLETED,,365,270.0,255,46.33857601894131,100.0,41.36904761904761,0.0,2740.0,344,6960,3383,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,aperv:mop_off_llm_off,2,300,gh104_06,2,ERROR/COMPLETED,COMPLETED,,364,270.0,255,46.93049213597158,100.0,41.30952380952381,0,2775,382,6004,3421,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,aperv:mop_off_llm_off,3,300,gh104_06,1,COMPLETED,COMPLETED,,366,270.0,255,47.522408253001856,100.0,42.67857142857142,0.0,2810.0,390,7251,3460,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,aperv:mop_on_llm_off,1,300,gh104_06,1,COMPLETED,COMPLETED,,365,270.0,255,46.87975646879756,100.0,41.36904761904761,0.0,2772.0,400,6906,3408,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,aperv:mop_on_llm_off,2,300,gh104_06,1,COMPLETED,COMPLETED,,365,270.0,255,47.55623203111787,100.0,42.142857142857146,0.0,2812.0,413,9675,3454,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.dessalines.thumbkey_179.apk,aperv:mop_on_llm_off,3,300,gh104_06,1,COMPLETED,COMPLETED,,368,270.0,255,47.251818028073735,100.0,41.964285714285715,0.0,2794.0,355,9388,3440,0,0,0,0,0,0,0,0,0,,,,1680,2,2,True,ok,False
com.ds.avare_404.apk,ape,1,300,gh104_07,1,COMPLETED,COMPLETED,,361,270.0,255,22.496107939802805,33.33333333333333,48.717948717948715,8.0,867.0,238,1090,909,8,8,0,0,0,0,0,0,0,,,,39,45,21,,ok,False
com.ds.avare_404.apk,ape,2,300,gh104_07,1,COMPLETED,COMPLETED,,362,270.0,255,17.644006227296316,22.22222222222222,5.128205128205128,8.0,680.0,239,1606,700,16,8,0,0,0,0,0,0,0,,,,39,45,21,,ok,False
com.ds.avare_404.apk,ape,3,300,gh104_07,1,COMPLETED,COMPLETED,,361,270.0,255,17.59211209133368,22.22222222222222,5.128205128205128,8.0,678.0,279,924,698,8,8,0,0,0,0,0,0,0,,,,39,45,21,,ok,False
com.ds.avare_404.apk,aperv:mop_off_llm_off,1,300,gh104_07,1,COMPLETED,COMPLETED,,364,270.0,255,18.03321224701609,22.22222222222222,5.128205128205128,8.0,695.0,259,2387,715,24,8,0,0,0,0,0,0,0,,,,39,45,21,,ok,False
com.ds.avare_404.apk,aperv:mop_off_llm_off,2,300,gh104_07,2,ERROR/COMPLETED,COMPLETED,,357,270.0,255,22.158796056045666,33.33333333333333,56.41025641025641,11,854,240,2243,1089,19,11,0,0,0,0,0,0,0,,,,39,45,21,,ok,False
com.ds.avare_404.apk,aperv:mop_off_llm_off,3,300,gh104_07,1,COMPLETED,COMPLETED,,364,270.0,255,26.933056564608197,38.88888888888889,25.64102564102564,8.0,1038.0,167,1404,1065,8,8,0,0,0,0,0,0,0,,,,39,45,21,,ok,False
com.ds.avare_404.apk,aperv:mop_on_llm_off,1,300,gh104_07,1,COMPLETED,COMPLETED,,365,270.0,255,24.649714582252205,33.33333333333333,25.64102564102564,8.0,950.0,285,2837,1029,24,8,0,1,0,0,0,1,1,262,crash:java.lang.RuntimeException=1,,39,45,21,,ok,False
com.ds.avare_404.apk,aperv:mop_on_llm_off,2,300,gh104_07,2,ERROR/COMPLETED,COMPLETED,,349,270.0,255,23.793461338868706,44.44444444444444,25.64102564102564,8,917,257,4825,996,48,8,0,4,0,0,0,4,4,119,crash:java.lang.RuntimeException=4,,39,45,21,,ok,False
com.ds.avare_404.apk,aperv:mop_on_llm_off,3,300,gh104_07,1,COMPLETED,COMPLETED,,363,270.0,255,18.188894654903994,22.22222222222222,5.128205128205128,8.0,701.0,253,2605,780,24,8,0,1,0,0,0,1,1,296,crash:java.lang.RuntimeException=1,,39,45,21,,ok,False
com.etesync.syncadapter_20700.apk,ape,1,300,gh104_00,1,COMPLETED,COMPLETED,,361,270.0,255,4.949121184088807,22.727272727272727,0.6756756756756757,0.0,214.0,259,485,350,0,0,0,0,0,0,0,0,0,,,,296,24,0,True,ok,False
com.etesync.syncadapter_20700.apk,ape,2,300,gh104_00,1,COMPLETED,COMPLETED,,365,270.0,255,9.551341350601295,31.818181818181817,4.72972972972973,26.0,413.0,239,2798,2266,26,21,0,0,0,0,0,0,0,,,,296,24,0,True,ok,False
com.etesync.syncadapter_20700.apk,ape,3,300,gh104_00,1,COMPLETED,COMPLETED,,361,270.0,255,6.706753006475486,22.727272727272727,4.72972972972973,26.0,290.0,234,2387,2150,26,21,0,0,0,0,0,0,0,,,,296,24,0,True,ok,False
com.etesync.syncadapter_20700.apk,aperv:mop_off_llm_off,1,300,gh104_00,1,COMPLETED,COMPLETED,,360,270.0,255,10.615171137835338,36.36363636363637,0.6756756756756757,0.0,459.0,216,1937,1241,0,0,0,0,0,0,0,0,0,,,,296,24,0,True,ok,False
com.etesync.syncadapter_20700.apk,aperv:mop_off_llm_off,2,300,gh104_00,1,COMPLETED,COMPLETED,,363,270.0,255,6.753006475485661,22.727272727272727,4.72972972972973,26.0,292.0,230,2531,2101,26,21,0,0,0,0,0,0,0,,,,296,24,0,True,ok,False
com.etesync.syncadapter_20700.apk,aperv:mop_off_llm_off,3,300,gh104_00,1,COMPLETED,COMPLETED,,359,270.0,255,6.706753006475486,22.727272727272727,4.72972972972973,26.0,290.0,222,4567,2104,52,21,0,0,0,0,0,0,0,,,,296,24,0,True,ok,False
com.etesync.syncadapter_20700.apk,aperv:mop_on_llm_off,1,300,gh104_00,1,COMPLETED,COMPLETED,,363,270.0,255,10.222016651248843,40.909090909090914,5.743243243243244,26.0,442.0,209,6539,2263,76,21,0,4,0,0,0,4,4,110,crash:java.lang.RuntimeException=4,,296,24,0,True,ok,False
com.etesync.syncadapter_20700.apk,aperv:mop_on_llm_off,2,300,gh104_00,1,COMPLETED,COMPLETED,,365,270.0,255,5.296022201665125,31.818181818181817,0.6756756756756757,0.0,229.0,195,1711,366,0,0,0,3,0,0,0,3,3,110,crash:java.lang.RuntimeException=3,,296,24,0,True,ok,False
com.etesync.syncadapter_20700.apk,aperv:mop_on_llm_off,3,300,gh104_00,1,COMPLETED,COMPLETED,,365,270.0,255,7.053654024051805,31.818181818181817,4.72972972972973,26.0,305.0,238,3695,2113,26,21,0,4,0,0,0,4,4,89,crash:java.lang.RuntimeException=4,,296,24,0,True,ok,False
com.faltenreich.diaguard_68.apk,ape,1,300,gh104_01,1,COMPLETED,COMPLETED,,363,270.0,255,38.42165898617512,100.0,50.0,7.0,1334.0,271,3788,3674,7,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.faltenreich.diaguard_68.apk,ape,2,300,gh104_01,1,COMPLETED,COMPLETED,,356,270.0,255,42.16589861751152,100.0,50.0,7.0,1464.0,318,6513,3795,14,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.faltenreich.diaguard_68.apk,ape,3,300,gh104_01,1,COMPLETED,COMPLETED,,361,270.0,255,48.127880184331794,100.0,66.66666666666666,7.0,1671.0,243,8980,4100,21,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.faltenreich.diaguard_68.apk,aperv:mop_off_llm_off,1,300,gh104_01,1,COMPLETED,COMPLETED,,366,270.0,255,47.63824884792627,100.0,41.66666666666667,7.0,1654.0,286,11003,3944,28,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.faltenreich.diaguard_68.apk,aperv:mop_off_llm_off,2,300,gh104_01,1,COMPLETED,COMPLETED,,358,270.0,255,39.602534562211986,100.0,56.666666666666664,7.0,1375.0,298,5815,3416,14,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.faltenreich.diaguard_68.apk,aperv:mop_off_llm_off,3,300,gh104_01,1,COMPLETED,COMPLETED,,363,270.0,255,43.77880184331797,100.0,55.00000000000001,7.0,1520.0,277,6248,3454,14,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.faltenreich.diaguard_68.apk,aperv:mop_on_llm_off,1,300,gh104_01,1,COMPLETED,COMPLETED,,364,270.0,255,39.34331797235023,100.0,56.666666666666664,7.0,1366.0,289,6316,3358,14,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.faltenreich.diaguard_68.apk,aperv:mop_on_llm_off,2,300,gh104_01,1,COMPLETED,COMPLETED,,363,270.0,255,48.444700460829495,100.0,65.0,7.0,1682.0,268,9029,3976,21,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.faltenreich.diaguard_68.apk,aperv:mop_on_llm_off,3,300,gh104_01,1,COMPLETED,COMPLETED,,361,270.0,255,48.127880184331794,100.0,70.0,7.0,1671.0,250,10971,4089,28,5,0,0,0,0,0,0,0,,,,60,3,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,ape,1,300,gh104_02,1,COMPLETED,COMPLETED,,361,270.0,255,46.98443579766537,75.0,54.54545454545454,0.0,966.0,220,2835,1577,0,0,0,0,0,0,0,0,0,,,,55,7,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,ape,2,300,gh104_02,1,COMPLETED,COMPLETED,,360,270.0,255,33.12256809338521,75.0,21.818181818181817,0.0,681.0,204,4134,2438,0,0,0,0,0,0,0,0,0,,,,55,7,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,ape,3,300,gh104_02,1,COMPLETED,COMPLETED,,357,270.0,255,52.52918287937744,100.0,54.54545454545454,0.0,1080.0,232,3960,2531,0,0,0,1,0,0,0,1,1,163,crash:java.lang.RuntimeException=1,,55,7,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,aperv:mop_off_llm_off,1,300,gh104_02,1,COMPLETED,COMPLETED,,364,270.0,255,42.8988326848249,75.0,29.09090909090909,0.0,882.0,254,3946,2785,0,0,0,0,0,0,0,0,0,,,,55,7,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,aperv:mop_off_llm_off,2,300,gh104_02,1,COMPLETED,COMPLETED,,364,270.0,255,36.38132295719844,75.0,21.818181818181817,0.0,748.0,283,3097,1844,0,0,0,0,0,0,0,0,0,,,,55,7,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,aperv:mop_off_llm_off,3,300,gh104_02,1,COMPLETED,COMPLETED,,367,270.0,255,46.206225680933855,75.0,61.81818181818181,0.0,950.0,235,2828,1562,0,0,0,0,0,0,0,0,0,,,,55,7,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,aperv:mop_on_llm_off,1,300,gh104_02,1,COMPLETED,COMPLETED,,361,270.0,255,36.235408560311285,75.0,29.09090909090909,0.0,745.0,249,1930,1504,0,0,0,0,0,0,0,0,0,,,,55,7,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,aperv:mop_on_llm_off,2,300,gh104_02,1,COMPLETED,COMPLETED,,364,270.0,255,32.1011673151751,75.0,14.545454545454545,0.0,660.0,219,3022,1748,0,0,0,0,0,0,0,0,0,,,,55,7,0,True,ok,False
com.flauschcode.broccoli_1040400.apk,aperv:mop_on_llm_off,3,300,gh104_02,1,COMPLETED,COMPLETED,,359,270.0,255,39.83463035019455,75.0,29.09090909090909,0.0,819.0,258,2422,1915,0,0,0,0,0,0,0,0,0,,,,55,7,0,True,ok,False
com.floflacards.app_14.apk,ape,1,300,gh104_03,1,COMPLETED,COMPLETED,,362,270.0,255,8.454574846427416,50.0,4.78955007256894,0.0,523.0,736,3682,592,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.floflacards.app_14.apk,ape,2,300,gh104_03,1,COMPLETED,COMPLETED,,358,270.0,255,8.454574846427416,50.0,4.78955007256894,0.0,523.0,711,3045,592,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.floflacards.app_14.apk,ape,3,300,gh104_03,1,COMPLETED,COMPLETED,,356,270.0,255,8.454574846427416,50.0,4.78955007256894,0.0,523.0,740,4262,592,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.floflacards.app_14.apk,aperv:mop_off_llm_off,1,300,gh104_03,1,COMPLETED,COMPLETED,,362,270.0,255,8.454574846427416,50.0,4.78955007256894,0.0,523.0,812,3245,592,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.floflacards.app_14.apk,aperv:mop_off_llm_off,2,300,gh104_03,1,COMPLETED,COMPLETED,,358,270.0,255,8.454574846427416,50.0,4.78955007256894,0.0,523.0,827,3898,592,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.floflacards.app_14.apk,aperv:mop_off_llm_off,3,300,gh104_03,1,COMPLETED,COMPLETED,,360,270.0,255,8.454574846427416,50.0,4.78955007256894,0.0,523.0,646,4799,592,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.floflacards.app_14.apk,aperv:mop_on_llm_off,1,300,gh104_03,1,COMPLETED,COMPLETED,,362,270.0,255,31.878435176204334,100.0,31.30140299951621,0.0,1972.0,337,4251,2045,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.floflacards.app_14.apk,aperv:mop_on_llm_off,2,300,gh104_03,1,COMPLETED,COMPLETED,,363,270.0,255,24.555447785321693,100.0,22.689888727624577,0.0,1519.0,369,3743,1594,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.floflacards.app_14.apk,aperv:mop_on_llm_off,3,300,gh104_03,1,COMPLETED,COMPLETED,,364,270.0,255,23.698674426123507,100.0,22.59313014029995,0.0,1466.0,342,3741,1542,0,0,0,0,0,0,0,0,0,,,,2067,4,3,True,ok,False
com.flxrs.dankchat_40038.apk,ape,1,300,gh104_04,1,COMPLETED,COMPLETED,,356,270.0,255,21.924150609382448,50.0,23.372748369985633,16.0,6440.0,206,163125,11904,373,16,0,0,0,0,0,0,0,,,,9049,4,3,,ok,False
com.flxrs.dankchat_40038.apk,ape,2,300,gh104_04,1,COMPLETED,COMPLETED,,362,270.0,255,21.924150609382448,50.0,23.450104983976132,16.0,6440.0,153,223517,11903,559,16,0,0,0,0,0,0,0,,,,9049,4,3,,ok,False
com.flxrs.dankchat_40038.apk,ape,3,300,gh104_04,1,COMPLETED,COMPLETED,,359,270.0,255,23.05780622319058,50.0,25.008288208641837,16.0,6773.0,153,251917,12311,639,16,0,0,1,0,0,1,1,,anr:com.flxrs.dankchat=1,,9049,4,3,,ok,False
com.flxrs.dankchat_40038.apk,aperv:mop_off_llm_off,1,300,gh104_04,1,COMPLETED,COMPLETED,,367,270.0,255,24.50806835977395,50.0,27.251630014366228,16.0,7199.0,203,55253,12745,114,16,0,0,0,0,0,0,0,,,,9049,4,3,,ok,False
com.flxrs.dankchat_40038.apk,aperv:mop_off_llm_off,2,300,gh104_04,1,COMPLETED,COMPLETED,,368,270.0,255,23.677401783890513,50.0,25.770803403691016,16.0,6955.0,248,57260,12514,121,16,0,0,0,0,0,0,0,,,,9049,4,3,,ok,False
com.flxrs.dankchat_40038.apk,aperv:mop_off_llm_off,3,300,gh104_04,1,COMPLETED,COMPLETED,,367,270.0,255,22.125008510928033,50.0,24.09105978561167,16.0,6499.0,237,70612,12045,151,16,0,0,0,0,0,0,0,,,,9049,4,3,,ok,False
com.flxrs.dankchat_40038.apk,aperv:mop_on_llm_off,1,300,gh104_04,1,COMPLETED,COMPLETED,,369,270.0,255,22.519915571593927,100.0,24.135263565034812,16.0,6615.0,235,65838,12073,149,16,0,0,0,0,0,0,0,,,,9049,4,3,,ok,False
com.flxrs.dankchat_40038.apk,aperv:mop_on_llm_off,2,300,gh104_04,1,COMPLETED,COMPLETED,,367,270.0,255,24.24252740518826,100.0,26.676980881865397,16.0,7121.0,241,68591,12664,170,16,0,0,1,0,0,1,1,,anr:com.flxrs.dankchat=1,,9049,4,3,,ok,False
com.flxrs.dankchat_40038.apk,aperv:mop_on_llm_off,3,300,gh104_04,1,COMPLETED,COMPLETED,,367,270.0,255,22.696942874651054,100.0,24.47784285556415,16.0,6667.0,230,87587,12242,173,16,0,0,0,0,0,0,0,,,,9049,4,3,,ok,False
com.fredhappyface.ewesticker_20250217.apk,ape,1,300,gh104_05,1,COMPLETED,COMPLETED,,361,270.0,255,19.322033898305087,100.0,7.8125,0.0,57.0,254,1403,602,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.fredhappyface.ewesticker_20250217.apk,ape,2,300,gh104_05,1,COMPLETED,COMPLETED,,359,270.0,255,18.983050847457626,100.0,7.8125,0.0,56.0,285,621,469,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.fredhappyface.ewesticker_20250217.apk,ape,3,300,gh104_05,1,COMPLETED,COMPLETED,,361,270.0,255,19.322033898305087,100.0,7.8125,0.0,57.0,257,1421,602,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.fredhappyface.ewesticker_20250217.apk,aperv:mop_off_llm_off,1,300,gh104_05,1,COMPLETED,COMPLETED,,358,270.0,255,20.677966101694913,100.0,7.8125,0.0,61.0,322,1728,606,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.fredhappyface.ewesticker_20250217.apk,aperv:mop_off_llm_off,2,300,gh104_05,1,COMPLETED,COMPLETED,,366,270.0,255,20.33898305084746,100.0,7.8125,0.0,60.0,353,2345,605,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.fredhappyface.ewesticker_20250217.apk,aperv:mop_off_llm_off,3,300,gh104_05,1,COMPLETED,COMPLETED,,363,270.0,255,20.33898305084746,100.0,7.8125,0.0,60.0,339,1591,605,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.fredhappyface.ewesticker_20250217.apk,aperv:mop_on_llm_off,1,300,gh104_05,1,COMPLETED,COMPLETED,,357,270.0,255,20.677966101694913,100.0,7.8125,0.0,61.0,328,1596,606,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.fredhappyface.ewesticker_20250217.apk,aperv:mop_on_llm_off,2,300,gh104_05,1,COMPLETED,COMPLETED,,362,270.0,255,20.33898305084746,100.0,7.8125,0.0,60.0,365,1524,604,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.fredhappyface.ewesticker_20250217.apk,aperv:mop_on_llm_off,3,300,gh104_05,1,COMPLETED,COMPLETED,,363,270.0,255,20.677966101694913,100.0,7.8125,0.0,61.0,335,1687,606,0,0,0,0,0,0,0,0,0,,,,64,1,0,True,ok,False
com.gasperpintar.smokingtracker_12.apk,ape,1,300,gh104_06,1,COMPLETED,COMPLETED,,361,270.0,255,58.78076062639821,100.0,60.0,0.0,1051.0,321,2099,1051,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gasperpintar.smokingtracker_12.apk,ape,2,300,gh104_06,1,COMPLETED,COMPLETED,,363,270.0,255,60.62639821029083,100.0,63.132530120481924,0.0,1084.0,331,1942,1084,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gasperpintar.smokingtracker_12.apk,ape,3,300,gh104_06,1,COMPLETED,COMPLETED,,361,270.0,255,61.96868008948546,100.0,64.33734939759036,0.0,1108.0,319,2193,1108,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gasperpintar.smokingtracker_12.apk,aperv:mop_off_llm_off,1,300,gh104_06,1,COMPLETED,COMPLETED,,363,270.0,255,62.304250559284114,100.0,65.06024096385542,0.0,1114.0,331,2077,1114,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gasperpintar.smokingtracker_12.apk,aperv:mop_off_llm_off,2,300,gh104_06,1,COMPLETED,COMPLETED,,364,270.0,255,59.56375838926174,100.0,60.48192771084337,0.0,1065.0,310,2300,1065,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gasperpintar.smokingtracker_12.apk,aperv:mop_off_llm_off,3,300,gh104_06,1,COMPLETED,COMPLETED,,370,270.0,255,59.78747203579419,100.0,60.722891566265055,0.0,1069.0,358,2243,1069,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gasperpintar.smokingtracker_12.apk,aperv:mop_on_llm_off,1,300,gh104_06,1,COMPLETED,COMPLETED,,361,270.0,255,61.297539149888145,100.0,63.85542168674698,0.0,1096.0,310,2664,1096,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gasperpintar.smokingtracker_12.apk,aperv:mop_on_llm_off,2,300,gh104_06,1,COMPLETED,COMPLETED,,364,270.0,255,60.34675615212528,100.0,61.9277108433735,0.0,1079.0,329,2363,1079,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gasperpintar.smokingtracker_12.apk,aperv:mop_on_llm_off,3,300,gh104_06,1,COMPLETED,COMPLETED,,364,270.0,255,61.017897091722595,100.0,63.614457831325296,0.0,1091.0,323,2538,1091,0,0,0,0,0,0,0,0,0,,,,415,4,1,True,ok,False
com.gaurav.avnc_51.apk,ape,1,300,gh104_07,1,COMPLETED,COMPLETED,,363,270.0,255,26.07395323545405,50.0,32.79742765273312,0.0,959.0,307,6812,3616,0,0,0,0,0,0,0,0,0,,,,622,8,5,True,ok,False
com.gaurav.avnc_51.apk,ape,2,300,gh104_07,1,COMPLETED,COMPLETED,,361,270.0,255,40.266449157150625,100.0,51.12540192926045,0.0,1481.0,248,4375,4208,0,0,0,0,0,0,0,0,0,,,,622,8,5,True,ok,False
com.gaurav.avnc_51.apk,ape,3,300,gh104_07,1,COMPLETED,COMPLETED,,362,270.0,255,36.32408917890157,83.33333333333334,41.639871382636656,0.0,1336.0,256,4208,2515,0,0,0,0,0,0,0,0,0,,,,622,8,5,True,ok,False
com.gaurav.avnc_51.apk,aperv:mop_off_llm_off,1,300,gh104_07,1,COMPLETED,COMPLETED,,366,270.0,255,35.07340946166394,83.33333333333334,44.69453376205787,0.0,1290.0,296,6007,3950,0,0,0,0,0,0,0,0,0,,,,622,8,5,True,ok,False
com.gaurav.avnc_51.apk,aperv:mop_off_llm_off,2,300,gh104_07,1,COMPLETED,COMPLETED,,364,270.0,255,33.14301250679717,83.33333333333334,40.19292604501607,0.0,1219.0,181,2610,2241,0,0,0,0,0,0,0,0,0,,,,622,8,5,True,ok,False
com.gaurav.avnc_51.apk,aperv:mop_off_llm_off,3,300,gh104_07,1,COMPLETED,COMPLETED,,367,270.0,255,36.296900489396414,83.33333333333334,43.08681672025724,0.0,1335.0,256,4492,4089,0,0,0,0,0,0,0,0,0,,,,622,8,5,True,ok,False
com.gaurav.avnc_51.apk,aperv:mop_on_llm_off,1,300,gh104_07,1,COMPLETED,COMPLETED,,364,270.0,255,35.45405111473627,100.0,41.80064308681672,0.0,1304.0,306,9309,4140,0,0,0,1,0,0,0,1,1,69,crash:java.lang.RuntimeException=1,,622,8,5,True,ok,False
com.gaurav.avnc_51.apk,aperv:mop_on_llm_off,2,300,gh104_07,1,COMPLETED,COMPLETED,,364,270.0,255,36.05220228384992,83.33333333333334,42.60450160771704,0.0,1326.0,275,9042,4149,0,0,0,2,0,0,0,2,2,91,crash:java.lang.RuntimeException=2,,622,8,5,True,ok,False
com.gaurav.avnc_51.apk,aperv:mop_on_llm_off,3,300,gh104_07,1,COMPLETED,COMPLETED,,370,270.0,255,32.680804785209354,83.33333333333334,41.31832797427653,0.0,1202.0,386,4136,2384,0,0,0,0,0,0,0,0,0,,,,622,8,5,True,ok,False
com.gelakinetic.mtgfam_99.apk,ape,1,300,gh104_00,1,COMPLETED,COMPLETED,,362,270.0,255,29.767628205128204,50.0,45.0,0.0,743.0,334,6026,3377,0,0,0,0,0,0,0,0,0,,,,60,2,1,True,ok,False
com.gelakinetic.mtgfam_99.apk,ape,2,300,gh104_00,1,COMPLETED,COMPLETED,,359,270.0,255,24.519230769230766,50.0,36.666666666666664,0.0,612.0,313,3343,2689,0,0,0,0,0,0,0,0,0,,,,60,2,1,True,ok,False
com.gelakinetic.mtgfam_99.apk,ape,3,300,gh104_00,1,COMPLETED,COMPLETED,,364,270.0,255,28.004807692307693,50.0,43.333333333333336,0.0,699.0,353,6601,3470,0,0,0,0,0,0,0,0,0,,,,60,2,1,True,ok,False
