model,strategy,prompt_id,run_number,temperature,top_p,max_tokens,top_k,parsing_success,error_occurred,timeout_occurred,actions_count,error_type,total_duration_ms,generation_latency_ms,tokens_per_second,input_tokens,output_tokens,input_output_ratio,response_length_chars,explanation_quality_score,load_duration_ms,input_tokens_duration_ms,output_tokens_duration_ms
qwen3:0.6b,standard_modular,001,10,0.7,1.0,500,40,True,False,False,1,,1962.214288,1921.490473,198.58804372492682,286,379,1.3251748251748252,1817,1.0,32.888055,13.017068,1908.473405
qwen3:0.6b,standard_modular,001,1,0.7,1.0,800,0,True,False,False,1,,2823.971131,2783.9981190000003,198.25209304755373,286,550,1.9230769230769231,2598,0.825,32.347763,9.752503,2774.245616
qwen3:0.6b,standard_modular,001,2,0.7,1.0,800,0,True,False,False,1,,2846.646349,2819.4036220000003,198.64378271303548,286,558,1.951048951048951,2671,0.825,19.830726,10.355222,2809.0484
qwen3:0.6b,standard_modular,001,3,0.7,1.0,800,0,True,False,False,1,,1544.682078,1504.841086,197.35450302906978,286,294,1.027972027972028,1420,0.825,31.907077,15.136035,1489.705051
qwen3:0.6b,standard_modular,001,4,0.7,1.0,800,0,True,False,False,1,,2983.312727,2942.344841,196.0002007520105,286,574,2.006993006993007,2826,0.825,33.002612,13.776412,2928.568429
qwen3:0.6b,standard_modular,001,5,0.7,1.0,800,0,True,False,False,1,,1684.524405,1644.253981,195.16137234516984,286,317,1.1083916083916083,1511,0.825,32.324827,19.957143,1624.296838
qwen3:0.6b,standard_modular,001,6,0.7,1.0,800,0,True,False,False,1,,4093.890758,4053.9639319999997,198.09174125153353,286,800,2.797202797202797,3865,0.825,32.262797,15.431104,4038.532828
qwen3:0.6b,standard_modular,001,7,0.7,1.0,800,0,True,False,False,1,,2827.448757,2787.614481,197.97899200568534,286,550,1.9230769230769231,2684,0.825,32.004141,9.541947,2778.072534
qwen3:0.6b,standard_modular,001,8,0.7,1.0,800,0,True,False,False,1,,2407.37747,2367.871464,199.82419789503146,286,471,1.6468531468531469,2228,0.825,32.158632,10.799573,2357.071891
qwen3:0.6b,standard_modular,001,9,0.7,1.0,800,0,True,False,False,1,,1956.15887,1917.0387839999999,201.43342910277977,286,383,1.3391608391608392,1773,0.825,31.681931,15.666198,1901.372586
qwen3:0.6b,standard_modular,001,10,0.7,1.0,800,0,True,False,False,1,,1433.490175,1393.641038,197.98497003844497,286,273,0.9545454545454546,1327,0.825,32.304057,14.748489,1378.892549
qwen3:0.6b,standard_modular,001,1,0.7,1.0,800,40,True,False,False,1,,1198.609705,1158.543391,198.63916577829823,286,227,0.7937062937062938,1059,1.0,32.505766,15.76775,1142.775641
qwen3:0.6b,standard_modular,001,2,0.7,1.0,800,40,False,False,False,0,,4115.624097,4075.626765,196.9801827508514,286,800,2.797202797202797,3940,0.0,32.421846,14.30451,4061.322255
qwen3:0.6b,standard_modular,001,3,0.7,1.0,800,40,True,False,False,1,,3859.126085,3818.190139,194.55069778953245,286,740,2.5874125874125875,3343,0.825,32.904963,14.554334,3803.635805
qwen3:0.6b,standard_modular,001,4,0.7,1.0,800,40,True,False,False,2,,2011.278026,1969.9275930000001,195.10530563069455,286,381,1.332167832167832,1773,0.825,33.198389,17.136003,1952.79159
qwen3:0.6b,standard_modular,001,5,0.7,1.0,800,40,True,False,False,1,,1649.266342,1607.549305,193.1449611959379,286,307,1.0734265734265733,1483,0.825,33.293166,18.069579,1589.479726
qwen3:0.6b,standard_modular,001,6,0.7,1.0,800,40,True,False,False,1,,1420.257131,1380.247089,199.77297930834106,286,272,0.951048951048951,1288,0.825,32.443305,18.701594,1361.545495
qwen3:0.6b,standard_modular,001,7,0.7,1.0,800,40,False,False,False,0,,4184.157612,4144.747273000001,193.86405752068913,286,800,2.797202797202797,3971,0.0,31.828854,18.14428,4126.602993
qwen3:0.6b,standard_modular,001,8,0.7,1.0,800,40,True,False,False,1,,1599.732695,1558.2111300000001,199.55119493251038,286,307,1.0734265734265733,1529,0.825,32.914628,19.758804,1538.452326
qwen3:0.6b,standard_modular,001,9,0.7,1.0,800,40,True,False,False,2,,2575.272285,2535.066318,196.52644674617224,286,495,1.7307692307692308,2324,0.825,32.390578,16.321344,2518.744974
qwen3:0.6b,standard_modular,001,10,0.7,1.0,800,40,True,False,False,1,,1690.279495,1649.634102,197.3599543815582,286,322,1.1258741258741258,1507,0.825,32.772744,18.097446,1631.536656
qwen3:0.6b,batch_action_modular,001,1,0.2,0.9,500,0,True,False,False,1,,1439.351596,1399.178537,200.19187965263228,286,277,0.9685314685314685,1366,0.825,32.306855,15.50603,1383.672507
qwen3:0.6b,batch_action_modular,001,2,0.2,0.9,500,0,True,False,False,1,,1618.152079,1576.9232690000001,193.44072360603607,286,300,1.048951048951049,1452,0.825,33.382622,26.060584,1550.862685
qwen3:0.6b,batch_action_modular,001,3,0.2,0.9,500,0,True,False,False,2,,2325.829866,2284.690971,188.9446174318011,286,428,1.4965034965034965,2095,0.825,32.960256,19.476932,2265.214039
qwen3:0.6b,batch_action_modular,001,4,0.2,0.9,500,0,True,False,False,1,,2592.417348,2566.62559,196.00924195493178,286,500,1.7482517482517483,2478,0.1,18.105658,15.725464,2550.900126
qwen3:0.6b,batch_action_modular,001,5,0.2,0.9,500,0,True,False,False,2,,1780.355333,1741.1585029999999,194.17379707282618,286,336,1.1748251748251748,1606,0.825,32.663756,10.749946,1730.408557
qwen3:0.6b,batch_action_modular,001,6,0.2,0.9,500,0,True,False,False,1,,1398.818261,1356.9018310000001,192.2952247739855,286,257,0.8986013986013986,1260,1.0,34.087457,20.415185,1336.486646
qwen3:0.6b,batch_action_modular,001,7,0.2,0.9,500,0,True,False,False,1,,1315.602327,1276.135218,202.25983171808184,286,256,0.8951048951048951,1234,1.0,33.444178,10.436548,1265.69867
qwen3:0.6b,batch_action_modular,001,8,0.2,0.9,500,0,True,False,False,1,,1654.34951,1611.6170399999999,203.0487228025707,286,324,1.132867132867133,1570,0.825,34.546057,15.940911,1595.676129
qwen3:0.6b,batch_action_modular,001,9,0.2,0.9,500,0,True,False,False,2,,2076.131078,2051.545251,200.5621865251429,286,408,1.4265734265734267,1955,0.7374999999999999,19.238182,17.26348,2034.281771
qwen3:0.6b,batch_action_modular,001,10,0.2,0.9,500,0,True,False,False,1,,1303.920161,1263.17479,201.9173905539997,286,252,0.8811188811188811,1269,0.825,32.641116,15.139644,1248.035146
qwen3:0.6b,batch_action_modular,001,1,0.2,0.9,500,40,True,False,False,1,,1609.030454,1569.582016,201.34362454418667,286,313,1.0944055944055944,1503,0.825,32.101546,15.025716,1554.5563
qwen3:0.6b,batch_action_modular,001,2,0.2,0.9,500,40,True,False,False,1,,1329.174521,1289.1161820000002,201.6231776691156,286,257,0.8986013986013986,1280,1.0,32.055778,14.46114,1274.655042
qwen3:0.6b,batch_action_modular,001,3,0.2,0.9,500,40,True,False,False,1,,1206.965422,1166.713537,201.49331209825425,286,232,0.8111888111888111,1100,0.825,32.658384,15.310557,1151.40298
qwen3:0.6b,batch_action_modular,001,4,0.2,0.9,500,40,True,False,False,1,,1332.060003,1294.4022,201.4330518162813,286,259,0.9055944055944056,1241,0.825,32.150386,8.615197,1285.787003
qwen3:0.6b,batch_action_modular,001,5,0.2,0.9,500,40,True,False,False,1,,1159.974989,1119.827045,199.96712287147983,286,221,0.7727272727272727,1082,0.825,32.655215,14.645369,1105.181676
qwen3:0.6b,batch_action_modular,001,6,0.2,0.9,500,40,True,False,False,1,,1280.823155,1239.6466050000001,201.7562472913254,286,247,0.8636363636363636,1221,1.0,33.621103,15.39703,1224.249575
qwen3:0.6b,batch_action_modular,001,7,0.2,0.9,500,40,True,False,False,1,,2128.109505,2090.214963,201.47968366716006,286,418,1.4615384615384615,2060,0.825,31.600025,15.564098,2074.650865
qwen3:0.6b,batch_action_modular,001,8,0.2,0.9,500,40,True,False,False,1,,1384.555717,1343.464961,192.49839157968918,286,255,0.8916083916083916,1307,0.825,32.951186,18.778568,1324.686393
qwen3:0.6b,batch_action_modular,001,9,0.2,0.9,500,40,True,False,False,1,,1274.06848,1233.968425,196.10491993610893,286,239,0.8356643356643356,1155,1.0,32.05651,15.233066,1218.735359
qwen3:0.6b,batch_action_modular,001,10,0.2,0.9,500,40,True,False,False,1,,1964.915716,1922.6112340000002,197.27910879733452,286,376,1.3146853146853146,1866,0.825,34.225319,16.682105,1905.929129
qwen3:0.6b,batch_action_modular,001,1,0.2,0.9,800,0,True,False,False,1,,1394.533627,1358.5577759999999,200.36116627136366,286,269,0.9405594405594405,1319,1.0,27.706596,15.982241,1342.575535
qwen3:0.6b,batch_action_modular,001,2,0.2,0.9,800,0,True,False,False,1,,2684.320298,2644.187845,196.6358896077079,286,517,1.8076923076923077,2489,0.825,32.311331,14.962829,2629.225016
qwen3:0.6b,batch_action_modular,001,3,0.2,0.9,800,0,True,False,False,1,,1292.9342,1252.862347,202.02924411451679,286,250,0.8741258741258742,1279,0.825,32.292141,15.417733,1237.444614
qwen3:0.6b,batch_action_modular,001,4,0.2,0.9,800,0,True,False,False,1,,1338.229031,1296.559637,195.12000908060423,286,250,0.8741258741258742,1242,0.825,33.408626,15.296884,1281.262753
qwen3:0.6b,batch_action_modular,001,5,0.2,0.9,800,0,True,False,False,1,,1299.491362,1257.967497,197.15798137877468,286,245,0.8566433566433567,1227,0.825,33.799149,15.309207,1242.65829
qwen3:0.6b,batch_action_modular,001,6,0.2,0.9,800,0,True,False,False,1,,1270.390982,1230.0552010000001,201.18428697124577,286,244,0.8531468531468531,1246,0.825,32.526344,17.236826,1212.818375
qwen3:0.6b,batch_action_modular,001,7,0.2,0.9,800,0,True,False,False,1,,1269.037912,1228.747798,196.51420892616474,286,239,0.8356643356643356,1153,0.825,32.687941,12.550754,1216.197044
qwen3:0.6b,batch_action_modular,001,8,0.2,0.9,800,0,True,False,False,1,,1486.924025,1446.995242,194.29748037604153,286,279,0.9755244755244755,1364,0.825,32.129656,11.052792,1435.94245
qwen3:0.6b,batch_action_modular,001,9,0.2,0.9,800,0,True,False,False,1,,1882.443287,1840.796564,200.04320034303169,286,365,1.2762237762237763,1704,0.825,33.855892,16.190682,1824.605882
qwen3:0.6b,batch_action_modular,001,10,0.2,0.9,800,0,True,False,False,1,,1263.176823,1221.877393,200.54106343534974,286,242,0.8461538461538461,1103,0.825,32.991304,15.141995,1206.735398
qwen3:0.6b,batch_action_modular,001,1,0.2,0.9,800,40,True,False,False,1,,1346.998417,1307.177474,189.71134116241376,286,245,0.8566433566433567,1222,0.825,32.214644,15.741767,1291.435707
qwen3:0.6b,batch_action_modular,001,2,0.2,0.9,800,40,True,False,False,1,,1420.092157,1379.532878,196.50345246814135,286,268,0.9370629370629371,1312,1.0,32.772997,15.689156,1363.843722
qwen3:0.6b,batch_action_modular,001,3,0.2,0.9,800,40,True,False,False,1,,1536.896906,1497.145951,196.73147222205696,286,291,1.0174825174825175,1441,0.825,31.978991,17.972351,1479.1736
qwen3:0.6b,batch_action_modular,001,4,0.2,0.9,800,40,True,False,False,1,,1269.896967,1228.971844,194.56195622483767,286,236,0.8251748251748252,1136,0.825,33.480762,15.990619,1212.981225
qwen3:0.6b,batch_action_modular,001,5,0.2,0.9,800,40,True,False,False,1,,966.275211,925.4995170000001,199.89747829473913,286,182,0.6363636363636364,843,0.825,33.238749,15.032804,910.466713
qwen3:0.6b,batch_action_modular,001,6,0.2,0.9,800,40,True,False,False,1,,1783.828669,1743.898045,199.24116846874017,286,345,1.2062937062937062,1665,0.825,32.078709,12.328196,1731.569849
qwen3:0.6b,batch_action_modular,001,7,0.2,0.9,800,40,True,False,False,1,,1453.950763,1414.331314,195.8339629264209,286,274,0.958041958041958,1354,0.825,32.128492,15.186876,1399.144438
qwen3:0.6b,batch_action_modular,001,8,0.2,0.9,800,40,True,False,False,1,,2793.376286,2753.359991,194.682394971317,286,534,1.867132867132867,2566,1.0,32.251646,10.430924,2742.929067
qwen3:0.6b,batch_action_modular,001,9,0.2,0.9,800,40,True,False,False,1,,1237.153387,1199.936462,193.59157773073798,286,230,0.8041958041958042,1128,0.825,31.964227,11.868248,1188.068214
qwen3:0.6b,batch_action_modular,001,10,0.2,0.9,800,40,True,False,False,2,,2071.187682,2031.53775,202.4394005320411,286,408,1.4265734265734267,2010,0.825,31.914579,16.119808,2015.417942
qwen3:0.6b,batch_action_modular,001,1,0.2,1.0,500,0,True,False,False,1,,2541.824396,2500.03355,200.73966665415855,286,500,1.7482517482517483,2487,0.825,33.737969,9.245315,2490.788235
qwen3:0.6b,batch_action_modular,001,2,0.2,1.0,500,0,True,False,False,1,,1694.329478,1652.902445,198.60612258872598,286,325,1.1363636363636365,1595,0.825,32.74018,16.497707,1636.404738
qwen3:0.6b,batch_action_modular,001,3,0.2,1.0,500,0,True,False,False,1,,1213.205429,1171.5690029999998,196.4348815282754,286,227,0.7937062937062938,1084,1.0,33.713508,15.969762,1155.599241
qwen3:0.6b,batch_action_modular,001,4,0.2,1.0,500,0,True,False,False,1,,1747.393869,1706.2984339999998,200.52287955674694,286,339,1.1853146853146854,1643,1.0,33.050446,15.718283,1690.580151
qwen3:0.6b,batch_action_modular,001,5,0.2,1.0,500,0,False,False,False,0,,2541.016703,2500.460815,201.68551171784574,286,500,1.7482517482517483,2493,0.0,32.877807,21.353636,2479.107179
qwen3:0.6b,batch_action_modular,001,6,0.2,1.0,500,0,True,False,False,1,,1380.097846,1340.226523,200.798433834787,286,267,0.9335664335664335,1288,1.0,32.37627,10.534877,1329.691646
qwen3:0.6b,batch_action_modular,001,7,0.2,1.0,500,0,True,False,False,1,,1375.426874,1335.470592,199.19084679069093,286,263,0.9195804195804196,1318,1.0,32.273001,15.128798,1320.341794
qwen3:0.6b,batch_action_modular,001,8,0.2,1.0,500,0,True,False,False,1,,1472.985614,1433.833744,197.44406138079208,286,280,0.9790209790209791,1322,0.825,31.491213,15.710565,1418.123179
qwen3:0.6b,batch_action_modular,001,9,0.2,1.0,500,0,True,False,False,1,,1279.09723,1239.371357,201.7603161189128,286,247,0.8636363636363636,1257,0.825,31.98915,15.146471,1224.224886
qwen3:0.6b,batch_action_modular,001,10,0.2,1.0,500,0,True,False,False,1,,1515.378262,1480.151413,201.9659084507792,286,296,1.034965034965035,1435,1.0,27.032998,14.55753,1465.593883
qwen3:0.6b,batch_action_modular,001,1,0.2,1.0,500,40,True,False,False,1,,1393.322858,1352.1782389999998,199.52091009289256,286,268,0.9370629370629371,1311,0.825,33.481518,8.960629,1343.21761
qwen3:0.6b,batch_action_modular,001,2,0.2,1.0,500,40,True,False,False,1,,1282.418963,1244.907831,200.7532861492346,286,247,0.8636363636363636,1266,0.825,29.395691,14.541919,1230.365912
qwen3:0.6b,batch_action_modular,001,3,0.2,1.0,500,40,True,False,False,1,,1229.158865,1198.74076,200.55904729659514,286,236,0.8251748251748252,1136,0.825,22.603076,22.029945,1176.710815
qwen3:0.6b,batch_action_modular,001,4,0.2,1.0,500,40,True,False,False,1,,1289.977709,1249.715565,199.29884624293797,286,246,0.8601398601398601,1212,0.825,32.520324,15.388299,1234.327266
qwen3:0.6b,batch_action_modular,001,5,0.2,1.0,500,40,True,False,False,1,,1399.194577,1366.756419,199.546464022299,286,271,0.9475524475524476,1343,1.0,27.831243,8.676729,1358.07969
qwen3:0.6b,batch_action_modular,001,6,0.2,1.0,500,40,True,False,False,1,,1897.514171,1857.7554850000001,201.3136730790894,286,371,1.2972027972027973,1829,0.825,32.377433,14.860294,1842.895191
qwen3:0.6b,batch_action_modular,001,7,0.2,1.0,500,40,True,False,False,1,,1284.142769,1243.7595700000002,202.9240651614011,286,250,0.8741258741258742,1220,0.825,32.94639,11.771635,1231.987935
qwen3:0.6b,batch_action_modular,001,8,0.2,1.0,500,40,True,False,False,1,,2104.576609,2062.277567,203.15514532701854,286,416,1.4545454545454546,1994,0.825,34.811007,14.581461,2047.696106
qwen3:0.6b,batch_action_modular,001,9,0.2,1.0,500,40,True,False,False,1,,1323.040056,1283.0493060000001,199.8654597002437,286,254,0.8881118881118881,1235,1.0,32.296783,12.1944,1270.854906
qwen3:0.6b,batch_action_modular,001,10,0.2,1.0,500,40,True,False,False,1,,1739.156567,1713.246705,200.76202966891302,286,341,1.1923076923076923,1649,1.0,18.694315,14.71835,1698.528355
qwen3:0.6b,batch_action_modular,001,1,0.2,1.0,800,0,True,False,False,2,,1846.985468,1816.643057,201.72318964572247,286,364,1.2727272727272727,1778,0.825,22.523597,12.19013,1804.452927
qwen3:0.6b,batch_action_modular,001,2,0.2,1.0,800,0,True,False,False,1,,1534.468231,1493.12891,200.97313383838735,286,297,1.0384615384615385,1451,0.825,33.716229,15.319442,1477.809468
qwen3:0.6b,batch_action_modular,001,3,0.2,1.0,800,0,True,False,False,1,,1217.373265,1177.633869,197.02369417184457,286,229,0.8006993006993007,1114,1.0,32.232646,15.337116,1162.296753
qwen3:0.6b,batch_action_modular,001,4,0.2,1.0,800,0,True,False,False,1,,1257.252851,1216.0559640000001,203.2329991952496,286,245,0.8566433566433567,1254,0.825,32.891057,10.543075,1205.512889
qwen3:0.6b,batch_action_modular,001,5,0.2,1.0,800,0,False,False,False,0,,4083.63896,4043.957199,198.40574274629105,286,800,2.797202797202797,4000,0.0,32.029556,11.815846,4032.141353
qwen3:0.6b,batch_action_modular,001,6,0.2,1.0,800,0,True,False,False,1,,1263.031801,1221.692018,200.0160039251537,286,242,0.8461538461538461,1233,0.825,33.584582,11.788834,1209.903184
qwen3:0.6b,batch_action_modular,001,7,0.2,1.0,800,0,True,False,False,1,,1189.98248,1148.259238,191.86436337512558,286,217,0.7587412587412588,1033,0.825,32.584699,17.251915,1131.007323
qwen3:0.6b,batch_action_modular,001,8,0.2,1.0,800,0,True,False,False,1,,1141.560154,1102.0035659999999,200.6472061622814,286,219,0.7657342657342657,1055,0.825,31.972173,10.53559,1091.467976
qwen3:0.6b,batch_action_modular,001,9,0.2,1.0,800,0,True,False,False,1,,1235.027697,1195.351792,202.45866221178875,286,240,0.8391608391608392,1148,0.825,32.110425,9.924617,1185.427175
qwen3:0.6b,batch_action_modular,001,10,0.2,1.0,800,0,True,False,False,1,,1318.594562,1277.0802119999998,202.0890544695122,286,255,0.8916083916083916,1236,1.0,33.992623,15.260265,1261.819947
qwen3:0.6b,batch_action_modular,001,1,0.2,1.0,800,40,True,False,False,1,,1540.663364,1503.443044,200.79638792464604,286,300,1.048951048951049,1409,1.0,28.994936,9.392264,1494.05078
qwen3:0.6b,batch_action_modular,001,2,0.2,1.0,800,40,True,False,False,1,,1540.446655,1500.2352360000002,200.36147044228053,286,297,1.0384615384615385,1445,0.825,32.343395,17.914312,1482.320924
qwen3:0.6b,batch_action_modular,001,3,0.2,1.0,800,40,True,False,False,2,,2364.091125,2323.399082,201.60022402373033,286,464,1.6223776223776223,2253,0.825,33.031463,21.814338,2301.584744
qwen3:0.6b,batch_action_modular,001,4,0.2,1.0,800,40,False,False,False,0,,4107.822368,4066.837391,197.4410229744783,286,800,2.797202797202797,3935,0.0,32.801383,14.994527,4051.842864
qwen3:0.6b,batch_action_modular,001,5,0.2,1.0,800,40,True,False,False,1,,1875.902719,1835.734078,200.20363572939922,286,365,1.2762237762237763,1762,1.0,32.452006,12.590364,1823.143714
qwen3:0.6b,batch_action_modular,001,6,0.2,1.0,800,40,True,False,False,1,,1202.330818,1160.987345,200.68794536287092,286,230,0.8041958041958042,1130,0.825,33.025685,14.929471,1146.057874
qwen3:0.6b,batch_action_modular,001,7,0.2,1.0,800,40,True,False,False,1,,1294.042908,1255.604911,195.7213975141823,286,243,0.8496503496503497,1149,0.825,32.025462,14.044187,1241.560724
qwen3:0.6b,batch_action_modular,001,8,0.2,1.0,800,40,True,False,False,1,,1332.024251,1291.916551,199.3674829559993,286,254,0.8881118881118881,1302,0.825,32.534508,17.887325,1274.029226
qwen3:0.6b,batch_action_modular,001,9,0.2,1.0,800,40,True,False,False,1,,1575.578608,1535.52332,200.60180950632625,286,305,1.0664335664335665,1468,0.825,32.422233,15.098351,1520.424969
qwen3:0.6b,batch_action_modular,001,10,0.2,1.0,800,40,True,False,False,1,,1300.487554,1257.996855,197.8634570391297,286,246,0.8601398601398601,1244,0.825,34.787631,14.715232,1243.281623
qwen3:0.6b,batch_action_modular,001,1,0.7,0.9,500,0,True,False,False,1,,1524.68592,1484.289544,201.99025663259306,286,298,1.0419580419580419,1451,0.825,32.417113,8.970858,1475.318686
qwen3:0.6b,batch_action_modular,001,2,0.7,0.9,500,0,False,False,False,0,,2573.277784,2532.448547,198.75129079622062,286,500,1.7482517482517483,2456,0.0,33.766146,16.741615,2515.706932
qwen3:0.6b,batch_action_modular,001,3,0.7,0.9,500,0,True,False,False,1,,2070.243033,2030.008549,201.93513106402958,286,407,1.4230769230769231,1955,0.825,32.228992,14.50982,2015.498729
qwen3:0.6b,batch_action_modular,001,4,0.7,0.9,500,0,True,False,False,1,,1113.082063,1071.46857,198.8631103933074,286,210,0.7342657342657343,874,1.0,33.664589,15.465777,1056.002793
qwen3:0.6b,batch_action_modular,001,5,0.7,0.9,500,0,True,False,False,1,,1678.898939,1638.284127,200.1973324778505,286,325,1.1363636363636365,1537,0.825,32.779154,14.885873,1623.398254
qwen3:0.6b,batch_action_modular,001,6,0.7,0.9,500,0,True,False,False,1,,2067.550246,2027.633661,199.91512119863899,286,403,1.4090909090909092,1946,0.825,32.181879,11.778144,2015.855517
qwen3:0.6b,batch_action_modular,001,7,0.7,0.9,500,0,True,False,False,1,,1575.563101,1535.76822,197.19538391951548,286,300,1.048951048951049,1439,0.825,32.319919,14.434434,1521.333786
qwen3:0.6b,batch_action_modular,001,8,0.7,0.9,500,0,False,False,False,0,,2557.877079,2516.663974,199.61801679191308,286,500,1.7482517482517483,2424,0.0,33.679422,11.880047,2504.783927
qwen3:0.6b,batch_action_modular,001,9,0.7,0.9,500,0,True,False,False,2,,1805.705166,1765.455062,200.45833719408384,286,351,1.2272727272727273,1690,0.825,32.514356,14.467775,1750.987287
qwen3:0.6b,batch_action_modular,001,10,0.7,0.9,500,0,True,False,False,1,,1635.518895,1595.2135170000001,199.94320246349665,286,316,1.1048951048951048,1520,1.0,32.907473,14.764689,1580.448828
qwen3:0.6b,batch_action_modular,001,1,0.7,0.9,500,40,True,False,False,1,,1268.873228,1228.282531,201.34456437258112,286,245,0.8566433566433567,1198,0.825,32.211196,11.462992,1216.819539
qwen3:0.6b,batch_action_modular,001,2,0.7,0.9,500,40,True,False,False,1,,1542.642166,1502.5318940000002,203.06175997221962,286,302,1.055944055944056,1452,0.825,32.100104,15.299635,1487.232259
qwen3:0.6b,batch_action_modular,001,3,0.7,0.9,500,40,True,False,False,2,,1810.238846,1770.853992,200.49327303005268,286,352,1.2307692307692308,1679,0.825,31.853966,15.184115,1755.669877
qwen3:0.6b,batch_action_modular,001,4,0.7,0.9,500,40,True,False,False,2,,2527.58529,2487.4116089999998,202.1835537513231,286,500,1.7482517482517483,2388,0.1,32.59863,14.411255,2473.000354
qwen3:0.6b,batch_action_modular,001,5,0.7,0.9,500,40,True,False,False,1,,1220.126598,1179.8272510000002,201.70927270350177,286,235,0.8216783216783217,1123,0.825,32.607294,14.784133,1165.043118
qwen3:0.6b,batch_action_modular,001,6,0.7,0.9,500,40,True,False,False,1,,2555.451998,2515.9213640000003,199.49590202440567,286,500,1.7482517482517483,2427,0.1,32.190151,9.604217,2506.317147
qwen3:0.6b,batch_action_modular,001,7,0.7,0.9,500,40,True,False,False,2,,1596.201131,1556.1081,199.11808478923462,286,306,1.06993006993007,1326,0.825,32.25374,19.331567,1536.776533
qwen3:0.6b,batch_action_modular,001,8,0.7,0.9,500,40,True,False,False,1,,1696.339175,1673.683209,200.59317431600118,286,334,1.167832167832168,1631,0.825,18.273255,8.621568,1665.061641
qwen3:0.6b,batch_action_modular,001,9,0.7,0.9,500,40,True,False,False,1,,1279.184796,1238.874295,201.49974705433684,286,246,0.8601398601398601,1178,1.0,32.893573,18.02909,1220.845205
qwen3:0.6b,batch_action_modular,001,10,0.7,0.9,500,40,True,False,False,1,,1748.757699,1708.817442,202.49820207056,286,344,1.2027972027972027,1597,0.825,32.162422,10.036927,1698.780515
qwen3:0.6b,batch_action_modular,001,1,0.7,0.9,800,0,True,False,False,1,,2274.791998,2235.289236,199.53767732739408,286,443,1.548951048951049,2077,0.825,31.884442,15.157149,2220.132087
qwen3:0.6b,batch_action_modular,001,2,0.7,0.9,800,0,True,False,False,2,,2156.808339,2118.2219999999998,201.45339969671232,286,423,1.479020979020979,2053,0.6499999999999999,32.829628,18.480816,2099.741184
qwen3:0.6b,batch_action_modular,001,3,0.7,0.9,800,0,True,False,False,2,,2177.93694,2138.1565720000003,201.59318225272045,286,428,1.4965034965034965,1965,0.825,31.993418,15.0689,2123.087672
qwen3:0.6b,batch_action_modular,001,4,0.7,0.9,800,0,True,False,False,1,,1087.961113,1048.327045,199.88860275763497,286,207,0.7237762237762237,996,0.825,32.282155,12.750243,1035.576802
qwen3:0.6b,batch_action_modular,001,5,0.7,0.9,800,0,True,False,False,1,,1383.563445,1345.042504,202.60742595221797,286,270,0.9440559440559441,1307,0.825,32.852127,12.416127,1332.626377
qwen3:0.6b,batch_action_modular,001,6,0.7,0.9,800,0,True,False,False,1,,2772.989886,2732.5756380000003,197.51203617252233,286,536,1.8741258741258742,2575,0.825,32.432137,18.816971,2713.758667
qwen3:0.6b,batch_action_modular,001,7,0.7,0.9,800,0,True,False,False,1,,4084.920406,4044.1059990000003,198.64097413716465,286,800,2.797202797202797,3831,0.1,32.455351,16.739523,4027.366476
qwen3:0.6b,batch_action_modular,001,8,0.7,0.9,800,0,True,False,False,1,,1242.682992,1201.811932,200.63226171927562,286,238,0.8321678321678322,1121,0.825,32.976467,15.562034,1186.249898
qwen3:0.6b,batch_action_modular,001,9,0.7,0.9,800,0,True,False,False,2,,1709.950282,1669.755598,201.22692248376615,286,333,1.1643356643356644,1621,0.825,32.528867,14.90745,1654.848148
qwen3:0.6b,batch_action_modular,001,10,0.7,0.9,800,0,True,False,False,1,,1380.480636,1339.626819,199.85671721394237,286,265,0.9265734265734266,1274,1.0,32.680013,13.67689,1325.949929
qwen3:0.6b,batch_action_modular,001,1,0.7,0.9,800,40,True,False,False,1,,1691.259716,1651.632041,201.690260583835,286,330,1.1538461538461537,1604,0.825,32.084711,15.459828,1636.172213
qwen3:0.6b,batch_action_modular,001,2,0.7,0.9,800,40,True,False,False,1,,1183.247616,1142.671801,198.64005537751314,286,224,0.7832167832167832,1091,0.825,32.750825,15.003972,1127.667829
qwen3:0.6b,batch_action_modular,001,3,0.7,0.9,800,40,True,False,False,1,,1381.073798,1341.488317,201.31837522725365,286,267,0.9335664335664335,1281,1.0,31.978206,15.230842,1326.257475
qwen3:0.6b,batch_action_modular,001,4,0.7,0.9,800,40,True,False,False,1,,1685.399404,1645.555953,200.40887467491387,286,328,1.1468531468531469,1587,0.825,32.158908,8.901885,1636.654068
qwen3:0.6b,batch_action_modular,001,5,0.7,0.9,800,40,True,False,False,1,,3126.513881,3099.473029,197.86062415180595,286,610,2.132867132867133,2895,0.825,18.620662,16.494783,3082.978246
qwen3:0.6b,batch_action_modular,001,6,0.7,0.9,800,40,True,False,False,1,,1655.627879,1615.3230560000002,201.8866116346473,286,323,1.1293706293706294,1589,0.825,32.876409,15.415081,1599.907975
qwen3:0.6b,batch_action_modular,001,7,0.7,0.9,800,40,True,False,False,1,,2654.572148,2613.975962,198.51997105888145,286,516,1.8041958041958042,2513,0.825,33.195674,14.741249,2599.234713
qwen3:0.6b,batch_action_modular,001,8,0.7,0.9,800,40,True,False,False,1,,1813.034913,1772.9234900000001,199.80569599925047,286,352,1.2307692307692308,1758,1.0,32.342852,11.211952,1761.711538
