Project,ErrorType,Class,Method,ViolatedRule,Object1, Object2,Statement
com.btcontract.wallet_86.apk,RequiredPredicateError,io.netty.handler.ssl.ReferenceCountedOpenSslClientContext,"io.netty.handler.ssl.OpenSslSessionContext newSessionContext(io.netty.handler.ssl.ReferenceCountedOpenSslContext,long,io.netty.handler.ssl.OpenSslEngineMap,java.security.cert.X509Certificate[],javax.net.ssl.TrustManagerFactory,java.security.cert.X509Certificate[],java.security.PrivateKey,java.lang.String,javax.net.ssl.KeyManagerFactory,java.lang.String)",javax.net.ssl.TrustManagerFactory ,First parameter was not properly generated as generated Key Store,virtualinvoke $r22.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer84566)
com.btcontract.wallet_86.apk,IncompleteOperationError,io.netty.handler.ssl.JdkSslEngine,void setEnabledCipherSuites(java.lang.String[]),javax.net.ssl.SSLEngine, (on Object #b257e9833cfed48894dcc7e4196e496d46be6bf84436c83e890144d4cf7619d9),Operation on object of type javax.net.ssl.SSLEngine object not completed. Expected call to setEnabledProtocols,virtualinvoke $r2.<javax.net.ssl.SSLEngine: void setEnabledCipherSuites(java.lang.String[])>($r1)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #9bdbc70b91d84215e77e2ee317e4a584498eaf7fe8252c2f59e6b037d2be2ede),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #e6c86e62f2a45fdca03169241f9cc04a210ef3982aa5c101b35f406ee1a95576),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #699705b7782404721061643f7b5ab151bbfbf05df467e4b36c8c100dfb31d1aa),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #14ead5b41e52dcc0971ab3bbf6947b9738bc0cfa14d4e782ddd7a129f6301c26),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #79c336de81c921f1ea057560928e61c40104b4c1212f5587a8a0631ff36224ca),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #bb3e4b3d0e509f0c0a3496d9de661c169fc3a1f90b1ad1ea71cf860bf05d0744),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #66f26381b2b186fbed59de5f1091ee81e1ff14794fdb45154aac9feab8965356),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #320a8e49b02c7b5ef28d8e1d6e1aef5eaf411acb11bb48484f97b1df889bd738),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #97be8dab0496858e66e093fcd45a46436fbb0aea4da2b5c43d783b70ed2fc426),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #d16ebf62a60d8aa8f6194474fc6146539ac5c18bef47975ccaff739c39080269),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #3d7e5a90b7faeaf46d7a1c79a9933f96b4f03e47a1f3f9eb05e4fc884d6a5f72),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #e9e8cb8ac81d36b794392d6ba6f9b8fc3971cab30eab75fc8d3ba1c7a3fee18c),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,IncompleteOperationError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void doVerify(java.security.PublicKey,org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator)",java.security.Signature, (on Object #cb6dbedb66709ff933343a7a19443259032632b9744c262530a2bb4dc73beae9),"Operation on object of type java.security.Signature object not completed. Expected call to initSign, initVerify",$r17 = interfaceinvoke $r5.<org.bouncycastle.jcajce.provider.asymmetric.x509.SignatureCreator: java.security.Signature createSignature(java.lang.String)>($r16)
com.btcontract.wallet_86.apk,RequiredPredicateError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CertificateImpl,"void checkSignature(java.security.PublicKey,java.security.Signature,org.bouncycastle.asn1.ASN1Encodable,byte[])",java.security.Signature ,First parameter was not properly generated as generated Pubkey,virtualinvoke $r3.<java.security.Signature: void initVerify(java.security.PublicKey)>($r2)
com.btcontract.wallet_86.apk,RequiredPredicateError,org.bouncycastle.jce.provider.X509CertificateObject,"void checkSignature(java.security.PublicKey,java.security.Signature)",java.security.Signature ,First parameter was not properly generated as generated Pubkey,virtualinvoke $r2.<java.security.Signature: void initVerify(java.security.PublicKey)>($r1)
com.btcontract.wallet_86.apk,RequiredPredicateError,com.google.common.hash.MacHashFunction,"javax.crypto.Mac getMac(java.lang.String,java.security.Key)",javax.crypto.Mac ,First parameter was not properly generated as generated Key,virtualinvoke $r0.<javax.crypto.Mac: void init(java.security.Key)>($r2)
com.btcontract.wallet_86.apk,RequiredPredicateError,org.bouncycastle.jcajce.provider.asymmetric.x509.X509SignatureUtil,"void setSignatureParameters(java.security.Signature,org.bouncycastle.asn1.ASN1Encodable)",java.security.AlgorithmParameters ,First parameter was not properly generated as prepared Alg,virtualinvoke $r5.<java.security.AlgorithmParameters: void init(byte[])>($r7)
com.btcontract.wallet_86.apk,RequiredPredicateError,org.bouncycastle.jce.provider.X509SignatureUtil,"void setSignatureParameters(java.security.Signature,org.bouncycastle.asn1.ASN1Encodable)",java.security.AlgorithmParameters ,First parameter was not properly generated as prepared Alg,virtualinvoke $r5.<java.security.AlgorithmParameters: void init(byte[])>($r7)
com.btcontract.wallet_86.apk,RequiredPredicateError,io.netty.handler.ssl.OpenSslX509TrustManagerWrapper$UnsafeTrustManagerWrapper,javax.net.ssl.X509TrustManager wrapIfNeeded(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,Third parameter was not properly generated as randomized,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer87258, $r8, varReplacer87258)"
com.btcontract.wallet_86.apk,RequiredPredicateError,io.netty.handler.ssl.OpenSslX509TrustManagerWrapper$UnsafeTrustManagerWrapper,javax.net.ssl.X509TrustManager wrapIfNeeded(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,Second parameter was not properly generated as generated Trust Managers,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer87258, $r8, varReplacer87258)"
org.encointer.wallet_810.apk,ConstraintError,h.f,h.f b(java.lang.String),java.security.MessageDigest, (on Object #6bb0a2206e44b4e0c6fed31d11e10376126c188eb98912c92549adf21e8e77a5),"First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
net.eneiluj.moneybuster_35.apk,ForbiddenMethodError,at.bitfire.cert4android.CustomCertService,void <clinit>(),javax.net.ssl.SSLContext ,"Detected call to forbidden method javax.net.ssl.SSLContext getDefault() of class javax.net.ssl.SSLContext. Instead, call method <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.lang.String)>, <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>, <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>.",$r5 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getDefault()>()
net.eneiluj.moneybuster_35.apk,IncompleteOperationError,dummyMainClass,at.bitfire.cert4android.CustomCertService dummyMainMethod_at_bitfire_cert4android_CustomCertService(android.content.Intent),java.security.KeyStore, (on Object #199aaf1f6c3deb5a70c14b280afa3193f856ad663d9d5628721caa275a871152),Operation on object of type java.security.KeyStore object not completed. Expected call to load,return $r0
net.eneiluj.moneybuster_35.apk,ConstraintError,at.bitfire.cert4android.CertUtils,javax.net.ssl.X509TrustManager getTrustManager(java.security.KeyStore),javax.net.ssl.TrustManagerFactory, (on Object #1c213b162635f1c86fd85eca99721c507b67bc43a5cf4c3a7b48a7eb15209706),"First parameter (with value ""X509"") should be any of {PKIX, SunX509}",$r3 = staticinvoke <javax.net.ssl.TrustManagerFactory: javax.net.ssl.TrustManagerFactory getInstance(java.lang.String)>(varReplacer1740)
net.eneiluj.moneybuster_35.apk,ConstraintError,at.bitfire.cert4android.CertUtils,"java.lang.String fingerprint(java.security.cert.X509Certificate,java.lang.String)",java.security.MessageDigest, (on Object #f2075c2d3827f175e47b784cb8fa234ddc69c25cfe844490f71967b720ccca27),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r2)
net.eneiluj.moneybuster_35.apk,ConstraintError,net.eneiluj.moneybuster.android.ui.TextDrawable,java.lang.String md5(java.lang.String),java.security.MessageDigest, (on Object #ff94540ab7e65eeebcdadefc77e39d578072f52657a066c213422fb953d69f68),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer29426)
net.eneiluj.moneybuster_35.apk,ConstraintError,okio.ByteString,okio.ByteString digest(java.lang.String),java.security.MessageDigest, (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e),"First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
net.eneiluj.moneybuster_35.apk,ConstraintError,okio.ByteString,okio.ByteString digest(java.lang.String),java.security.MessageDigest, (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
net.eneiluj.moneybuster_35.apk,RequiredPredicateError,net.eneiluj.moneybuster.util.SupportUtil,"java.net.HttpURLConnection getHttpURLConnection(at.bitfire.cert4android.CustomCertManager,java.lang.String)",javax.net.ssl.SSLContext ,First parameter was not properly generated as generated Key Managers,"virtualinvoke $r8.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer34244, $r14, varReplacer34244)"
net.eneiluj.moneybuster_35.apk,RequiredPredicateError,net.eneiluj.moneybuster.util.SupportUtil,"java.net.HttpURLConnection getHttpURLConnection(at.bitfire.cert4android.CustomCertManager,java.lang.String)",javax.net.ssl.SSLContext ,Second parameter was not properly generated as generated Trust Managers,"virtualinvoke $r8.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer34244, $r14, varReplacer34244)"
net.eneiluj.moneybuster_35.apk,ConstraintError,net.eneiluj.moneybuster.util.SupportUtil,"java.net.HttpURLConnection getHttpURLConnection(at.bitfire.cert4android.CustomCertManager,java.lang.String)",javax.net.ssl.SSLContext, (on Object #8c34cef3f4fe94499eef028650a138d089f2c059b0a6decc956d664f80af365a),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r8 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer34238)
net.eneiluj.moneybuster_35.apk,RequiredPredicateError,net.eneiluj.moneybuster.util.SupportUtil,"java.net.HttpURLConnection getHttpURLConnection(at.bitfire.cert4android.CustomCertManager,java.lang.String)",javax.net.ssl.SSLContext ,Third parameter was not properly generated as randomized,"virtualinvoke $r8.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer34244, $r14, varReplacer34244)"
net.eneiluj.moneybuster_35.apk,RequiredPredicateError,org.conscrypt.OpenSSLX509Certificate,"void verifyInternal(java.security.PublicKey,java.lang.String)",java.security.Signature ,First parameter was not properly generated as generated Pubkey,virtualinvoke $r3.<java.security.Signature: void initVerify(java.security.PublicKey)>($r1)
net.eneiluj.moneybuster_35.apk,RequiredPredicateError,org.conscrypt.OpenSSLX509Certificate,java.security.PublicKey getPublicKey(),java.security.KeyFactory ,First parameter was not properly generated as specced Key,$r7 = virtualinvoke $r10.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>($r1)
net.eneiluj.moneybuster_35.apk,RequiredPredicateError,org.conscrypt.OpenSSLX509Certificate,java.security.PublicKey getPublicKey(),java.security.spec.X509EncodedKeySpec ,First parameter was not properly generated as prepared Key Material,specialinvoke $r1.<java.security.spec.X509EncodedKeySpec: void <init>(byte[])>($r9)
org.tryton.client_6.apk,RequiredPredicateError,org.alexd.jsonrpc.JSONRPCHttpClient$AllowAllSSLSocketFactory,"void <init>(org.alexd.jsonrpc.JSONRPCHttpClient,java.security.KeyStore)",javax.net.ssl.SSLContext ,First parameter was not properly generated as generated Key Managers,"virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer863, $r6, varReplacer863)"
org.tryton.client_6.apk,RequiredPredicateError,org.alexd.jsonrpc.JSONRPCHttpClient$AllowAllSSLSocketFactory,"void <init>(org.alexd.jsonrpc.JSONRPCHttpClient,java.security.KeyStore)",javax.net.ssl.SSLContext ,Third parameter was not properly generated as randomized,"virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer863, $r6, varReplacer863)"
org.tryton.client_6.apk,RequiredPredicateError,org.alexd.jsonrpc.JSONRPCHttpClient$AllowAllSSLSocketFactory,"void <init>(org.alexd.jsonrpc.JSONRPCHttpClient,java.security.KeyStore)",javax.net.ssl.SSLContext ,Second parameter was not properly generated as generated Trust Managers,"virtualinvoke $r3.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer863, $r6, varReplacer863)"
org.tryton.client_6.apk,ConstraintError,org.alexd.jsonrpc.JSONRPCHttpClient$AllowAllSSLSocketFactory,"void <init>(org.alexd.jsonrpc.JSONRPCHttpClient,java.security.KeyStore)",javax.net.ssl.SSLContext, (on Object #de1e874255f0efab5126a862ecf2dc0c553a0559fe891b00e132b5864b2c99c2),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer862)
com.vgorcum.minedmonero_2.apk,ConstraintError,com.android.volley.InternalUtils,java.lang.String sha1Hash(java.lang.String),java.security.MessageDigest, (on Object #8bd8daa1fa54ad0661d28e7167862bbc713312dfb7fbb44c787adcb753f0e76e),"First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}",$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer1068)
de.salomax.currencies_11000.apk,RequiredPredicateError,a1.m$i,javax.net.ssl.SSLSocketFactory a(),javax.net.ssl.TrustManagerFactory ,First parameter was not properly generated as generated Key Store,virtualinvoke $r4.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>($r2)
de.salomax.currencies_11000.apk,RequiredPredicateError,a1.m$i,javax.net.ssl.SSLSocketFactory a(),javax.net.ssl.SSLContext ,Third parameter was not properly generated as randomized,"virtualinvoke $r5.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer5496, $r6, varReplacer5496)"
de.salomax.currencies_11000.apk,RequiredPredicateError,a1.m$i,javax.net.ssl.SSLSocketFactory a(),javax.net.ssl.SSLContext ,First parameter was not properly generated as generated Key Managers,"virtualinvoke $r5.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer5496, $r6, varReplacer5496)"
de.salomax.currencies_11000.apk,ConstraintError,a1.m$i,javax.net.ssl.SSLSocketFactory a(),javax.net.ssl.SSLContext, (on Object #da3c8d80464ded5fe65a6869d57c577bce68fd6d5751981268713e288d833b22),"First parameter (with value ""SSL"") should be any of {TLSv1.2, TLSv1.3}",$r5 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer5501)
de.salomax.currencies_11000.apk,RequiredPredicateError,a1.m$i,javax.net.ssl.SSLSocketFactory a(),javax.net.ssl.SSLContext ,Second parameter was not properly generated as generated Trust Managers,"virtualinvoke $r5.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer5496, $r6, varReplacer5496)"
com.minimalisticapps.priceconverter_6.apk,ConstraintError,okhttp3.internal.platform.AndroidPlatform,javax.net.ssl.SSLContext getSSLContext(),javax.net.ssl.SSLContext, (on Object #ad3a130d7648d0c818b9ddbd1681aec5be0c106d13e650d5e96bea8d29b96535),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer13621)
com.minimalisticapps.priceconverter_6.apk,ConstraintError,okhttp3.internal.platform.Platform,javax.net.ssl.SSLContext getSSLContext(),javax.net.ssl.SSLContext, (on Object #3abf708404cf6ebb68bad5a1a1d18f8993f3419fec205947b188c82c6973000f),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r2 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer13623)
com.minimalisticapps.priceconverter_6.apk,ConstraintError,okhttp3.internal.platform.ConscryptPlatform,javax.net.ssl.SSLContext getSSLContext(),javax.net.ssl.SSLContext, (on Object #fb294872fe33cefc2da867082bc63ee6aed4904be53c0e9c67df80633d719558),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer13626, $r2)"
com.minimalisticapps.priceconverter_6.apk,ConstraintError,okio.ByteString,okio.ByteString digest(java.lang.String),java.security.MessageDigest, (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e),"First parameter (with value ""SHA-1"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
com.minimalisticapps.priceconverter_6.apk,ConstraintError,okio.ByteString,okio.ByteString digest(java.lang.String),java.security.MessageDigest, (on Object #b336d574501b28a5bd90db22472c23a68acb0c1b99c4f14746fdc2a23c69a24e),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
com.minimalisticapps.priceconverter_6.apk,RequiredPredicateError,okhttp3.internal.Util,javax.net.ssl.X509TrustManager platformTrustManager(),javax.net.ssl.TrustManagerFactory ,First parameter was not properly generated as generated Key Store,virtualinvoke $r1.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer10715)
com.minimalisticapps.priceconverter_6.apk,RequiredPredicateError,okhttp3.OkHttpClient,javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,Second parameter was not properly generated as generated Trust Managers,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer10712, $r7, varReplacer10712)"
com.minimalisticapps.priceconverter_6.apk,RequiredPredicateError,okhttp3.OkHttpClient,javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,Third parameter was not properly generated as randomized,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer10712, $r7, varReplacer10712)"
com.minimalisticapps.priceconverter_6.apk,RequiredPredicateError,okhttp3.OkHttpClient,javax.net.ssl.SSLSocketFactory newSslSocketFactory(javax.net.ssl.X509TrustManager),javax.net.ssl.SSLContext ,First parameter was not properly generated as generated Key Managers,"virtualinvoke $r2.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer10712, $r7, varReplacer10712)"
com.cosmos.candle_6.apk,ConstraintError,t6.b,javax.net.ssl.SSLContext i(),javax.net.ssl.SSLContext, (on Object #f0bc1ee17696958a43908d73207f28b292b395ef762d2e662078dde3075aeaaf),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r2 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer11705)
com.cosmos.candle_6.apk,ConstraintError,t6.c,javax.net.ssl.SSLContext i(),javax.net.ssl.SSLContext, (on Object #2b5482a2fe3e4f846eff66b7385c60f8a3288e72177ae9852d2ba0fddea8b853),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}","$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer11709, $r2)"
com.cosmos.candle_6.apk,ConstraintError,t6.f,javax.net.ssl.SSLContext i(),javax.net.ssl.SSLContext, (on Object #986216f4bbb3d3d0b32c52122c3d0eb85af3d70f60ea0e11365d144bfc5ba21a),"First parameter (with value ""TLS"") should be any of {TLSv1.2, TLSv1.3}",$r2 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer11710)
com.cosmos.candle_6.apk,ConstraintError,w6.j,w6.j g(java.lang.String),java.security.MessageDigest, (on Object #40b3ba8785a10512491ca99036fb4a51764fd78a21d0164a793ef208579181d0),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
com.cosmos.candle_6.apk,ConstraintError,w6.z,w6.j g(java.lang.String),java.security.MessageDigest, (on Object #fadaa9ecde24e94639a6cf48ff604556166f581899fbf591e49adbc0dea3580c),"First parameter (with value ""MD5"") should be any of {SHA-256, SHA-384, SHA-512}",$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1)
