kid,nobs,art,other,r,tool,timeout,apk,status,sustained
4736,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4737,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4738,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4739,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4740,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4741,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4742,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4743,True,False,True,1.0,ares,60,com.afkanerd.deku_83.apk,sustained_other,True
4744,True,False,True,1.0,ares,60,com.afkanerd.deku_83.apk,sustained_other,True
4745,True,False,False,2.0,ares,180,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4746,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4747,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4748,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4749,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4750,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4751,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4752,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4753,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4754,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4755,True,False,True,1.0,ares,180,com.afkanerd.deku_83.apk,sustained_other,True
4756,True,False,True,1.0,ares,180,com.afkanerd.deku_83.apk,sustained_other,True
4757,True,False,False,2.0,ares,300,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4758,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4759,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4760,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4761,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4762,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4763,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4764,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4765,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4766,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4767,True,False,True,1.0,ares,300,com.afkanerd.deku_83.apk,sustained_other,True
4768,True,False,True,1.0,ares,300,com.afkanerd.deku_83.apk,sustained_other,True
4769,True,False,False,2.0,ares,60,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4770,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4771,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4772,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4773,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4774,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4775,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4776,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4777,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4778,True,False,False,1.0,ares,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4779,True,False,True,1.0,ares,60,com.afkanerd.deku_83.apk,sustained_other,True
4780,True,False,True,1.0,ares,60,com.afkanerd.deku_83.apk,sustained_other,True
4781,True,False,False,2.0,ares,180,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4782,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4783,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4784,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4785,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4786,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4787,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4788,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4789,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4790,True,False,False,1.0,ares,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4791,True,False,True,1.0,ares,180,com.afkanerd.deku_83.apk,sustained_other,True
4792,True,False,True,1.0,ares,180,com.afkanerd.deku_83.apk,sustained_other,True
4793,True,False,False,2.0,ares,300,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4794,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4795,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4796,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4797,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4798,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4799,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4800,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4801,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4802,True,False,False,1.0,ares,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4803,True,False,True,1.0,ares,300,com.afkanerd.deku_83.apk,sustained_other,True
4804,True,False,True,1.0,ares,300,com.afkanerd.deku_83.apk,sustained_other,True
4805,True,False,False,2.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4806,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4807,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4808,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4809,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4810,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4811,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4812,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4813,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4814,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4815,True,False,True,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,sustained_other,True
4816,True,False,True,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,sustained_other,True
4817,True,False,False,2.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4818,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4819,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4820,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4821,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4822,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4823,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4824,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4825,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4826,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4827,True,False,True,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,sustained_other,True
4828,True,False,True,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,sustained_other,True
4829,True,False,False,2.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4830,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4831,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4832,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4833,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4834,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4835,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4836,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4837,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4838,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4839,True,False,True,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,sustained_other,True
4840,True,False,True,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,sustained_other,True
4841,True,False,False,2.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4842,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4843,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4844,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4845,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4846,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4847,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4848,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4849,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4850,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4851,True,False,True,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,sustained_other,True
4852,True,False,True,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,sustained_other,True
4853,True,False,False,2.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4854,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4855,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4856,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4857,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4858,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4859,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4860,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4861,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4862,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4863,True,False,True,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,sustained_other,True
4864,True,False,True,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,sustained_other,True
4865,True,False,False,2.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4866,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4867,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4868,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4869,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4870,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4871,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4872,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4873,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4874,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4875,True,False,True,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,sustained_other,True
4876,True,False,True,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,sustained_other,True
4877,True,False,False,2.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4878,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4879,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4880,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4881,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4882,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4883,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4884,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4885,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4886,True,False,False,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4887,True,False,True,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,sustained_other,True
4888,True,False,True,1.0,droidbot:bfs_greedy,60,com.afkanerd.deku_83.apk,sustained_other,True
4889,True,False,False,2.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4890,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4891,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4892,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4893,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4894,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4895,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4896,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4897,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4898,True,False,False,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4899,True,False,True,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,sustained_other,True
4900,True,False,True,1.0,droidbot:bfs_greedy,180,com.afkanerd.deku_83.apk,sustained_other,True
4901,True,False,False,2.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4902,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4903,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4904,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4905,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4906,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4907,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4908,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4909,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4910,True,False,False,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4911,True,False,True,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,sustained_other,True
4912,True,False,True,1.0,droidbot:bfs_greedy,300,com.afkanerd.deku_83.apk,sustained_other,True
4913,True,False,False,2.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4914,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4915,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4916,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4917,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4918,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4919,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4920,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4921,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4922,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4923,True,False,True,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,sustained_other,True
4924,True,False,True,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,sustained_other,True
4925,True,False,False,2.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4926,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4927,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4928,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4929,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4930,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4931,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4932,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4933,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4934,True,False,True,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,sustained_other,True
4935,True,False,True,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,sustained_other,True
4936,True,False,False,2.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4937,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4938,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4939,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4940,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4941,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4942,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4943,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4944,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4945,True,False,False,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4946,True,False,True,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,sustained_other,True
4947,True,False,True,1.0,droidbot:bfs_naive,300,com.afkanerd.deku_83.apk,sustained_other,True
4948,True,False,False,2.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4949,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4950,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4951,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4952,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4953,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4954,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4955,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4956,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4957,True,False,False,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
4958,True,False,True,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,sustained_other,True
4959,True,False,True,1.0,droidbot:bfs_naive,60,com.afkanerd.deku_83.apk,sustained_other,True
4960,True,False,False,2.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:SPEC_DEFECT,False
4961,True,False,False,1.0,droidbot:bfs_naive,180,com.afkanerd.deku_83.apk,NOBS:LEGIT_UNOBSERVABLE,False
