id,cls,method,spec,code,category,mechanism,root,provenance,evidence,version,confidence,notes,group
41,com.nononsenseapps.jsonfeed.OkHttpBuilderExtensionsKt,trustAllCerts,SSLContextSpec,SSLCONTEXT-NOBS-01,MISUSE,trust_all_manager,,"O array é arrayOf com um X509TrustManager anônimo de métodos vazios, e o builder recebe HostnameVerifier que devolve true; é o cliente HTTP padrão do app.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; com.nononsenseapps.feeder.play_4025.apk/app/src/main/java/com/nononsenseapps/jsonfeed/OkHttpBuilderExtensions.kt:14-36 ; com.nononsenseapps.feeder.play_4025.apk/app/src/main/java/com/nononsenseapps/jsonfeed/JsonFeedParser.kt:14-35 ; com.nononsenseapps.feeder.play_4025.apk/app/src/main/java/com/nononsenseapps/feeder/FeederApplication.kt:117-123",app@HEAD,alta,"Sem opt-in: cachingHttpClient tem trustAllCerts=true por padrão e o singleton OkHttpClient do app (FeederApplication.kt:117-123) o chama sem passar o parâmetro, então todo o tráfego de feeds (e o cliente de imagens derivado por newBuilder) aceita qualquer certificado e qualquer hostname em uso normal.",G2
41,com.nononsenseapps.jsonfeed.OkHttpBuilderExtensionsKt,trustAllCerts,SSLContextSpec,SSLCONTEXT-NOBS-02,LEGIT_UNOBSERVABLE,null_default_securerandom,,O SecureRandom é null (gerador padrão do provedor).,"jca_android/SSLContextSpec.mop:240-247 ; jca_android/SecureRandomSpec.mop:384 (@match1, RANDOMIZED sobre o gerador) ; com.nononsenseapps.feeder.play_4025.apk/app/src/main/java/com/nononsenseapps/jsonfeed/OkHttpBuilderExtensions.kt:32",app@HEAD,alta,"Sem opt-in: cachingHttpClient tem trustAllCerts=true por padrão e o singleton OkHttpClient do app (FeederApplication.kt:117-123) o chama sem passar o parâmetro, então todo o tráfego de feeds (e o cliente de imagens derivado por newBuilder) aceita qualquer certificado e qualquer hostname em uso normal.",G2
42,com.owncloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,O KeyManager[] é o literal null: sem certificado cliente.,"jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; com.owncloud.android_48000100.apk/owncloudComLibrary/src/main/java/com/owncloud/android/lib/common/http/HttpClient.java:81",app@HEAD,alta,,G2
42,com.owncloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-01,LEGIT_UNOBSERVABLE,custom_validating_trust_manager,,"O array é new TrustManager[]{trustManager} em volta de um AdvancedX509TrustManager, que delega ao TrustManager do sistema e só aceita exceção por certificado que o usuário salvou no known-servers store.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; com.owncloud.android_48000100.apk/owncloudComLibrary/src/main/java/com/owncloud/android/lib/common/http/HttpClient.java:77-81 ; com.owncloud.android_48000100.apk/owncloudComLibrary/src/main/java/com/owncloud/android/lib/common/network/AdvancedX509TrustManager.java:56-131 ; com.owncloud.android_48000100.apk/owncloudComLibrary/src/main/java/com/owncloud/android/lib/common/network/KnownServersHostnameVerifier.java ; com.owncloud.android_48000100.apk/owncloudComLibrary/src/main/java/com/owncloud/android/lib/common/network/NetworkUtils.java:67",app@HEAD,alta,"AdvancedX509TrustManager valida: se o certificado não está no known-servers store (aprovado explicitamente pelo usuário), exige checkValidity e o TrustManager padrão do sistema, e lança CertificateCombinedException, que a UI apresenta para decisão do usuário; o hostname passa por KnownServersHostnameVerifier (OkHostnameVerifier, ou certificado aprovado pelo usuário).",G2
42,com.owncloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-02,LEGIT_UNOBSERVABLE,null_default_securerandom,,O SecureRandom é null (gerador padrão do provedor).,"jca_android/SSLContextSpec.mop:240-247 ; jca_android/SecureRandomSpec.mop:384 (@match1, RANDOMIZED sobre o gerador) ; com.owncloud.android_48000100.apk/owncloudComLibrary/src/main/java/com/owncloud/android/lib/common/http/HttpClient.java:81",app@HEAD,alta,,G2
43,com.owncloud.android.lib.common.network.AdvancedX509TrustManager,<init>,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,LEGIT_UNOBSERVABLE,null_default_truststore,,factory.init((KeyStore) null) pede o repositório de confiança padrão do sistema.,"jca_android/TrustManagerFactorySpec.mop:147-154 ; jca_android/KeyStoreSpec.mop:96-99,194-196 (load → @match ensure GENERATED_KEY_STORE) ; com.owncloud.android_48000100.apk/owncloudComLibrary/src/main/java/com/owncloud/android/lib/common/network/AdvancedX509TrustManager.java:58-60",app@HEAD,alta,O KeyStore de servidores conhecidos (NetworkUtils.getKnownServersStore) não passa por TrustManagerFactory; é consultado diretamente em isKnownServer.,G2
52,eu.opencloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,O KeyManager[] é o literal null: sem certificado cliente.,"jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; eu.opencloud.android_9.apk/opencloudComLibrary/src/main/java/eu/opencloud/android/lib/common/http/HttpClient.java:79",app@HEAD,alta,,G2
52,eu.opencloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-01,LEGIT_UNOBSERVABLE,custom_validating_trust_manager,,"O array é new TrustManager[]{trustManager} em volta de um AdvancedX509TrustManager, que delega ao TrustManager do sistema e só aceita exceção por certificado que o usuário salvou no known-servers store.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; eu.opencloud.android_9.apk/opencloudComLibrary/src/main/java/eu/opencloud/android/lib/common/http/HttpClient.java:75-79 ; eu.opencloud.android_9.apk/opencloudComLibrary/src/main/java/eu/opencloud/android/lib/common/network/AdvancedX509TrustManager.java:54-129 ; eu.opencloud.android_9.apk/opencloudComLibrary/src/main/java/eu/opencloud/android/lib/common/network/KnownServersHostnameVerifier.java ; eu.opencloud.android_9.apk/opencloudComLibrary/src/main/java/eu/opencloud/android/lib/common/network/NetworkUtils.java:65",app@HEAD,alta,"AdvancedX509TrustManager valida: se o certificado não está no known-servers store (aprovado explicitamente pelo usuário), exige checkValidity e o TrustManager padrão do sistema, e lança CertificateCombinedException, que a UI apresenta para decisão do usuário; o hostname passa por KnownServersHostnameVerifier (OkHostnameVerifier, ou certificado aprovado pelo usuário).",G2
52,eu.opencloud.android.lib.common.http.HttpClient,getOkHttpClient,SSLContextSpec,SSLCONTEXT-NOBS-02,LEGIT_UNOBSERVABLE,null_default_securerandom,,O SecureRandom é null (gerador padrão do provedor).,"jca_android/SSLContextSpec.mop:240-247 ; jca_android/SecureRandomSpec.mop:384 (@match1, RANDOMIZED sobre o gerador) ; eu.opencloud.android_9.apk/opencloudComLibrary/src/main/java/eu/opencloud/android/lib/common/http/HttpClient.java:79",app@HEAD,alta,,G2
53,eu.opencloud.android.lib.common.network.AdvancedX509TrustManager,<init>,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,LEGIT_UNOBSERVABLE,null_default_truststore,,factory.init((KeyStore) null) pede o repositório de confiança padrão do sistema.,"jca_android/TrustManagerFactorySpec.mop:147-154 ; jca_android/KeyStoreSpec.mop:96-99,194-196 (load → @match ensure GENERATED_KEY_STORE) ; eu.opencloud.android_9.apk/opencloudComLibrary/src/main/java/eu/opencloud/android/lib/common/network/AdvancedX509TrustManager.java:56-58",app@HEAD,alta,O KeyStore de servidores conhecidos (NetworkUtils.getKnownServersStore) não passa por TrustManagerFactory; é consultado diretamente em isKnownServer.,G2
44,de.duenndns.ssl.MemorizingTrustManager,getTrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,LEGIT_UNOBSERVABLE,null_default_truststore,,"O construtor MemorizingTrustManager(Context) chama getTrustManager(null) para o TrustManager padrão do sistema; a outra chamada, com appKeyStore, recebe um KeyStore cujo getInstance(getDefaultType) e load foram observados.","jca_android/TrustManagerFactorySpec.mop:147-154 ; jca_android/KeyStoreSpec.mop:96-99,194-196 (load → @match ensure GENERATED_KEY_STORE) ; org.openhab.habdroid_589.apk/mobile/src/main/java/de/duenndns/ssl/MemorizingTrustManager.java:144-148,308-311,326-345",app@HEAD,alta,"As duas chamadas saem do mesmo local (:310), e o ErrorCollector deduplica por (local, mensagem); a chamada null garante a linha, e a de appKeyStore deve ler SATISFIED (nenhuma linha KeyStoreSpec no APK).",G2
45,de.luhmer.owncloudnewsreader.ssl.MemorizingTrustManager,getTrustManager,TrustManagerFactorySpec,TRUSTMANAGERFACTORY-NOBS-00,LEGIT_UNOBSERVABLE,null_default_truststore,,"init(Context) chama getTrustManager(null) para o TrustManager padrão do sistema; a chamada com appKeyStore recebe um KeyStore cujo load(null,null) foi observado.","jca_android/TrustManagerFactorySpec.mop:147-154 ; jca_android/KeyStoreSpec.mop:96-99,194-196 (load → @match ensure GENERATED_KEY_STORE) ; de.luhmer.owncloudnewsreader_196.apk/News-Android-App/src/main/java/de/luhmer/owncloudnewsreader/ssl/MemorizingTrustManager.java:132-134,280-283,295-310 ; de.luhmer.owncloudnewsreader_196.apk/News-Android-App/src/main/java/de/luhmer/owncloudnewsreader/di/ApiModule.java:116",app@HEAD,alta,"Mesma deduplicação por local (:282). O MTM valida primeiro pelo sistema, depois pelo appKeyStore, e por fim pergunta ao usuário (checkCertTrusted :358-389). O uso em SSLContext.init de OkHttpSSLClient.java:58 está comentado, por isso não há site SSLContext neste app.",G2
46,de.lukasneugebauer.nextcloudcookbook.core.util.OkHttpClientProvider,configureTrustAllCertificates,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,O KeyManager[] é o literal null: sem certificado cliente.,"jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; de.lukasneugebauer.nextcloudcookbook_62.apk/app/src/main/java/de/lukasneugebauer/nextcloudcookbook/core/util/OkHttpClientProvider.kt:74",app@HEAD,alta,"Opt-in do usuário: a opção ""permitir certificados autoassinados"" da tela inicial (padrão false, Constants.kt:12; StartScreenViewModel.kt:43,117-119) faz OkHttpClientProvider trocar o cliente (OkHttpClientProvider.kt:34-46). Nome enganoso: não aceita só autoassinados, aceita qualquer certificado e hostname. SSLContext.getInstance(""SSL"") também gera SSLCONTEXT-PROTO-00 (fora deste censo). SecureRandom() observado — sem NOBS-02.",G2
46,de.lukasneugebauer.nextcloudcookbook.core.util.OkHttpClientProvider,configureTrustAllCertificates,SSLContextSpec,SSLCONTEXT-NOBS-01,MISUSE,trust_all_manager,,"trustAllCerts é arrayOf com um X509TrustManager de métodos vazios, e o builder recebe hostnameVerifier que aceita tudo.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; de.lukasneugebauer.nextcloudcookbook_62.apk/app/src/main/java/de/lukasneugebauer/nextcloudcookbook/core/util/OkHttpClientProvider.kt:34-46,54-78 ; de.lukasneugebauer.nextcloudcookbook_62.apk/app/src/main/java/de/lukasneugebauer/nextcloudcookbook/core/util/Constants.kt:12 ; de.lukasneugebauer.nextcloudcookbook_62.apk/app/src/main/java/de/lukasneugebauer/nextcloudcookbook/auth/presentation/start/StartScreenViewModel.kt:43,117-119",app@HEAD,alta,"Opt-in do usuário: a opção ""permitir certificados autoassinados"" da tela inicial (padrão false, Constants.kt:12; StartScreenViewModel.kt:43,117-119) faz OkHttpClientProvider trocar o cliente (OkHttpClientProvider.kt:34-46). Nome enganoso: não aceita só autoassinados, aceita qualquer certificado e hostname. SSLContext.getInstance(""SSL"") também gera SSLCONTEXT-PROTO-00 (fora deste censo). SecureRandom() observado — sem NOBS-02.",G2
54,github.paroj.dsub2000.service.RESTMusicService,<init>,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,O KeyManager[] é o literal null: sem certificado cliente.,"jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; github.paroj.dsub2000_217.apk/app/src/main/java/github/paroj/dsub2000/service/RESTMusicService.java:138",app@HEAD,alta,"O SSLContext trust-all é construído incondicionalmente em todo new RESTMusicService(), mas a fábrica só é instalada numa conexão se a opção por servidor ""allow insecure"" estiver ligada (padrão false; Util.java:480-483 → RESTMusicService.java:1967-1972; também RemoteController.java:48,124 para o WebProxy). A chamada ao init em si não depende do opt-in, o uso depende. new SecureRandom() observado — sem NOBS-02.",G2
54,github.paroj.dsub2000.service.RESTMusicService,<init>,SSLContextSpec,SSLCONTEXT-NOBS-01,MISUSE,trust_all_manager,,"trustAllCerts é um array literal com um X509TrustManager anônimo de métodos vazios (getAcceptedIssuers devolve null), pareado com um HostnameVerifier que devolve true.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; github.paroj.dsub2000_217.apk/app/src/main/java/github/paroj/dsub2000/service/RESTMusicService.java:122-147,1967-1972 ; github.paroj.dsub2000_217.apk/app/src/main/java/github/paroj/dsub2000/util/Util.java:480-483 ; github.paroj.dsub2000_217.apk/app/src/main/java/github/paroj/dsub2000/service/RemoteController.java:48,124",app@HEAD,alta,"O SSLContext trust-all é construído incondicionalmente em todo new RESTMusicService(), mas a fábrica só é instalada numa conexão se a opção por servidor ""allow insecure"" estiver ligada (padrão false; Util.java:480-483 → RESTMusicService.java:1967-1972; também RemoteController.java:48,124 para o WebProxy). A chamada ao init em si não depende do opt-in, o uso depende. new SecureRandom() observado — sem NOBS-02.",G2
59,net.osmtracker.layout.TLSSocketFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,"O KeyManager[] é o literal null: sem certificado cliente, gerenciador padrão.","jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; net.osmtracker_73.apk/app/src/main/java/net/osmtracker/layout/TLSSocketFactory.java:21-24",app@HEAD,alta,"context.init(null, null, null) só existe para habilitar TLS 1.1/1.2 em sockets de Android antigo (enableTLSOnSocket); instalada como fábrica padrão em GetStringResponseTask.java:28 e URLValidatorTask.java:42.",G2
59,net.osmtracker.layout.TLSSocketFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-01,LEGIT_UNOBSERVABLE,null_default_truststore,,"O TrustManager[] é o literal null, o que instala o TrustManager padrão do sistema.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; net.osmtracker_73.apk/app/src/main/java/net/osmtracker/layout/TLSSocketFactory.java:21-24",app@HEAD,alta,"context.init(null, null, null) só existe para habilitar TLS 1.1/1.2 em sockets de Android antigo (enableTLSOnSocket); instalada como fábrica padrão em GetStringResponseTask.java:28 e URLValidatorTask.java:42.",G2
59,net.osmtracker.layout.TLSSocketFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-02,LEGIT_UNOBSERVABLE,null_default_securerandom,,O SecureRandom é o literal null (gerador padrão do provedor).,"jca_android/SSLContextSpec.mop:240-247 ; jca_android/SecureRandomSpec.mop:384 (@match1, RANDOMIZED sobre o gerador) ; net.osmtracker_73.apk/app/src/main/java/net/osmtracker/layout/TLSSocketFactory.java:21-24",app@HEAD,alta,"context.init(null, null, null) só existe para habilitar TLS 1.1/1.2 em sockets de Android antigo (enableTLSOnSocket); instalada como fábrica padrão em GetStringResponseTask.java:28 e URLValidatorTask.java:42.",G2
69,org.openhab.habdroid.core.connection.ConnectionFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,O KeyManager[] é o literal null no SSLContext dos widgets de vídeo.,"jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; org.openhab.habdroid_589.apk/mobile/src/main/java/org/openhab/habdroid/core/connection/ConnectionFactory.kt:171-173",app@HEAD,alta,,G2
69,org.openhab.habdroid.core.connection.ConnectionFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-01,LEGIT_UNOBSERVABLE,custom_validating_trust_manager,,"O array vem de MemorizingTrustManager.getInstanceList(context), que devolve new X509TrustManager[]{new MemorizingTrustManager(c)} — gerenciador que valida pelo sistema e pede decisão ao usuário.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; org.openhab.habdroid_589.apk/mobile/src/main/java/org/openhab/habdroid/core/connection/ConnectionFactory.kt:171-176 ; org.openhab.habdroid_589.apk/mobile/src/main/java/de/duenndns/ssl/MemorizingTrustManager.java:144-148,185-187,420-456",app@HEAD,alta,"MemorizingTrustManager (de.duenndns.ssl) valida: appTrustManager (certificados salvos pelo usuário), depois o TrustManager padrão do sistema, e por fim pergunta ao usuário (interactCert, MemorizingTrustManager.java:420-456,697-708); o hostname usa OkHostnameVerifier embrulhado, com pergunta ao usuário em divergência (:738-768).",G2
69,org.openhab.habdroid.core.connection.ConnectionFactory,<init>,SSLContextSpec,SSLCONTEXT-NOBS-02,LEGIT_UNOBSERVABLE,null_default_securerandom,,O SecureRandom é o literal null.,"jca_android/SSLContextSpec.mop:240-247 ; jca_android/SecureRandomSpec.mop:384 (@match1, RANDOMIZED sobre o gerador) ; org.openhab.habdroid_589.apk/mobile/src/main/java/org/openhab/habdroid/core/connection/ConnectionFactory.kt:172",app@HEAD,alta,,G2
70,org.openhab.habdroid.core.connection.ConnectionFactory,updateHttpClientForClientCert,SSLContextSpec,SSLCONTEXT-NOBS-00,LEGIT_UNOBSERVABLE,null_no_client_auth,,"keyManagers é null quando o servidor ativo não tem alias de certificado cliente (ou em modo demo); com alias é arrayOf(ClientKeyManager(context, alias)) sobre KeyChain do framework, também legítimo.","jca_android/SSLContextSpec.mop:222-229 ; jca_android/KeyManagerFactorySpec.mop:173-176 (gkm1, único produtor de GENERATED_KEY_MANAGERS sobre o array) ; org.openhab.habdroid_589.apk/mobile/src/main/java/org/openhab/habdroid/core/connection/ConnectionFactory.kt:297-308,323-324",app@HEAD,alta,,G2
70,org.openhab.habdroid.core.connection.ConnectionFactory,updateHttpClientForClientCert,SSLContextSpec,SSLCONTEXT-NOBS-01,LEGIT_UNOBSERVABLE,custom_validating_trust_manager,,"O array é arrayOf<TrustManager>(trustManager), onde trustManager é o MemorizingTrustManager(context) criado no init do ConnectionFactory.","jca_android/SSLContextSpec.mop:231-238 ; jca_android/TrustManagerFactorySpec.mop:215-218 (gtm1, único produtor de GENERATED_TRUST_MANAGER sobre o array) ; org.openhab.habdroid_589.apk/mobile/src/main/java/org/openhab/habdroid/core/connection/ConnectionFactory.kt:162-168,323-327 ; org.openhab.habdroid_589.apk/mobile/src/main/java/de/duenndns/ssl/MemorizingTrustManager.java:420-456",app@HEAD,alta,"MemorizingTrustManager (de.duenndns.ssl) valida: appTrustManager (certificados salvos pelo usuário), depois o TrustManager padrão do sistema, e por fim pergunta ao usuário (interactCert, MemorizingTrustManager.java:420-456,697-708); o hostname usa OkHostnameVerifier embrulhado, com pergunta ao usuário em divergência (:738-768).",G2
70,org.openhab.habdroid.core.connection.ConnectionFactory,updateHttpClientForClientCert,SSLContextSpec,SSLCONTEXT-NOBS-02,LEGIT_UNOBSERVABLE,null_default_securerandom,,O SecureRandom é o literal null.,"jca_android/SSLContextSpec.mop:240-247 ; jca_android/SecureRandomSpec.mop:384 (@match1, RANDOMIZED sobre o gerador) ; org.openhab.habdroid_589.apk/mobile/src/main/java/org/openhab/habdroid/core/connection/ConnectionFactory.kt:324",app@HEAD,alta,,G2
76,com.google.crypto.tink.aead.internal.AesGcmJceUtil,getSecretKey,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,LEGIT_UNOBSERVABLE,key_from_keyset,,"Os bytes da chave AES-GCM vêm do keyset de valores do EncryptedSharedPreferences (SecretBytes.toByteArray, cópia), gerado por Random.randBytes na criação do keyset e depois cifrado nas SharedPreferences com a chave mestra do Android Keystore; nenhum Key.getEncoded() os produz.",jca_android/SecretKeySpecSpec.mop:97 ; jca_android/SecretKeySpecSpec.mop:110 ; jca_android/SecretKeySpecSpec.mop:118 ; jca_android/KeySpec.mop:75 ; jca_android/KeySpec.mop:105 ; jca_android/SecretKeySpec.mop:119 ; jca_android/SecretKeySpec.mop:145 ; jca_android/KeyAgreementSpec.mop:298 ; tink-android-1.19.0/com/google/crypto/tink/aead/internal/AesGcmJceUtil.java:57 ; tink-android-1.19.0/com/google/crypto/tink/subtle/AesGcmJce.java:59 ; tink-android-1.19.0/com/google/crypto/tink/subtle/AesGcmJce.java:79 ; tink-android-1.19.0/com/google/crypto/tink/aead/AesGcmKeyManager.java:60 ; tink-android-1.19.0/com/google/crypto/tink/aead/AesGcmKeyManager.java:127 ; tink-android-1.19.0/com/google/crypto/tink/util/SecretBytes.java:47 ; tink-android-1.19.0/com/google/crypto/tink/util/SecretBytes.java:59 ; encryptedprefs-core-1.1.1/dev/spght/encryptedprefs/EncryptedSharedPreferences.java:174 ; com.hegocre.nextcloudpasswords_38.apk/app/src/main/java/com/hegocre/nextcloudpasswords/utils/PreferencesManager.kt:32,com.google.crypto.tink:tink-android:1.19.0 (via dev.spght:encryptedprefs-core:1.1.1),alta,"Único APK: nextcloudpasswords (fork dev.spght do androidx EncryptedSharedPreferences). Mesmo quando o keyset é gerado no próprio processo, o array aleatório recebe RANDOMIZED (não PREPARED_KEY_MATERIAL) e passa por Bytes.copyFrom e toByteArray, que quebram a identidade. Não há linhas de encrypt/decrypt do AesGcmJce nesse APK: o primitivo é construído mas nenhum valor é lido ou escrito nas execuções.",G3
77,com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce,<init>,SecretKeySpecSpec,SECRETKEYSPEC-NOBS-00,LEGIT_UNOBSERVABLE,key_from_keyset,,"O único chamador em uso, AesGcmJce(key), recebe key.getKeyValue().toByteArray() do keyset AES256_GCM do EncryptedSharedPreferences, lido e decifrado das SharedPreferences pela chave mestra do Android Keystore (ou gerado por Random.randBytes numa execução anterior ou no início desta), sempre através de cópias de ByteString.",jca_android/SecretKeySpecSpec.mop:97 ; jca_android/SecretKeySpecSpec.mop:110 ; jca_android/SecretKeySpecSpec.mop:118 ; jca_android/KeySpec.mop:75 ; jca_android/KeySpec.mop:105 ; jca_android/SecretKeySpec.mop:119 ; jca_android/SecretKeySpec.mop:145 ; jca_android/KeyAgreementSpec.mop:298 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:66 ; tink-android-1.8.0/com/google/crypto/tink/aead/AesGcmKeyManager.java:52 ; tink-android-1.8.0/com/google/crypto/tink/aead/AesGcmKeyManager.java:100 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmJce.java:41 ; tink-android-1.8.0/com/google/crypto/tink/integration/android/AndroidKeysetManager.java:297 ; tink-android-1.8.0/com/google/crypto/tink/KeysetHandle.java:918 ; security-crypto-1.1.0/androidx/security/crypto/EncryptedSharedPreferences.java:170,com.google.crypto.tink:tink-android:1.8.0 (via androidx.security:security-crypto 1.1.0 / 1.1.0-alpha06 / 1.1.0-beta01),alta,"6 APKs, todos via EncryptedSharedPreferences (maskan.chat EncryptedPrefsFactory.kt:30, bitbanana PrefsUtil.java:119, deku lib_smsmms SecurityKt.settingsGetDbPassword [bytecode], quicksearch BasePreferences.kt:237, simplenotes CredentialStore.kt:40, password_manager UnlockScreen.kt:47). O outro chamador de InsecureNonceAesGcmJce na 1.8.0 (hybrid.internal.AesGcmHpkeAead) não é alcançado pelo security-crypto. Nenhum app usa tink diretamente.",G3
78,com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce,decrypt,CipherSpec,CIPHER-NOBS-00,LEGIT_UNOBSERVABLE,cascade,SECRETKEYSPEC-NOBS-00 @ com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce.<init>,"A chave passada a Cipher.init é o SecretKeySpec construído no <init> sobre bytes do keyset; como aquela construção não conformou, SecretKeySpecSpec não gravou GENERATED_KEY e a leitura aqui herda o NOBS.",jca_android/CipherSpec.mop:168 ; jca_android/CipherSpec.mop:199 ; jca_android/CipherSpec.mop:232 ; jca_android/SecretKeySpecSpec.mop:121 ; jca_android/SecretKeySpecSpec.mop:256 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:136 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:66,com.google.crypto.tink:tink-android:1.8.0,alta,,G3
78,com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce,decrypt,IvChainJunctionSpec,IVCHAINJUNCTION-NOBS-01,LEGIT_UNOBSERVABLE,cascade,GCMPARAMETERSPEC-NOBS-01 @ com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce.getParams,O GCMParameterSpec dado ao init de decifração foi construído em getParams sobre o nonce que AesGcmJce.decrypt copia dos 12 primeiros bytes do texto cifrado; sem RANDOMIZED nesse array não houve PREPARED_GCM.,jca_android/IvChainJunction.mop:138 ; jca_android/IvChainJunction.mop:194 ; jca_android/IvChainJunction.mop:201 ; jca_android/GCMParameterSpecSpec.mop:180 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:135 ; tink-android-1.8.0/com/google/crypto/tink/aead/internal/InsecureNonceAesGcmJce.java:136 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmJce.java:62 ; tink-android-1.8.0/com/google/crypto/tink/subtle/AesGcmJce.java:63,com.google.crypto.tink:tink-android:1.8.0,alta,,G3
