"round","claim_id","spec","dimension","resolution","classification","severity_resolved","severity_kind","severity_s4_letter","fen_source","fen_canonical","pilot_join_source"
"batchA","GAMA-PBE-05","PBEParameterSpecSpec","reprodutibilidade","FAIL","OMITIDA (lacuna 3-args sem classificacao em registro)","major","of-record","major","FEN-PBE-C2-GAP","FEN-PBE-C2-GAP",""
"batchA","GAMA-IVP-01","IvParameterSpecSpec","diagnostico","PASS","FIDELIDADE_DEMONSTRADA (reparo layer-2 efetivo)","minor","of-record","minor","FEN-SET-LAYER2-REPARO","FEN-SET-LAYER2-REPARO",""
"batchA","GAMA-IVP-02","IvParameterSpecSpec","diagnostico","FAIL","INCORRETA (expecting=unknown no unico canal de report)","major","of-record","major","FEN-IVP-UNKNOWN-EXPECTING","FEN-IVP-UNKNOWN",""
"batchA","GAMA-IVP-03","IvParameterSpecSpec","captura_eventos","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA (zona de supressao inalcancavel via after-returning; provado em JVM, ART pendente G10)","minor","of-record","minor","FEN-IVP-BOUNDS-EXTRA","FEN-IVP-BOUNDS-EXTRA",""
"batchA","GAMA-IVP-04","IvParameterSpecSpec","reprodutibilidade","FAIL","OMITIDA (conjuntos extras sem classificacao em registro)","major","of-record","major","FEN-IVP-BOUNDS-EXTRA","FEN-IVP-BOUNDS-EXTRA",""
"batchA","GAMA-SKS-01","SecretKeySpecSpec","bindings_clausulas","FAIL","INCORRETA (REQUIRES ausente do caminho 4-args; FN + lavagem de predicado)","critica","of-record","critica","FEN-SKS-C2-RANDOMIZED-DROP","FEN-SKS-REQUIRES-4ARG",""
"batchA","GAMA-SKS-02","SecretKeySpecSpec","diagnostico","FAIL","INCORRETA (mensagens confladas/garbled; atribuicao por clausula impossivel)","major","of-record","major","FEN-SKS-MSG-CONFLADA","FEN-SKS-MSG-CONFLADA",""
"batchA","GAMA-SKS-03","SecretKeySpecSpec","toolchain_android","FAIL","INCORRETA (parser fail-open; instancia sem dano)","minor","of-record","critica(D-batchC-1)","FEN-SET-PARSER-FAILOPEN","FEN-SET-FAIL-OPEN",""
"batchA","GAMA-SKS-04","SecretKeySpecSpec","diagnostico","PASS","FIDELIDADE_DEMONSTRADA (reparo layer-2 efetivo)","minor","of-record","minor","FEN-SET-LAYER2-REPARO","FEN-SET-LAYER2-REPARO",""
"batchA","GAMA-SKS-05","SecretKeySpecSpec","reprodutibilidade","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA (registros coerentes sob baseline declarado)","minor","of-record","minor","FEN-SKS-REGISTROS","FEN-SKS-REGISTROS",""
"batchA","GAMA-SET-08","SET","toolchain_android","FAIL","INCORRETA (flags obsoletas re-executam @match apos monitorCall suprimido)","major","of-record","major","FEN-SET-STALE-FLAGS","FEN-A-STALE-FLAGS",""
"batchA","GAMA-SET-09","SET","toolchain_android","FAIL","INCORRETA (caminho estatico cego a eventos de construtor)","major","of-record","major","FEN-SET-CTOR-INVISIVEL-ESTATICA","FEN-SET-CTOR-INVISIVEL-ESTATICA",""
"batchA","GAMA-SET-10","SET","diagnostico","PASS","FIDELIDADE_DEMONSTRADA (nenhum conteudo do app chega ao logger pelas 5 specs)","minor","of-record","minor","FEN-SET-NEWLINE-ESCAPE","FEN-SET-NEWLINE-ESCAPE",""
"batchA","GAMA-SET-11","SET","reprodutibilidade","INCONCLUSIVE","INCONCLUSIVA (zero historico nao atribuivel sem replay)","major","of-record","major","FEN-SET-ZERO-EMISSAO-PARAMSPECS","FEN-SET-ZERO-EMISSAO-PARAMSPECS",""
"batchB","ALFA-CIS-01","CipherInputStreamSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-CIS-MONITOR-GLOBAL","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","ALFA-CIS-02","CipherInputStreamSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-GENCIPHER-EXTRA","FEN-SET-GENCIPHER-EXTRA",""
"batchB","ALFA-CIS-03","CipherInputStreamSpec","captura_eventos","FAIL","OMITIDA","major","of-record","major","FEN-CIS-CTOR1-OMITIDA","FEN-CIS-CTOR1-OMITIDA",""
"batchB","ALFA-CIS-04","CipherInputStreamSpec","bindings_clausulas","FAIL","OMITIDA","major","of-record","major","FEN-CIS-LENOFF","FEN-CIS-LENOFF",""
"batchB","ALFA-CIS-05","CipherInputStreamSpec","predicados_composicao","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","minor","of-record","minor","FEN-CIS-ENSURES-SEM-CONSTANTE","FEN-CIS-ENSURES-SEM-CONSTANTE",""
"batchB","ALFA-CIS-06","CipherInputStreamSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-FAIL-UNKNOWN","FEN-SET-FAIL-UNKNOWN",""
"batchB","ALFA-CIS-07","CipherInputStreamSpec","linguagem_formal","FAIL","OMITIDA","minor","of-record","minor","FEN-SET-EOT","FEN-SET-EOT",""
"batchB","ALFA-CIS-08","CipherInputStreamSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","ALFA-COS-01","CipherOutputStreamSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-COS-MONITOR-GLOBAL","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","ALFA-COS-02","CipherOutputStreamSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-COS-FLUSH","FEN-COS-FLUSH",""
"batchB","ALFA-COS-03","CipherOutputStreamSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-GENCIPHER-EXTRA","FEN-SET-GENCIPHER-EXTRA",""
"batchB","ALFA-COS-04","CipherOutputStreamSpec","captura_eventos","FAIL","OMITIDA","major","of-record","major","FEN-CIS-CTOR1-OMITIDA","FEN-CIS-CTOR1-OMITIDA",""
"batchB","ALFA-COS-05","CipherOutputStreamSpec","bindings_clausulas","FAIL","OMITIDA","major","of-record","major","FEN-CIS-LENOFF","FEN-CIS-LENOFF",""
"batchB","ALFA-COS-06","CipherOutputStreamSpec","predicados_composicao","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","minor","of-record","minor","FEN-CIS-ENSURES-SEM-CONSTANTE","FEN-CIS-ENSURES-SEM-CONSTANTE",""
"batchB","ALFA-COS-07","CipherOutputStreamSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-FAIL-UNKNOWN","FEN-SET-FAIL-UNKNOWN",""
"batchB","ALFA-COS-08","CipherOutputStreamSpec","linguagem_formal","FAIL","OMITIDA","minor","of-record","minor","FEN-SET-EOT","FEN-SET-EOT",""
"batchB","ALFA-KPR-01","KeyPairSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-KPR-CO-OPCIONAL","FEN-KPR-CO-OPCIONAL",""
"batchB","ALFA-KPR-02","KeyPairSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-KPR-C1-SLICE-VAZIO","FEN-KPR-C1-SLICE-VAZIO",""
"batchB","ALFA-KPR-03","KeyPairSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","ALFA-KPR-04","KeyPairSpec","bindings_clausulas","FAIL","INCORRETA","minor","of-record","minor","FEN-KPR-NULL-LENIENTE","FEN-KPR-NULL-LENIENTE",""
"batchB","ALFA-KPR-05","KeyPairSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","ALFA-KPR-06","KeyPairSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-KPR-C1-SLICE-VAZIO","FEN-KPR-C1-SLICE-VAZIO",""
"batchB","ALFA-KPR-07","KeyPairSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-FAIL-UNKNOWN","FEN-SET-FAIL-UNKNOWN",""
"batchB","ALFA-KPR-08","KeyPairSpec","reprodutibilidade","FAIL","OMITIDA","major","of-record","major","FEN-KPR-C1-SLICE-VAZIO","FEN-KPR-C1-SLICE-VAZIO",""
"batchB","ALFA-SKY-01","SecretKeySpec(SecretKey)","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","ALFA-SKY-02","SecretKeySpec(SecretKey)","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-SKY-GATE-SUPRESSAO","FEN-SKY-GATE-SUPRESSAO",""
"batchB","ALFA-SKY-03","SecretKeySpec(SecretKey)","diagnostico","FAIL","OMITIDA","critica","of-record","critica","FEN-SKY-SEM-CANAL","FEN-SKY-SEM-CANAL",""
"batchB","ALFA-SKY-04","SecretKeySpec(SecretKey)","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SKS-SURROGATE","FEN-SKS-SURROGATE",""
"batchB","ALFA-SKY-05","SecretKeySpec(SecretKey)","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","ALFA-SKY-06","SecretKeySpec(SecretKey)","reprodutibilidade","FAIL","OMITIDA","minor","of-record","minor","FEN-SKY-SEM-CANAL","FEN-SKY-SEM-CANAL",""
"batchB","ALFA-SKY-07","SecretKeySpec(SecretKey)","captura_eventos","INCONCLUSIVE","INCONCLUSIVA","minor","of-record","minor","FEN-SKY-DESPACHO-ESTATICO","FEN-SKY-DESPACHO-ESTATICO",""
"batchB","ALFA-PBK-01","PBEKeySpecSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","ALFA-PBK-02","PBEKeySpecSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-PBK-SENHA-EXTRA","FEN-PBK-SENHA-EXTRA",""
"batchB","ALFA-PBK-03","PBEKeySpecSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-PBK-RESIDUO","FEN-PBK-RESIDUO",""
"batchB","ALFA-PBK-04","PBEKeySpecSpec","linguagem_formal","FAIL","INCORRETA","major","of-record","major","FEN-PBK-FORBIDDEN-MAP","FEN-PBK-FORBIDDEN-MAP",""
"batchB","ALFA-PBK-05","PBEKeySpecSpec","predicados_composicao","FAIL","OMITIDA","major","of-record","major","FEN-SET-GENERATEDKEY-2A-CASA","FEN-SET-GENERATEDKEY-2A-CASA",""
"batchB","ALFA-PBK-06","PBEKeySpecSpec","bindings_clausulas","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","minor","of-record","minor","","",""
"batchB","ALFA-PBK-07","PBEKeySpecSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-PBE-MSG","FEN-PBE-MSG-1000",""
"batchB","ALFA-PBK-08","PBEKeySpecSpec","bindings_clausulas","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","ALFA-PBK-09","PBEKeySpecSpec","linguagem_formal","FAIL","OMITIDA","minor","of-record","minor","FEN-SET-EOT","FEN-SET-EOT",""
"batchB","ALFA-PBK-10","PBEKeySpecSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","ALFA-SET-05","SET","toolchain_android","FAIL","INCORRETA","major","of-record","major","FEN-SET-GERADOR-SILENCIO","FEN-SET-GERADOR-SILENCIO",""
"batchB","ALFA-SET-06","SET","predicados_composicao","FAIL","INCORRETA","major","of-record","major","FEN-SET-GENCIPHER-EXTRA","FEN-SET-GENCIPHER-EXTRA",""
"batchB","ALFA-SET-07","SET","toolchain_android","FAIL","INCORRETA","major","of-record","major","FEN-SET-MONITOR-GLOBAL-SEM-PARAMETRO","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","ALFA-SET-08","SET","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-FAIL-UNKNOWN","FEN-SET-FAIL-UNKNOWN",""
"batchB","BETA-CIS-01","CipherInputStreamSpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-CIS-02","CipherInputStreamSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-CIS-03","CipherInputStreamSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-STREAMS-monitor-global","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","BETA-CIS-04","CipherInputStreamSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-firstcall-disjunct","FEN-SET-FIRSTCALL-DISJUNCT",""
"batchB","BETA-CIS-05","CipherInputStreamSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-CIS-06","CipherInputStreamSpec","captura_eventos","FAIL","OMITIDA","major","of-record","major","FEN-CIS-CTOR1-OMITIDA","FEN-CIS-CTOR1-OMITIDA",""
"batchB","BETA-CIS-07","CipherInputStreamSpec","bindings_clausulas","FAIL","OMITIDA","major","of-record","major","FEN-CIS-LENOFF","FEN-CIS-LENOFF",""
"batchB","BETA-CIS-08","CipherInputStreamSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-GENCIPHER-EXTRA","FEN-SET-GENCIPHER-EXTRA",""
"batchB","BETA-CIS-09","CipherInputStreamSpec","predicados_composicao","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","minor","of-record","minor","","",""
"batchB","BETA-COS-01","CipherOutputStreamSpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-COS-02","CipherOutputStreamSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-COS-03","CipherOutputStreamSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-COS-flush-alfabeto","FEN-COS-FLUSH",""
"batchB","BETA-COS-04","CipherOutputStreamSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-STREAMS-monitor-global","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","BETA-COS-05","CipherOutputStreamSpec","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-firstcall-disjunct","FEN-SET-FIRSTCALL-DISJUNCT",""
"batchB","BETA-COS-06","CipherOutputStreamSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-COS-07","CipherOutputStreamSpec","bindings_clausulas","FAIL","OMITIDA","major","of-record","major","FEN-CIS-LENOFF","FEN-CIS-LENOFF",""
"batchB","BETA-COS-08","CipherOutputStreamSpec","predicados_composicao","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","minor","of-record","minor","","",""
"batchB","BETA-COS-09","CipherOutputStreamSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-GENCIPHER-EXTRA","FEN-SET-GENCIPHER-EXTRA",""
"batchB","BETA-COS-10","CipherOutputStreamSpec","captura_eventos","FAIL","OMITIDA","major","of-record","major","FEN-CIS-CTOR1-OMITIDA","FEN-CIS-CTOR1-OMITIDA",""
"batchB","BETA-KPR-01","KeyPairSpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-KPR-02","KeyPairSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-KPR-co-obrigatorio","FEN-KPR-CO-OPCIONAL",""
"batchB","BETA-KPR-03","KeyPairSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-KPR-c1-sem-binding","FEN-KPR-C1-SLICE-VAZIO",""
"batchB","BETA-KPR-04","KeyPairSpec","toolchain_android","FAIL","INCORRETA","major","of-record","major","FEN-KPR-var-sombreada","FEN-KPR-MATCH-NULL",""
"batchB","BETA-KPR-05","KeyPairSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-KPR-06","KeyPairSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-KPR-07","KeyPairSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-SKY-01","SecretKeySpec(SecretKey)","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-SKY-02","SecretKeySpec(SecretKey)","captura_eventos","FAIL","INCORRETA","critica","of-record","critica","FEN-SKY-zero-captura","FEN-SKY-ZERO-CAPTURA",""
"batchB","BETA-SKY-03","SecretKeySpec(SecretKey)","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-SKY-04","SecretKeySpec(SecretKey)","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-SKY-condicao-extra","FEN-SKY-GATE-SUPRESSAO",""
"batchB","BETA-SKY-05","SecretKeySpec(SecretKey)","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-escritas-sem-estado","FEN-SKY-SEM-CANAL",""
"batchB","BETA-SKY-06","SecretKeySpec(SecretKey)","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-SKY-07","SecretKeySpec(SecretKey)","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-PBK-01","PBEKeySpecSpec","toolchain_android","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-PBK-02","PBEKeySpecSpec","captura_eventos","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-PBK-03","PBEKeySpecSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-PBK-04","PBEKeySpecSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-PBK-password-extra","FEN-PBK-SENHA-EXTRA",""
"batchB","BETA-PBK-05","PBEKeySpecSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-mensagem-fator10","FEN-PBE-MSG-1000",""
"batchB","BETA-PBK-06","PBEKeySpecSpec","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-PBK-RESIDUO","FEN-PBK-RESIDUO",""
"batchB","BETA-PBK-07","PBEKeySpecSpec","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-PBK-08","PBEKeySpecSpec","bindings_clausulas","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA","minor","of-record","minor","","",""
"batchB","BETA-SET-01","SET","reprodutibilidade","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-SET-02","SET","toolchain_android","FAIL","INCORRETA","critica","of-record","critica","FEN-SET-firstcall-disjunct","FEN-SET-FIRSTCALL-DISJUNCT",""
"batchB","BETA-SET-03","SET","toolchain_android","FAIL","INCORRETA","critica","of-record","critica","FEN-SKY-zero-captura","FEN-SKY-ZERO-CAPTURA",""
"batchB","BETA-SET-04","SET","captura_eventos","FAIL","INCORRETA","major","of-record","major","FEN-SET-tipo-estatico","FEN-SET-TIPO-ESTATICO",""
"batchB","BETA-SET-05","SET","toolchain_android","FAIL","INCORRETA","major","of-record","major","FEN-STREAMS-monitor-global","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","BETA-SET-06","SET","toolchain_android","FAIL","INCORRETA","major","of-record","major","FEN-KPR-c1-sem-binding","FEN-KPR-C1-SLICE-VAZIO",""
"batchB","BETA-SET-07","SET","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-dedupe-resumo","FEN-SET-DEDUPE",""
"batchB","BETA-SET-08","SET","toolchain_android","FAIL","INCORRETA","minor","of-record","minor","FEN-SET-advice-kind","FEN-SET-advice-kind",""
"batchB","BETA-SET-09","SET","toolchain_android","FAIL","INCORRETA","major","of-record","critica(D-batchC-1)","FEN-SET-failopen","FEN-SET-FAIL-OPEN",""
"batchB","BETA-SET-10","SET","reprodutibilidade","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
"batchB","BETA-SET-11","SET","toolchain_android","INCONCLUSIVE","INCONCLUSIVA","minor","of-record","minor","","",""
"batchB","GAMA-CIS-01","CipherInputStreamSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-CIS-MONITOR-GLOBAL","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","GAMA-CIS-02","CipherInputStreamSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-UNKNOWN-EXPECTING","FEN-SET-FAIL-UNKNOWN",""
"batchB","GAMA-CIS-03","CipherInputStreamSpec","reprodutibilidade","FAIL","OMITIDA","major","of-record","major","FEN-CIS-MONITOR-GLOBAL","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","GAMA-CIS-04","CipherInputStreamSpec","bindings_clausulas","FAIL","OMITIDA","major","of-record","major","FEN-CIS-CONSTRAINT-OMITIDA","FEN-CIS-LENOFF",""
"batchB","GAMA-CIS-05","CipherInputStreamSpec","diagnostico","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","FEN-SET-LAYER2-REPARO","FEN-SET-LAYER2-REPARO",""
"batchB","GAMA-CIS-06","CipherInputStreamSpec","captura_eventos","INCONCLUSIVE","INCONCLUSIVA","minor","of-record","minor","FEN-CIS-CTOR-1ARG","FEN-CIS-CTOR1-OMITIDA",""
"batchB","GAMA-COS-01","CipherOutputStreamSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-COS-MONITOR-GLOBAL","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","GAMA-COS-02","CipherOutputStreamSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-COS-FLUSH-ALFABETO","FEN-COS-FLUSH",""
"batchB","GAMA-COS-03","CipherOutputStreamSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-UNKNOWN-EXPECTING","FEN-SET-FAIL-UNKNOWN",""
"batchB","GAMA-COS-04","CipherOutputStreamSpec","reprodutibilidade","FAIL","OMITIDA","major","of-record","major","FEN-COS-MONITOR-GLOBAL","FEN-STREAMS-MONITOR-GLOBAL",""
"batchB","GAMA-COS-05","CipherOutputStreamSpec","diagnostico","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","FEN-SET-LAYER2-REPARO","FEN-SET-LAYER2-REPARO",""
"batchB","GAMA-COS-06","CipherOutputStreamSpec","bindings_clausulas","FAIL","OMITIDA","major","of-record","major","FEN-CIS-CONSTRAINT-OMITIDA","FEN-CIS-LENOFF",""
"batchB","GAMA-KPR-01","KeyPairSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-KPR-CO-OPCIONAL","FEN-KPR-CO-OPCIONAL",""
"batchB","GAMA-KPR-02","KeyPairSpec","bindings_clausulas","FAIL","INCORRETA","critica","of-record","critica","FEN-KPR-C1-FATIA-VAZIA","FEN-KPR-C1-SLICE-VAZIO",""
"batchB","GAMA-KPR-03","KeyPairSpec","bindings_clausulas","FAIL","INCORRETA","minor","of-record","minor","FEN-KPR-MATCH-NULL","FEN-KPR-MATCH-NULL",""
"batchB","GAMA-KPR-04","KeyPairSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-DEDUPE-EXPECTING","FEN-SET-DEDUPE",""
"batchB","GAMA-KPR-05","KeyPairSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-SET-UNKNOWN-EXPECTING","FEN-SET-FAIL-UNKNOWN",""
"batchB","GAMA-KPR-06","KeyPairSpec","reprodutibilidade","INCONCLUSIVE","INCONCLUSIVA","major","of-record","major","FEN-KPR-CO-OPCIONAL","FEN-KPR-CO-OPCIONAL",""
"batchB","GAMA-KPR-07","KeyPairSpec","reprodutibilidade","FAIL","OMITIDA","major","of-record","major","FEN-KPR-CO-OPCIONAL","FEN-KPR-CO-OPCIONAL",""
"batchB","GAMA-SKY-01","SecretKeySpec(SecretKey)","diagnostico","FAIL","INCORRETA","critica","of-record","critica","FEN-SKY-VIOLACAO-SILENCIOSA","FEN-SKY-SEM-CANAL",""
"batchB","GAMA-SKY-02","SecretKeySpec(SecretKey)","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-SKY-ENSURES-CONDICIONADO","FEN-SKY-GATE-SUPRESSAO",""
"batchB","GAMA-SKY-03","SecretKeySpec(SecretKey)","predicados_composicao","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","FEN-SKY-NEGATES","FEN-SKY-NEGATES",""
"batchB","GAMA-SKY-04","SecretKeySpec(SecretKey)","reprodutibilidade","FAIL","OMITIDA","major","of-record","major","FEN-SKY-ENSURES-CONDICIONADO","FEN-SKY-GATE-SUPRESSAO",""
"batchB","GAMA-SKY-05","SecretKeySpec(SecretKey)","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","FEN-SKY-ORDEM-EQUIVALENTE","FEN-SKY-ORDEM-EQUIVALENTE",""
"batchB","GAMA-PBK-01","PBEKeySpecSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-PBK-ERR-DEDUPE-COLAPSO","FEN-SET-DEDUPE",""
"batchB","GAMA-PBK-02","PBEKeySpecSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-PBE-MSG-1000","FEN-PBE-MSG-1000",""
"batchB","GAMA-PBK-03","PBEKeySpecSpec","diagnostico","FAIL","INCORRETA","major","of-record","major","FEN-PBK-FORBIDDEN-UNKNOWN","FEN-PBK-FORBIDDEN-MAP",""
"batchB","GAMA-PBK-04","PBEKeySpecSpec","linguagem_formal","FAIL","INCORRETA","critica","of-record","critica","FEN-PBK-CP-FAIL-ESPURIO","FEN-PBK-RESIDUO",""
"batchB","GAMA-PBK-05","PBEKeySpecSpec","predicados_composicao","FAIL","INCORRETA","critica","of-record","critica","FEN-PBK-PASSWORD-RANDOMIZED","FEN-PBK-SENHA-EXTRA",""
"batchB","GAMA-PBK-06","PBEKeySpecSpec","reprodutibilidade","FAIL","OMITIDA","major","of-record","major","FEN-PBK-PASSWORD-RANDOMIZED","FEN-PBK-SENHA-EXTRA",""
"batchB","GAMA-PBK-07","PBEKeySpecSpec","diagnostico","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","FEN-SET-LAYER2-REPARO","FEN-SET-LAYER2-REPARO",""
"batchB","GAMA-SET-12","SET","toolchain_android","FAIL","INCORRETA","minor","of-record","minor","FEN-SET-JCA-DIR-DEFAULT","FEN-SET-STATIC-JCA-DEFAULT",""
"batchB","GAMA-SET-13","SET","toolchain_android","FAIL","INCORRETA","major","of-record","major","FEN-SET-CTOR-INVISIVEL-ESTATICA","FEN-SET-CTOR-INVISIVEL-ESTATICA",""
"batchB","GAMA-SET-14","SET","toolchain_android","FAIL","INCORRETA","major","of-record","major","FEN-SET-INTERFACE-RECEIVER","FEN-SET-INTERFACE-RECEIVER",""
"batchB","GAMA-SET-15","SET","diagnostico","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","FEN-SET-NEWLINE-ESCAPE","FEN-SET-NEWLINE-ESCAPE",""
"batchB","GAMA-SET-16","SET","reprodutibilidade","INCONCLUSIVE","INCONCLUSIVA","major","of-record","major","FEN-SET-ZERO-EMISSAO-PARAMSPECS","FEN-SET-ZERO-EMISSAO-PARAMSPECS",""
"batchC","ALFA-KGN-01","KeyGeneratorSpec","linguagem_formal","PASS","FIDELIDADE_DEMONSTRADA","minor","of-record","minor","","",""
