"id","spec_clausula","dimensao","fenomeno_id","posicao","classificacao","tipo","evidencia_primaria","resultado","contraevidencia_procurada","ameaca_validade","impacto_fp_fn","severidade","confianca","resolucao_juiz","classificacao_final","severidade_final","fenomeno_id_final","justificativa_curta"
"ALFA-KPG-06","initError* placement vs rule ORDER (exactly one Inits)","linguagem formal","FEN-KPG-INITERROR-PLACEMENT","FAIL","INCORRETA","order-divergence-both-directions","harness KPG-T3: g1(RSA); initialize(1024); gen -> spurious InvalidSequence at gen (rule: i3 IS an Inits; Gets,Inits,Generators is complete - product acceptance row 'G1s I3bad GEN: CrySL accepts, monitor state 4'); KPG-T7: initialize(1024); initialize(2048); gen -> accepted+match while the rule's single-Inits ORDER is violated (silent FN)","the violating branch neither advances (FP direction) nor counts as the rule's Inits occurrence (FN direction): the repair traded the old spurious-pairing for a language divergence in both inclusions","gh101 divergence_record row 151e53aa8e1f claims initError 'is admitted in both positions'; admitted yes, but gen is unreachable from the post-initError state without a second valid init - the register does not record that consequence","reading A of ORDER (D-piloto-1)","FP (bad-size-then-gen) + FN (multi-init)","major","0.9","FAIL","INCORRETA","critica","FEN-KPG-INITERROR-PLACEMENT","CONFIRMADO; harmonized major->critica: judge D7a executed the FP (bad-size-then-gen: InvalidSeq at gen on an ORDER-complete trace — i3 with bad size IS an Inits) and D7b executed the FN (bad-then-corrected accepted + GENERATED_KEY_PAIR granted while the rule's single-Inits is violated); both directions also walked (W). The gh101 register does not record the gen-unreachability consequence (REG)."
"ALFA-KPG-07","unsafe 2-arg + (String,Provider) getInstance invisible","captura de eventos","FEN-C-GETS-INVISIVEL","FAIL","INCORRETA","invisible-creation","g2 pointcut (String,String) safe-only (aspect :49); rule g2=getInstance(alg,_) covers (String,Provider) too (javap: member exists); no unsafe 2-arg counterpart; consequence measured as NPE (KPG-T5 route) rather than FP","for KPG the invisible-creation family escalates to the NPE of ALFA-KPG-02 on the first initialize(int); via initialize(params) routes it yields the usual born-at-init FP","","untracked assumption not needed here (rule tracks these objects)","crash or FP","crítica","0.85","FAIL","INCORRETA","crítica","FEN-C-GETS-INVISIVEL","CONFIRMADO: JAVAP (String,Provider) exists; rule g2=(alg,_) covers it (SRC); consequence is the D1 crash — critica."
"ALFA-KPG-08","REQUIRES alg=DH => preparedDH[params] read at init3/init4; preparedDSA/RSA/EC unread","predicados/composição","","PASS","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","partial-predicate-read","KeyPairGeneratorSpec.mop:91-111 (implication as the rule states it, body placement, null-guard); predicate_edges.csv rows: preparedDH translation-defect->closed; preparedDSA/RSA/EC capability-absent (no Property constant, producers unmodelled) - registered D-S14","the one closable read is closed with the rule's implication semantics; the three others are registered omissions with the mechanically honest reason (a body-read of a never-written predicate would fire on every conforming call)","checked Property enum: PREPARED_DH only (Property.java:46); adding the reads without producers would create the D-S14 defect family","registered limitation blocks full adherence","FN (DSA/RSA/EC param-spec provenance unchecked)","major","0.85","PASS","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","major","","CONFIRMADO: preparedDH read faithful (kpg_d conferred); preparedDSA/RSA/EC registered capability-absent (REG) — PASS/LIMITACAO, blocks total adherence."
"ALFA-KPG-09","ENSURES generatedKeypair[kp,alg] -> GENERATED_KEY_PAIR[kp] (writer of the batch B edge; FEN-SET-GENERATEDKEY-2A-CASA)","predicados/composição","","PASS","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","slot-loss-no-reader","harness KPG-T1 (write measured); predicate_omissions.csv GENERATED_KEY_PAIR row (no rule in either anchor REQUIRES it; downstream rules consume the halves via GENERATED_PRIVATE/PUBLIC_KEY); grep all 23 .mop: zero validate(GENERATED_KEY_PAIR,...)","the alg slot is dropped by the one-place store and the whole constant is writer-only: consequence-free today; the semantic edge to Signature runs through KeyPairSpec's gpu/gpr marks - measured end to end in KPG-CHAIN-T1","@fail remove(GENERATED_KEY_PAIR,kp) is extra-oracle revocation (zero NEGATES) but inert for the same reason; measured in KPG-T2 (mark removed)","batch B REPROVADA verdict on the reader spec stands independently","none via this constant","minor","0.85","PASS","LIMITAÇÃO_INEVITÁVEL_DOCUMENTADA","minor","","CONFIRMADO: writer-only constant verified (REG + grep); alg-slot loss consequence-free; extra-oracle remove inert for the same reason."
"ALFA-KPG-10","CHAIN: KPG gen -> KeyPairSpec gpr -> SignatureSpec i1 (generateKeyPair route)","predicados/composição","FEN-D-KEYPAIR-EDGE","FAIL","INCORRETA","edge-with-FP-toll","harness KPG-CHAIN-T1: KPG accepts (0 errors); realKp.getPrivate() -> KeyPairSpec monitor born at gpr (its creation event c1 is the constructor, which generateKeyPair-produced pairs never execute in app code) -> 1x InvalidSequenceOfMethodCalls FP; GENERATED_PRIVATE_KEY[priv]=true delivered; SIG initSign raises nothing","the only route from a monitored KeyPairGenerator to a Signature key mark costs one spurious KeyPairSpec violation per pair accessed - the batch B unbound-creation verdict re-measured from the writer side; the mark itself arrives (no starvation)","KeyPairSpec artifact = batch B round input (same frozen .mop hash); mark delivery disproves a starvation hypothesis for this edge","cross-batch artifact reuse declared","FP (1 per KeyPair access route)","crítica","0.9","FAIL","INCORRETA","crítica","FEN-D-KEYPAIR-EDGE","CONFIRMADO: CHAIN-T1 measured mark delivery + one KeyPairSpec FP per pair access (batch B REPROVADA shape re-measured from the writer side); no starvation. SET-level consequence recorded in synthesis §6 (claim unit stays KPG per id convention)."
"ALFA-KPG-11","CONSTRAINTS base list + keySize implications","bindings/cláusulas","","PASS","FIDELIDADE_DEMONSTRADA","constraint-transcription","conformance_record.csv (anchored, DH DSA RSA = raw); folding probe: DiffieHellman/rsa/dsa rejected by both sides, consistent; validate(): RSA {2048,4096}, DSA/DH 2048, EC 256 = the rule's implications verbatim (3072 absent from BOTH - gh99 registered)","literal fidelity to the raw constraint set incl. the rule's own EC eccentricity (EC in an implication but not in the base list)","the constraint-as-condition suppression consequences are filed separately (ALFA-KPG-04/06), not double-counted here","","none on the literal sets","minor","0.9","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: literal sets verified against the rule (SRC validate(): RSA{2048,4096}, DSA/DH 2048, EC 256 = the rule's implications)."
"ALFA-SRD-01","fsm end-state lacks a next2 row vs ORDER Ins,Seeds?,Ends*","linguagem formal","FEN-SRD-NEXTBYTES-FP","FAIL","INCORRETA","missing-transition-FP","SecureRandomSpec.mop:169-177 (end block: genSeed/setSeed1-3/next1/next3/ints, NO next2); effective row next2={4,1,3,4,4} (state 3 -> fail); harness SRD-T1 (2nd and 3rd nextBytes each -> InvalidSequenceOfMethodCalls), SRD-T7 (c1; setSeed(long); nextBytes -> FP on the canonical seeded usage), SRD-T8 (nextInt then nextBytes -> FP)","EVERY nextBytes after any first End/Seed event is a false InvalidSequence on a trace the raw ORDER accepts (Ends*); the affected shapes - two nextBytes, seed-then-nextBytes - are the most common SecureRandom usages in existence; jca twin end-state is identical minus setSeed3 -> inherited, never caught in either set","product FP witnesses independent of the harness (C1 NB NB in the BFS); all other end-state consumers have rows - only next2 is missing","none material","FP on ubiquitous conformant usage (unbounded count per object)","crítica","0.98","FAIL","INCORRETA","crítica","FEN-SRD-NEXTBYTES-FP","CONFIRMADO: judge verified the end-block omission in the SPEC TEXT (SecureRandomSpec.mop:169-177: genSeed/setSeed1-3/next1/next3/ints, no next2) AND the effective row next2={4,1,3,4,4} (W), AND executed the FP (D2: 2 false InvalidSeq on nextBytes calls 2-3 of a canonical trace); jca twin end block also omits next2 (inherited, campaign-long); unregistered (REG 0 hits beyond inventory rows). The batch headline."
"ALFA-SRD-02","c3 violating branch of REQUIRES randomized[seed]: empty body","bindings/cláusulas","FEN-SRD-C3-SILENT","FAIL","INCORRETA","silent-violating-branch","SecureRandomSpec.mop:42-47 (c3 body: sr=r only); harness SRD-T4: new SecureRandom(unrandomized seed); nextBytes -> ZERO reports on the whole trace","the rule's only REQUIRES is violated and nothing is ever said: unsafeInit admits all consumers silently; the gh101 comment (.mop:136-139) claims 'c3, g4 and setSeed3 ... Each reports in its own body' - FALSE for c3 (comment/code divergence in a gh101-authored hunk)","setSeed3 (same predicate, same object type) DOES report (.mop:98-101) - the asymmetry is not a design necessity","object-mark withholding (RANDOMIZED[sr]=false, measured) gives downstream detection only if the object itself is consumed by a reader","FN (constructor-seed misuse invisible)","crítica","0.95","FAIL","INCORRETA","crítica","FEN-SRD-C3-SILENT","CONFIRMADO: c3 body is 'sr = r;' only (SRC :42-47) while the gh101 comment (:136-139) claims 'Each reports in its own body' — comment/code divergence in a gh101-authored hunk, judge-read; FN executed (SRD-T4: zero reports on the rule's only REQUIRES violated)."
"ALFA-SRD-03","setSeed rows from end (Seeds after Ends) vs Seeds? position","linguagem formal","FEN-SRD-SEED-AFTER-END","FAIL","INCORRETA","over-acceptance","effective setSeed1/2/3 rows {4,1,3,3,4} (end->end); harness SRD-T3: c1; nextBytes; setSeed(long) -> 0 errors; product FN witnesses C1 GS S1 etc. with walks","re-seeding after use violates the raw ORDER (Seeds? strictly between Ins and Ends*) and the monitor accepts silently; gh101's register for setSeed3 ('goes where setSeed2 goes... endorses nothing') argues acceptance-set neutrality but the fail-vs-silence difference is exactly the FN","the rule's Seeds? reading verified under reading A (D-piloto-1): no derivation makes end->Seeds legal","re-seeding semantics arguably benign in reality - but the raw oracle governs","FN (late re-seed invisible)","major","0.9","FAIL","INCORRETA","critica","FEN-SRD-SEED-AFTER-END","CONFIRMADO; harmonized major->critica: FN executed on a realizable trace (SRD-T3; judge W: c1 nB setSeed1 silent while Seeds? strictly precedes Ends*); §4's letter + batch C rev.2 FEN-SSL-ENGINE-LOOP precedent (executed cardinality/position FN = critica; no rarity carve-out). Oracle-bias note (re-seeding arguably benign) recorded, oracle stands raw."
"ALFA-SRD-04","RANDOMIZED granted from violating/unsafe instances (next2/genSeed bodies run in any state)","predicados/composição","FEN-SRD-RANDOMIZED-OVERGRANT","FAIL","INCORRETA","ensures-decoupled-from-constraints","harness SRD-T4: bytes from a c3-created (unrandomized-seed) instance -> RANDOMIZED[bytes]=true; SRD-T5: bytes from a g4-created (unsafe-alg) instance -> RANDOMIZED[bytes]=true; contrast: the object-level mark is correctly withheld in both (RANDOMIZED[sr]=false; match1=init only)","CrySL grants ENSURES only for instances satisfying constraints+REQUIRES; the spec marks the output bytes of non-conformant instances, feeding every downstream RANDOMIZED reader (Iv/GCM/PBE/SKS/PBK/Cipher/c2/setSeed2) material the oracle rejects -> set-wide FN suppression; CipherSpec's own GENERATED_CIPHER write (divergence_record row 8) shows the constraint-coupled alternative was known","the object-level write at match1 IS constraint-coupled (fidelity, measured SRD-T2) - the defect is specific to the byte[]-level writes in event bodies","on-the-fly CrySL predicate semantics assumed (ENSURES conditional on rule satisfaction) - declared","FN across the whole consumer set","crítica","0.85","FAIL","INCORRETA","crítica","FEN-SRD-RANDOMIZED-OVERGRANT","CONFIRMADO: judge D3 executed the overgrant (RANDOMIZED[bytes-from-unsafe-instance]=true while RANDOMIZED[sr]=false); downstream reader list verified by grep; CipherSpec's coupled GENERATED_CIPHER write shows the alternative was known."
"ALFA-SRD-05","ENSURES randomized[this] after Ins / randomized[genSeed] / randomized[next] - conformant-path writer semantics","predicados/composição","","PASS","FIDELIDADE_DEMONSTRADA","writer-characterization","harness SRD-T2: after c1;nextBytes -> RANDOMIZED[sr]=true (written at match1=init, i.e. at creation - exactly 'after Ins'), RANDOMIZED[bytes]=true; genSeed body writes the return (artifact :103-107)","the round-mandated writer characterization: sr-object mark at creation states only (c1/c2/g1/g2/g3; NOT c3/g4); genSeed return; nextBytes array (before-call timing residue: mark precedes the fill; exception path would leave a stale mark - noted); this is the producer side every downstream RANDOMIZED verdict depends on","attempted starvation counter-test: no conformant creation route leaves sr unmarked (all five creation events reach init)","before-advice timing on next1/next2 (marks before the call completes)","none on conformant paths","minor","0.9","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: judge D3 shows the object-level mark correctly withheld from unsafe instances; conformant-path writer characterization stands (D2 setup: c1-created instance marked)."
"ALFA-SRD-06","next1/next3/ints: nextInt(int)/nextInt()/ints() as events; boxed-int and IntStream RANDOMIZED writes","captura de eventos","FEN-SRD-EXTRA-ALPHABET","FAIL","INCORRETA","extra-alphabet+boxed-marks","rule ne = protected SecureRandom.next(int) (javap :127: protected final int next(int)) - not callable by app code; spec instead captures java.util.Random-inherited nextInt/ints (not declared on android-30 SecureRandom - javap; dexlib2 declared-only caveat flagged for Beta); harness SRD-T8: RANDOMIZED[Integer.valueOf(16)]=true after nextInt(16) - Integer cache mark","three events with no raw-rule counterpart occupy automaton positions (init->end: contributes to the ALFA-SRD-01 FP after them) and write RANDOMIZED over boxed Integers (cache -128..127 makes the mark process-global) and IntStreams; predicate_edges rows list randomized[randInt]/[randIntInRange] as 'present' - legitimizing writes the raw rule does not state (the rule's randomized[numB] belongs to the uncallable next)","grep for int-typed RANDOMIZED readers in the 23 .mop: none - the pollution is inert today; the register itself documents the Integer-cache unsoundness (inexpressible row for lSeed)","protected-member modeling in CrySL is the oracle's own oddity - recorded","latent FP/FN if an int-typed reader appears; FP contribution via automaton placement","major","0.85","FAIL","INCORRETA","major","FEN-SRD-EXTRA-ALPHABET","CONFIRMADO: rule ne is the protected next(int) (JAVAP: 'protected final int next(int)') — uncallable by apps; nextInt/ints are not declared SecureRandom members (JAVAP) and have no rule counterpart; boxed-Integer cache marks measured (SRD-T8/srd_d); register endorsement anchored to 1.5.2 (FEN-D-REGISTER-ANCHOR-DRIFT)."
"ALFA-SRD-07","g4/setSeed3/c3 placements: violating branches without carrier FPs (gh101 task 3b repair)","linguagem formal","","PASS","FIDELIDADE_DEMONSTRADA","no-pairing-design-verified","harness SRD-T5: getInstance(NativePRNG); nextBytes; setSeed -> EXACTLY 1 UnsafeAlgorithm, zero InvalidSequence; jca twin had all-fail rows for all three (twin diff + divergence_record rows 389c0d/547f13/8dd80c)","the unsafeInit-sink design eliminates the same-call spurious-@fail pairing (FEN-C-PAIRING-IMEDIATO) - the measured counterexample proving the carrier FPs of MAC/MDG/KPG/SIG are not inevitable","tried to provoke a pairing through every unsafeInit consumer: all admitted silently","","none","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: judge D3 executed the no-pairing design (exactly 1 UnsafeAlgorithm, 0 InvalidSeq) — the round's proof that the carrier-FP family is a design choice; GAMA-SET-22 confirmed from the SRD side."
"ALFA-SRD-08","unsafe 2-arg getInstance invisible (g4 args arity-1); 3-arg SecureRandomParameters overloads","captura de eventos","FEN-C-GETS-INVISIVEL","FAIL","INCORRETA","invisible-creation","SecureRandomSpecMonitorAspect.aj:77 (g4: call(getInstance(String,..)) && args(alg) - matches arity 1 only); harness SRD-T6: born-at-nextBytes -> InvalidSequence FP and NO UnsafeAlgorithm; javap: getInstance(String,SecureRandomParameters[,String|Provider]) exist on android-30 (3-arg untracked by rule AND unmatched by spec -> monitor FP on rule-silent objects, product G3sp rows)","unsafe-provider-overload usage loses its specific accusation and gains a sequence FP","g2 correctly covers all safe 2-arg shapes (args(alg,*))","untracked assumption for the 3-arg route declared","FP + FN of the specific error","major","0.9","FAIL","INCORRETA","major","FEN-C-GETS-INVISIVEL","CONFIRMADO com escopo (rev.2, REF-E-01): g4 args(alg) is 1-arg only (SRC :76-78, judge REF-D-04 grep); born-at-consume FP without the specific accusation executed (SRD-T6/srd_c) — the operative mechanism. SCOPE NOTE: the evidencia_primaria sub-assertion that getInstance(String,SecureRandomParameters[,String|Provider]) exist on android-30 is FALSE — alfa_javap_android30_batchD.txt is host-JDK output (JDK-fallback trap; the type is absent from the frozen jar, judge- and refuter-verified from extracted bytes); the 3-arg untracked-route surface is host-JDK-only and VACUOUS on the frozen android-30 platform. Resolution and severity rest on the unsafe-2-arg half only."
"ALFA-SRD-09","acceptance set: only init accepting; CrySL-complete words end non-match","linguagem formal","FEN-C-ACCEPT-END","FAIL","INCORRETA","acceptance-divergence","product accdiv rows (C1 GS; C2u; G1u); alias match1=init (.mop:189)","object-accepting-store impact nil (no readers of isInAcceptingState in any .mop, gh101 register note); the RANDOMIZED[this] write rides match1 and is therefore creation-anchored - correct for 'after Ins'","","table-level","none realizable","minor","0.8","FAIL","INCORRETA","minor","FEN-C-ACCEPT-END","CONFIRMADO: only init accepting (match1 alias, SRC :189); accepting-store reader-less; minor table-level."
"ALFA-SRD-10","CONSTRAINT randAlg in {SHA1PRNG}; lifecycle/binding","bindings/cláusulas","","PASS","FIDELIDADE_DEMONSTRADA","literal-set+parametric","folding probe: SHA1PRNG exact both sides, case variants rejected by both; all 15 events bind r; per-object monitors (weak-ref identity)","largest alphabet of the set fully bound; generation cost (12.32 s / 1.59 GB, generation manifest) cited - G2 measurement is Beta's","","","none","minor","0.9","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: SHA1PRNG literal identical both sides; all 15 events bind r (W parse)."
"ALFA-SIG-01","Signs channel: s1/s2 pointcuts declare return type byte vs real byte[]/int","captura de eventos","FEN-SIG-SIGN-VOID","FAIL","INCORRETA","pointcut-type-mismatch-zero-capture","SignatureSpec.mop:120 ('call(public byte Signature.sign())') and :127 (byte for the int-returning overload); javap android-30: 'public final byte[] sign()' / 'public final int sign(byte[], int, int)'; harness SIG-T1 (complete sign path: no acceptance, SIGNED never marked) and SIG-T3 (sign-without-update: rule violation, monitor silent)","both Signs events can never match any join point (FEN-SSL-ENGINE-VOID family): the entire signing half of the rule's ORDER is unobservable - silent FN for every Signs-position violation, no acceptance for conformant signing, SIGNED writer dead; inherited (jca twin identical, no diff hunk on s1/s2)","predicate_omissions registers SIGNED as terminal (no reader) - so the dead writer is consequence-free for composition; predicate_edges lists ENSURES signed as 'present' which overstates an unreachable write","s1's returning(byte[] output) vs pointcut byte is even internally inconsistent - generator accepted it silently (fail-open note)","FN (all Signs misuse) + acceptance loss","crítica","0.95","FAIL","INCORRETA","crítica","FEN-SIG-SIGN-VOID","CONFIRMADO: JAVAP from extracted bytes — 'public final byte[] sign()' / 'public final int sign(byte[],int,int)'; no 'byte sign()' member exists, so both pointcuts are dead (SRC .mop:120,127); consequence walked (W: complete conformant sign flow never accepts) and executed (SIG-T1/T3; Beta both-halves NEITHER, conferred); internal returning(byte[])-vs-byte inconsistency accepted silently by generators — fail-open note (D-batchC-1 reinforces critica)."
"ALFA-SIG-02","g3* carrier","linguagem formal","FEN-C-CARRIER-SEQFAIL","FAIL","INCORRETA","carrier-FP+G9-breach","harness SIG-T5: getInstance(MD2withRSA); initVerify; update; verify -> UnsafeAlgorithm + 3x InvalidSequenceOfMethodCalls (first paired to the same initVerify call)","rule flags only the alg constraint; monitor triples it with sequence FPs","SRD design proves avoidability","","FP 3x + pairing breach","crítica","0.95","FAIL","INCORRETA","crítica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO: judge W walked the carrier (g3 i4 update v1: fails at 1,2,3 on rule-ORDER-conformant trace); SIG-T5 executed."
"ALFA-SIG-03","(String,Provider) and unsafe 2-arg getInstance invisible","linguagem formal","FEN-C-GETS-INVISIVEL","FAIL","INCORRETA","invisible-creation-FP+empty-label","harness SIG-T6: Provider-created Signature + marked key + safe alg -> UnsafeAlgorithm 'but found .' + 3x InvalidSequenceOfMethodCalls; javap: getInstance(String,Provider) exists; rule g2=(alg,_) covers it","fully conformant usage is accused of an unnamed unsafe algorithm plus a sequence storm - the H4 empty-label shape live in SIG","MDG g3 shows the capturable alternative","","FP 4 errors per object","crítica","0.9","FAIL","INCORRETA","crítica","FEN-C-GETS-INVISIVEL","CONFIRMADO: JAVAP Provider overload exists; rule g2=(alg,_) covers it; FP storm + empty label executed (SIG-T6/sig_a)."
"ALFA-SIG-04","REQUIRES generatedPrivkey[priv] (i1/i2) and generatedPubkey[pub] (i4); i3 read-free","bindings/cláusulas","","PASS","FIDELIDADE_DEMONSTRADA","body-read-no-suppression","harness SIG-T4: unmarked private key -> exactly 1 UnsatisfiedConstraint, ZERO InvalidSequence (read in body, transition taken - the design MacSpec i1/i2 should have used); i3 binds a Certificate and carries no read, matching the rule; gh101 divergence rows de638ead/7e5b6fac/8805d6e8","the reads exist on both initSign forms and on initVerify(PublicKey) only - exactly the rule's clauses, G9-clean at this site","writer side: GENERATED_PRIVATE_KEY delivered through KeyPairSpec/KeyStore (CHAIN-T1); null-guard skip is a minor residue (initSign(null) throws in the real API)","","none","minor","0.9","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: body reads on i1/i2/i4 exactly as the rule states (SRC); SIG-T4 executed (1 specific, 0 spurious) — the G9-clean design MacSpec i1/i2 lacks."
"ALFA-SIG-05","ENSURES verified[sign] -> setProperty(VERIFIED, signed-boolean-return)","predicados/composição","FEN-SIG-VERIFIED-WRONGSLOT","FAIL","INCORRETA","wrong-object-write","SignatureSpec.mop:133-146 (marks the boxed boolean return, not the sign byte[] argument); harness SIG-T2: VERIFIED[Boolean.TRUE]=true, VERIFIED[signBytes]=false","the rule marks the signature bytes as verified; the spec marks the canonical cached Boolean.TRUE - a process-global token carrying no object identity; predicate_omissions registers VERIFIED as terminal (no reader) so the impact is contained to the store; predicate_edges 'variable: verified ... present' reflects the 1.5.2 anchor, not the raw rule's verified[sign]","grep for VERIFIED readers: none in the 23; the 1.5.2 rule (verified[verified,sign]) would justify the boolean in slot 1 - but the raw api30 oracle says verified[sign]","register-vs-raw-anchor mismatch noted","none today (no reader); wrong-slot latent","major","0.85","FAIL","INCORRETA","major","FEN-SIG-VERIFIED-WRONGSLOT","CONFIRMADO: judge D8 EXECUTED the wrong-slot write (VERIFIED[Boolean.TRUE]=true, VERIFIED[signBytes]=false); raw rule says verified[sign] (SRC Signature.cryptsl:93); no reader (REG) — major latent."
"ALFA-SIG-06","ORDER branch structure ((InitSigns+,(U+,S+)+)+ | (InitVerifies+,(U*,V+)+)+) modulo α","linguagem formal","","PASS","FIDELIDADE_DEMONSTRADA","language-inclusion-partial","product: verify-branch and shared shapes agree (updates optional before verify, mandatory before sign, branch exclusivity); harness SIG-T2 (verify path accepts, 0 errors), SIG-T7 (verify-after-initSign flagged by both oracles)","all divergences found route through the dead Signs channel (ALFA-SIG-01) or the carrier/invisible creations - the branch skeleton itself is faithful","exhaustive product BFS: no additional witness shapes","","none beyond filed claims","minor","0.85","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: verify-branch skeleton faithful (judge W safe verify walk to match); divergences route through the dead Signs channel and carriers (filed)."
"ALFA-SIG-07","CONSTRAINT alg in {20 literals}","bindings/cláusulas","","PASS","FIDELIDADE_DEMONSTRADA","literal-set-equality","set-equality check (report §7 command): spec 20 == raw 20, no folding; probe: case variants rejected by both, DSS/DSA/MD5withRSA accepted by both (the raw oracle's own permissiveness, recorded not repaired)","literal fidelity incl. the rule's defects (DSS, MD5withRSA safe) - gh99-registered as adopted-as-authored","","raw-oracle permissiveness bias recorded per pre_registro §1","none vs raw","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: 20-literal set equality; raw-oracle permissiveness (DSS, MD5withRSA) recorded per pre_registro §1."
"ALFA-SIG-08","lifecycle/parametric","equivalência paramétrica/ciclo de vida","","PASS","FIDELIDADE_DEMONSTRADA","parametric-isolation","all 12 events bind s (aspect); per-object monitors; harness scenarios s1..s7 evolve independently","update fused over 4 overloads binds nothing - loses only the signed[out,inpX] data slot, whose store is single-place and reader-less (registered)","","","none","minor","0.85","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: 12 events bind s; per-object isolation verified in D8/D9 setups."
"ALFA-SET-10","MacSpec:99-102 PREPARED_HMAC read x unwritable writer (batch A HMC finding)","predicados/composição","FEN-D-PREPAREDHMAC-GUARANTEED-FIRE","FAIL","INCORRETA","guaranteed-fire-edge","harness MAC-T8: init(key, params) with the mark unwritable -> UnsatisfiedConstraint; batch D generation manifest §round-rules ('PREPARED_HMAC unwritable... guaranteed-fire edge') citing batch A","EVERY monitored Mac.init(Key,AlgorithmParameterSpec) with non-null params in any program reports UnsatisfiedConstraint while the writer spec cannot write the predicate: a set-level guaranteed FP; the read itself is a faithful transcription of Mac.cryptsl:80 (reader-side fidelity + writer-side defect = composition FAIL)","verified from the Mac side as the round mandated; writer-side evidence is batch A's (closed context, cited not re-run)","writer re-verification not repeated this round","FP on every parameterized Mac init","crítica","0.85","FAIL","INCORRETA","crítica","FEN-D-PREPAREDHMAC-GUARANTEED-FIRE","CONFIRMADO: MAC-T8 executed the guaranteed-fire read; writer-side unwritability is batch A's closed record (HMC); faithful reader x unwritable writer = composition FAIL — the set-level guaranteed FP on every parameterized Mac.init."
"ALFA-SET-11","RANDOMIZED producer semantics for the whole consumer set","predicados/composição","FEN-SRD-RANDOMIZED-OVERGRANT","FAIL","INCORRETA","producer-characterization","ALFA-SRD-04/05/06 evidence; consumers grepped: IvParameterSpec, SecretKeySpecSpec, GCMParameterSpecSpec, KeyGeneratorSpec, SSLContextSpec, PBEParameterSpecSpec, CipherSpec, PBEKeySpecSpec, SecureRandomSpec(c2/setSeed2), RandomStringPassword (excluded), SecretKeySpec.mop:26 (second writer)","downstream residual uncertainty resolves as: reads over SecureRandom OBJECTS are trustworthy (constraint-coupled at creation, cannot be satisfied by c3/g4 instances); reads over byte[]/int MATERIAL are not (over-granted by violating instances, Integer-cache pollution) - the writer side decides batch A/B residuals exactly along that object/material split","SecretKeySpec.mop:26 also writes RANDOMIZED[key] - second producer verified in-tree (batch B scope, noted)","","FN via material marks; none via object marks","crítica","0.85","FAIL","INCORRETA","crítica","FEN-SRD-RANDOMIZED-OVERGRANT","CONFIRMADO: judge D3 executed the decisive split — material marks granted from unsafe instances (true) vs object mark withheld (false); the object/material split DECIDES pilot/A/B residuals (synthesis §6: object-level reads sound; material-level reads unsound)."
"ALFA-SET-12","register integrity: predicate_edges rows contradicting the raw api30 oracle","predicados/composição","FEN-D-REGISTER-ANCHOR-DRIFT","FAIL","INCORRETA","register-defect","predicate_edges.csv: 'MacSpec ... REQUIRES generatedKey ... present' (raw Mac.cryptsl has no such REQUIRES); 'SecureRandomSpec ENSURES randomized[randInt]/[randIntInRange] present' (raw rule states randomized[numB] of the uncallable next); 'SignatureSpec ENSURES verified ... variable verified' (raw says verified[sign])","three register rows anchor to CrySL 1.5.2 semantics while the audit's (and gh101's own) declared oracle is the raw api30 rule - the register legitimizes extra-oracle reads/writes; GH101 registers are claims, not a second oracle (protocol §1)","checked each row against the raw rule text with line cites (Mac.cryptsl:78-84, SecureRandom.cryptsl:69-77, Signature.cryptsl:93)","anchor ambiguity is documented in gh101 as dual-anchor - but 'present' verdicts do not mark which anchor","misleads future audits; sustains ALFA-MAC-04","major","0.85","FAIL","INCORRETA","major","FEN-D-REGISTER-ANCHOR-DRIFT","CONFIRMADO com escopo (paralelo a GAMA-MAC-06): rows accurate under the file's DECLARED 1.5.2 anchor (README :148-149, judge re-read — not a batch C BETA-SET-06 repeat); the confirmed defect is the falsified invariance premise + absence of row-level anchor marking for the >=3 rows that diverge between anchors (Mac generatedKey; SecureRandom randInt/randIntInRange; Signature verified) — all three verified against the raw rules by the judge (SRC)."
