id,spec_clausula,dimensao,fenomeno_id,posicao,classificacao,tipo,evidencia_primaria,resultado,contraevidencia_procurada,ameaca_validade,impacto_fp_fn,severidade,confianca,resolucao_juiz,classificacao_final,severidade_final,justificativa_curta
BETA-IVP-04,IvParameterSpecSpec/particao c2-c4,bindings_clausulas,,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA (lacuna de predicado inalcancavel via after-returning),MEDIDO,c2=RANDOMIZED&&ranges c4=!RANDOMIZED nao cobrem (RANDOMIZED&&ranges invalidos); BetaDrive IVP-e: toda construcao com ranges invalidos LANCA no JDK (AIOOBE/IAE inclusive overflow) -> nunca ha retorno normal na lacuna,particao total sobre construcoes que retornam normalmente; zero-fire impossivel em trace realizavel (JDK),"procurada construcao real que retorne normal dentro da lacuna: 3 formas testadas, todas lancam",libcore Android INFERIDO igual (derivado OpenJDK) — nao executado em device: ameaca nomeada,nenhum sob JDK; FN latente so se libcore aceitar ranges que o JDK rejeita,minor,0.8,PASS,DIVERGENCIA_EQUIVALENTE_COMPROVADA (lacuna inalcancavel via after-returning),minor,"executado (IVP-e, inclui overflow); converge com harness T1 de Alfa; ameaca ART nomeada"
BETA-IVP-05,IvParameterSpecSpec/@fail,diagnostico,FEN-SET-fail-morto,FAIL,INCORRETA (canal diagnostico morto),PROVADO,fail exige 2o evento no mesmo monitor por objeto (:356); mesma prova executavel do DHG-04,InvalidSequenceOfMethodCalls desta spec nunca emitido em trace real,rota real para 2o evento procurada: inexistente,nenhuma estrutural,FN de diagnostico local,major,0.95,FAIL,INCORRETA (canal @fail morto - higiene),minor,AJUSTADO major->minor: IVP tem canal vivo (c3/c4); mesma razao de BETA-PBE-05
BETA-IVP-06,IvParameterSpecSpec/nomeacao arquivo vs spec,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (cadeia consistente apesar da dupla origem de nomes),OBSERVADO_EM_ARTEFATO,classe publica e aspecto do NOME DO ARQUIVO (IvParameterSpecRuntimeMonitor :340; descriptor fileName/shortName=IvParameterSpec); wrappers e specName do NOME DA SPEC (IvParameterSpecSpec); monitorCalls referenciam a classe que existe; no -merge de producao a classe publica e MultiSpec_1RuntimeMonitor e errors.csv usa o literal IvParameterSpecSpec dos corpos,nenhum consumidor chaveia no nome derivado do arquivo; mismatch benigno e documentado,procurado consumidor keying em fileName: descriptor consumers usam strings method completas; parser logcat usa o literal do corpo,-,nenhum,minor,0.9,PASS,FIDELIDADE_DEMONSTRADA (cadeia consistente apesar da dupla origem de nomes),minor,nenhum consumidor chaveia no nome do arquivo; benigno e registrado
BETA-SKS-01,SecretKeySpecSpec/geracao-orcamento,toolchain_android,,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),MEDIDO,"0,44s/86,7MB + 0,90s/86,7MB exit 0; CoenableProbe: 4 eventos coenable[fail]=60 saturado",geracao limpa; hashes = manifesto,stderr inspecionado; regeneracao independente,nenhuma relevante,nenhum,-,0.98,PASS,FIDELIDADE_DEMONSTRADA (medicao da cadeia),-,medicao limpa
BETA-SKS-02,SecretKeySpecSpec/pointcuts c1-c4,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,matcher de producao vs android-30 extraido: c1/c3->ctor2 c2/c4->ctor4; getters UNMATCHED; DESKeySpec 0 hits; armadilha SecretKeySpec vs SecretKey coberta (SecretKey e interface sem ctor; metodos nao casam); owner de MESMO nome simples em pacote errado NAO casa sob imports de producao (PointcutBudgetCtorB + TypeResolver.java:110-131 igualdade exata de descriptor),Esperado⊆Capturado; vizinhos livres inclusive a armadilha nomeada do conjunto,primeira rodada do trap contaminada por imports derivados do owner foi detectada e refeita com imports do descriptor,weave real nao exercitado (G6),nenhum,-,0.96,PASS,FIDELIDADE_DEMONSTRADA,-,particao exata; armadilha de nome simples coberta com imports de producao
BETA-SKS-03,SecretKeySpecSpec/ORDER (c3|c4)*(c1|c2),linguagem_formal,,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),PROVADO,tabelas :139-142; walks executaveis BetaDrive SKS-a/b/c/e,linguagem efetiva por objeto = ere do .mop,tabelas extraidas e exercitadas,comparacao com CrySL e de Alfa,nenhum,-,0.97,PASS,FIDELIDADE_DEMONSTRADA (artefato fiel ao .mop),-,tabelas verificadas pelo juiz (J1)
BETA-SKS-04,SecretKeySpecSpec/parentese excedente no c1,toolchain_android,FEN-SET-parenteses-tolerados,PASS,FIDELIDADE_DEMONSTRADA (condicao efetiva integra apesar da anomalia textual),MEDIDO,.mop:30 tem ')' excedente; .rvm:13 traz a condicao pretendida integra; sondas p1/p2: parenteses de fechamento excedentes produzem .rvm byte-identico sem qualquer diagnostico,o artefato realiza a condicao pretendida; a tolerancia do parser e defeito de conjunto (BETA-SET-05),gerada variante com parenteses extras e comparada por hash,-,nenhum nesta spec,minor,0.95,PASS,FIDELIDADE_DEMONSTRADA (condicao efetiva integra apesar da anomalia textual),minor,.rvm:13 verificado pelo juiz: condicao pretendida integra; defeito do parser fica no claim de conjunto
BETA-SKS-05,SecretKeySpecSpec/REQUIRES preparedKeyMaterial no ctor 4-arg,bindings_clausulas,FEN-SKS-requires-c2,FAIL,INCORRETA (REQUIRES abandonado no overload 4-arg; FN realizavel),PROVADO,c2 condition = whitelist && length (sem RANDOMIZED; .mop:37; .rvm:21); BetaDrive SKS-c: material NAO randomizado via ctor 4-arg -> GENERATED_KEY concedido com 0 erros; regra exige preparedKeyMaterial p/ ambos os ctors (SecretKeySpec.cryptsl:32-35); predicate_edges.csv:66 registra 'present-surrogate' sem restringir ao 2-arg,chave de material nao aleatorio ganha GENERATED_KEY e satisfaz downstream (Cipher/Mac init) -> FN realizavel demonstrado no plano da propriedade,procurado validate(RANDOMIZED) no c2/c4: inexistente em .mop/.rvm/artefato,elo downstream lido (leitores de GENERATED_KEY) e nao executado,FN demonstrado no plano do predicado,critica,0.93,FAIL,INCORRETA (REQUIRES abandonado no overload 4-args; FN realizavel),critica,executado (SKS-c); ausencia de validate(RANDOMIZED) verificada pelo juiz
BETA-SKS-06,SecretKeySpecSpec/@fail,diagnostico,FEN-SET-fail-morto,FAIL,INCORRETA (canal diagnostico morto),PROVADO,fail exige 2o evento no mesmo monitor por objeto (:359); mesma prova executavel do DHG-04,InvalidSequenceOfMethodCalls desta spec nunca emitido em trace real,rota real para 2o evento procurada: inexistente,nenhuma estrutural,FN de diagnostico local,major,0.95,FAIL,INCORRETA (canal @fail morto - higiene),minor,AJUSTADO major->minor: SKS tem canal vivo (c3/c4); mesma razao de BETA-PBE-05
BETA-SKS-07,SecretKeySpecSpec/whitelist de algoritmos,bindings_clausulas,FEN-SKS-whitelist-extra,FAIL,INCORRETA (constraint extra-oraculo com registro; FP realizavel vs oraculo cru),PROVADO,regra api30 SO tem length(keyMaterial)>=off+len (SecretKeySpec.cryptsl:27-29); BetaDrive SKS-b: 'DES' com material randomizado -> UnsatisfiedConstraint emitido e GENERATED_KEY negado; conformance_record.csv:21 registra lista como hand translation sem ancora derivada,acusacao e negacao de predicado para construcao legal pelo oraculo cru — FP demonstrado em execucao; registrado nao e aprovado (precedente do piloto),procurada constraint de membership na regra api30: ausente,vies do oraculo cru (perfil android modela disponibilidade) registrado por mandato da fase 0 — a direcao do vies aqui e acusar o que o oraculo aceita,FP realizavel demonstrado,critica,0.9,FAIL,INCORRETA (whitelist extra-oraculo; FP realizavel vs oraculo cru),critica,executado (SKS-b); registrado nao e aprovado (precedente piloto)
BETA-SKS-08,SecretKeySpecSpec/ENSURES speccedKey,predicados_composicao,,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (write-no-read D-S14 registrado),PROVADO,@match grava SPECCED_KEY (artefato :264; BetaDrive SKS-a executado); leitor inexistente nos 23 (grep; SecretKeyFactory nao modelado); registro em predicate_omissions.csv:10,escrita fiel a regra; efeito morto registrado; bloqueia alegacao de aderencia total,grep de SPECCED_KEY: so escritores (SKS e PBEKeySpec),registro gh101 contraditorio em outra linha — ver BETA-SET-07,nenhum,minor,0.92,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (write-no-read D-S14 registrado),minor,registro verificado; a alegada contradicao do registro cai (ver BETA-SET-07)
BETA-SET-01,conjunto/determinismo e reproducao,reprodutibilidade,,PASS,FIDELIDADE_DEMONSTRADA,MEDIDO,regeneracao independente: 20/20 artefatos byte-identicos ao manifesto da rodada; -merge de producao (23 specs): os 5 .rvm byte-identicos aos per-spec e tabelas identicas no MultiSpec; BetaDrive 3 reps com sha256 identico,cadeia de geracao deterministica e reproducao exata; nota REF-11: determinismo do gerador nao e replicacao independente,hash-compare em todos os artefatos e reps,-,nenhum,-,0.98,PASS,FIDELIDADE_DEMONSTRADA,-,20/20 byte-identicos re-verificados pelo juiz por hash; determinismo (nao replicacao) declarado
BETA-SET-02,gerador/parametro de spec nunca ligado,toolchain_android,FEN-HMC-monitor-global,FAIL,INCORRETA (defeito de toolchain: aceitacao silenciosa gera monitor global),PROVADO,HMACParameterSpecSpec aceito com exit 0 e stderr vazio apesar de nenhum evento ligar o parametro da spec; artefato resultante e global (Tuple2 :212) e produz FP provado (BetaDriveHmc),um mismatch de NOME entre parametro da spec e binding do evento muda silenciosamente a semantica de por-objeto para por-processo — sem warning,procurado qualquer diagnostico nas duas fases: inexistente,unico exemplar no lote; generalidade do padrao a confirmar nos demais lotes,FP latente em qualquer spec com typo de parametro,major,0.93,FAIL,INCORRETA (gerador aceita spec com parametro nao ligado sem warning -> monitor global),major,fato verificado pelo juiz (Tuple2 no artefato; exit 0 limpo no manifesto); FP do exemplar e critico e esta em BETA-HMC-03
BETA-SET-03,gerador/exit 0 com erro de parse,toolchain_android,FEN-SET-exit0-erro,FAIL,INCORRETA (defeito de toolchain: fail-open de exit code),MEDIDO,sonda p4: '(' excedente -> javamop imprime MOPException no stderr mas retorna EXIT 0 e nao gera NENHUM artefato; a spec sumiria do conjunto num pipeline gateado por exit code,reproducao primaria do fenomeno BETA-SET-04 do piloto na forma de batch A,exit code capturado e diretorio out inspecionado,tratamento de stderr pelo Command de producao nao verificado nesta rodada,FN em massa latente (spec inteira some silenciosamente),major,0.9,FAIL,INCORRETA (exit 0 com MOPException e zero artefatos),minor,"AJUSTADO major->minor: pipeline de producao compensa - stderr nao-vazio vira CommandException (rv_android_core/util/utils.py:41-52, verificado pelo juiz; precedente piloto BETA-SET-04); residual: chamadores com skip_stderr nao auditados"
BETA-SET-04,gerador/simbolo indefinido no ERE,toolchain_android,FEN-SET-failopen-simbolo,FAIL,INCORRETA (defeito de toolchain: fail-open de simbolo),MEDIDO,"sonda p3: c9 inexistente adicionado ao ERE do PBE -> exit 0 nas duas fases; c9 flui ao .rvm e e descartado em silencio (3 eventos, sem tabela)",fenomeno GAMA-GCM-01 do piloto reproduzido em primeira mao sobre forma do lote,artefato inspecionado por tabela/wrapper de c9: inexistentes,-,typo em spec futura mudaria a linguagem sem diagnostico,major,0.92,FAIL,INCORRETA (fail-open de simbolo indefinido no ERE),major,"reproducao primaria do fenomeno GAMA-GCM-01 do piloto (la: minor na instancia, major como padrao); aqui reivindicado como padrao -> major"
BETA-SET-05,gerador/parenteses de fechamento excedentes,toolchain_android,FEN-SET-parenteses-tolerados,FAIL,INCORRETA (defeito de toolchain: parse tolerante sem diagnostico),MEDIDO,"sondas p1/p2: ')' excedentes em pointcut/condition -> exit 0, stderr vazio, .rvm byte-identico; assimetria com '(' (p4: erro + exit 0)",texto malformado aceito sem aviso; benigno nos 5 (SKS carrega um exemplar congelado),comparacao por hash com artefato nao mutado,-,mascara typos; risco combinado com BETA-SET-03,minor,0.9,FAIL,INCORRETA (parse tolerante a ')' excedente sem diagnostico),major,"AJUSTADO minor->major: harmonizado com ALFA-SET-02 (mesmo fenomeno FEN-SET-failopen-parser, reivindicado como padrao de conjunto); instancia SKS segue benigna (BETA-SKS-04 PASS)"
BETA-SET-06,gerador/flags de categoria obsoletas em evento suprimido,toolchain_android,FEN-SET-flags-obsoletas,FAIL,INCORRETA (defeito de mecanismo do rv-monitor; exercitado a cada construcao monitorada),PROVADO,advice fundido chama 2 wrappers em sequencia; wrapper do evento suprimido testa flags sem consultar o retorno (ex. SKS :414-419); prova executavel: Property removida apos match e REESCRITA pelo handler re-executado no evento suprimido (PBE-a-stale e SKS-a-stale; 3 reps),@match re-executa em TODA construcao conforme destes 3 specs (PBE/IVP/SKS) — nao inerte como no GCM do piloto; benigno porque os handlers sao idempotentes,procurado guard no wrapper ou clear de flags no prologo: inexistentes,dano real exige handler nao-idempotente (inexistente no lote); severidade e do padrao set-wide,FP de efeito colateral latente em spec futura com handler nao idempotente,major,0.92,FAIL,INCORRETA (flags obsoletas re-executam handler; exercitado a cada construcao),major,prova executavel (PBE-a-stale/SKS-a-stale) + padrao verificado pelo juiz no dispatch; benigno no lote (idempotencia)
BETA-SET-07,registros gh101/consistencia,reprodutibilidade,,FAIL,INCORRETA (registro desatualizado contradiz artefato congelado),OBSERVADO_EM_ARTEFATO,predicate_edges.csv:67 marca ENSURES speccedKey de SecretKeySpecSpec como 'missing;translation-defect' mas o .mop congelado (:82) e o artefato (:264) GRAVAM SPECCED_KEY (executado em BetaDrive); predicate_omissions.csv:10 lista SecretKeySpecSpec como produtor (contradicao interna); mesmo padrao em edges:46 (MacSpec preparedHMAC 'missing') vs MacSpec.mop:99 que LE PREPARED_HMAC,os registros gh101 sao alegacoes (pre-registro par.1) e pelo menos 2 linhas estao desatualizadas frente ao conjunto congelado,"linhas conferidas contra .mop congelado, artefato gerado e execucao",escopo: nao auditei as demais linhas do csv,engana auditoria e score se usado como fonte primaria,minor,0.9,PASS,FIDELIDADE_DEMONSTRADA (registro coerente sob a semantica declarada de baseline),minor,"REVERTIDO de FAIL: README.md:17-18 declara predicate_edges como baseline pre-reparo 'kept as authored' (verificado pelo juiz); as 'contradicoes' sao a semantica declarada; mesma rota que levou Gama a retirar a suspeita (GAMA-SKS-05); residual: atrito de leitura, nao defeito"
BETA-SET-08,mesa de captura/triangulacao android.jar,captura_eventos,,PASS,FIDELIDADE_DEMONSTRADA (matching insensivel a anomalia de resolucao do jar para este lote),MEDIDO,"ctor sets dos 4 alvos javax.crypto.spec identicos em android-30/android-36(host)/android-37.0(host, default lexicografico do dexlib2 CLI); javax/xml/crypto ausente nos tres",a pendencia ConfigResolver.java:111-127 (jar lexicografico max) nao altera captura destes 5 specs,membros extraidos e comparados por javap dos .class dos tres jars,android-36 DO CONTAINER segue nao triangulado (REF-12) — pendencia mantida aberta,nenhum para este lote,minor,0.9,PASS,FIDELIDADE_DEMONSTRADA (matching insensivel a anomalia de resolucao do jar p/ este lote),minor,ctor sets identicos 30/36/37.0; pendencia do android-36 do container mantida aberta
BETA-SET-09,weaving ajc/execucao em device,toolchain_android,,INCONCLUSIVE,INCONCLUSIVA (exige weave+device; fase G6/G10),NAO_VERIFICADO,ajc ausente do PATH do host (toolchain_ambiente.md par.7); pendencias nomeadas: after-returning de ctor em ART; __LOC sob DEX; comportamento do ajc com tipo irresoluvel (HMC) no classpath android-30,meia-cadeia dexlib2 verificada estaticamente (descriptor==aj; MonitorInvokeBuilder.java:69-77; DexWeaver.java:303); nada convertido em PASS,-,sem device nesta fase por desenho do protocolo,desconhecido ate G6/G10,-,0.5,INCONCLUSIVE,INCONCLUSIVA (exige weave+device; fase G6/G10),-,pendencia nomeada; fora do denominador; nada convertido em PASS
GAMA-DHG-01,DHGenParameterSpecSpec/condition exponentSize<primeSize vs regra api30 sem CONSTRAINTS,predicados_composicao,FEN-DHG-SUPRESSAO-CONFORME,FAIL,INCORRETA,PROVADO,DHGenParameterSpec.cryptsl (sem CONSTRAINTS) vs mop:24; artefato gen_DHGenParameterSpecSpec/.../RuntimeMonitor.java:111-115 (return false antes de handleEvent); leitores KeyPairGeneratorSpec.mop:95-99 e :106-110,"construcao aceita pelo oraculo api30 e suprimida (sem evento, sem PREPARED_DH); KPG acusa UnsatisfiedConstraint no sitio/spec errados — FP realizavel com atribuicao deslocada; viola §13 (trace aceito pelo oraculo rejeitado pelo conjunto)",procurada a constraint na regra api30: inexistente; procurado registro em divergence_record/frozen_set_debt/README gh101: inexistente; vies do oraculo (ancora 1.5.2 tem a constraint) registrado,"fim-a-fim nao executado nesta rodada (pendencia G10-DHG-1: harness JVM DHGen+KPG); vies availability do MetaCrySL registrado, nao corrigido",FP downstream (KPG) para traces conformes ao oraculo; FN da propria teoria do .mop (construcao exp>=prime silenciosa),critica,0.85,FAIL,INCORRETA (supressao de trace oracle-conforme; FP deslocado no leitor KPG),critica,pendencia G10-DHG-1 fechada pelo juiz: J2 executado (3 reps) - FP fim-a-fim com a mensagem prevista; viola par.13 (trace aceito pelo oraculo rejeitado pelo conjunto)
GAMA-DHG-02,DHGenParameterSpecSpec/registro gh101 da divergencia da condition,reprodutibilidade,FEN-DHG-SUPRESSAO-CONFORME,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,"busca em data/gh101/divergence_record.csv (nenhuma linha DHGenParameterSpecSpec.mop), frozen_set_debt.md e README.md: nada; conformance_record.csv alega 'implication' que a regra api30 nao contem",divergencia .mop vs oraculo congelado sem classificacao em registro algum; reason do conformance_record descreve a ancora 1.5.2 sem declara-lo,procurado registro em todos os CSVs/MDs de data/gh101 e no README: inexistente,o registro pode existir fora de data/gh101 (nao encontrado nos caminhos declarados pela change),indireto: impede rastrear a decisao e o vies,major,0.9,FAIL,OMITIDA (divergencia critica sem registro em nenhum artefato gh101),major,varredura re-executada pelo juiz: divergence_record sem linha DHG; conformance_record:5 descreve a ancora 1.5.2 sem declara-lo
GAMA-DHG-03,DHGenParameterSpecSpec/@fail e __RESET,diagnostico,FEN-GCM-SUPRESSAO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"tabela {1,2,2} RuntimeMonitor.java:68 + indexacao por objeto (um construtor por identidade): fail inalcancavel; __RESET apenas dentro do handler morto",nenhum unknown emissivel por esta spec; nenhuma cascata pos-__RESET realizavel (analogo ALFA-CIP-22 vazio),procurado caminho de 2 eventos no mesmo monitor: impossivel por identidade,"vacuidade: PASS por inexistencia de canal, nao por qualidade de mensagem",nenhum,minor,0.95,PASS,FIDELIDADE_DEMONSTRADA (nenhum unknown emissivel; sem cascata __RESET),minor,DHG e parametrizado (verificado) - a prova por-objeto vale; contraste com HMC onde a mesma premissa falhou
GAMA-HMC-01,HMACParameterSpecSpec/classe monitorada vs android-30,toolchain_android,FEN-HMC-CLASSE-AUSENTE,FAIL,INCORRETA,MEDIDO,unzip -l android-30/android.jar (sha256 96ccfdc8...): 0 entradas javax/xml/crypto; 4 demais classes presentes; leitor MacSpec.mop:99-102,"spec vacua na plataforma api30 (classe so existiria embutida no app); PREPARED_HMAC inescrevivel on-platform => aresta MacSpec e acusacao garantida para qualquer Mac.init(key,params!=null) monitorado; oraculo api30 emitiu regra para classe indisponivel (vies registrado)","procurada a classe no jar congelado e registro da ausencia em gh101/README, frozen_set_debt, inventario_pareamento: inexistentes","app pode embutir a classe (JSR-105 libs) — vacuidade e da plataforma, nao universal; execucao nao realizada",na pratica FP potencial no leitor MacSpec; para HMC em si vacuidade (nem FP nem FN proprios),major,0.9,FAIL,INCORRETA (spec vacua na plataforma; leitor MacSpec vira acusacao garantida),major,0 entradas verificado pelo juiz; ausencia de registro confirmada; vies do oraculo registrado
GAMA-HMC-02,HMACParameterSpecSpec/canal diagnostico,diagnostico,FEN-GCM-SUPRESSAO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"tabela {1,2,2} RuntimeMonitor.java:94; regra sem CONSTRAINTS/REQUIRES: nenhum trace violador existe no oraculo",@fail morto e vacuamente conforme: nao ha violacao a reportar; nenhum unknown emissivel; sem cascata __RESET,"procurado trace violador na regra: inexistente (ORDER c1 unico, sem clausulas)",vacuidade depende da regra crua; sob outra ancora mudaria,nenhum,minor,0.95,FAIL,INCORRETA (@fail NAO e morto no HMC: monitor global dispara espurio com expecting=unknown em trace legal),major,REVERTIDO de PASS: premissa 'indexado pelo objeto' e falsa para HMC (Tuple2 verificado); J3 do juiz emite InvalidSequenceOfMethodCalls expecting=unknown; criticidade do fenomeno em BETA-HMC-03
GAMA-PBE-01,PBEParameterSpecSpec/CONSTRAINTS iterationCount>=10000 e REQUIRES randomized[salt] no construtor 3-arg,captura_eventos,FEN-PBE-C2-GAP,FAIL,OMITIDA,PROVADO,"c3 casa apenas PBEParameterSpec.new(byte[],int) (mop:42-43); c2 suprime violacao (RuntimeMonitor.java: return false antes de handleEvent); PREPARED_PBE sem leitor no conjunto (grep jca_android/*.mop; predicate_omissions.csv)","new PBEParameterSpec(salt,500,paramSpec) — violacao realizavel do oraculo — nao gera evento, monitor, report nem marca; silencio total e irrecuperavel downstream => FN",procurado ramo violador 3-arg em toda a spec e leitor de PREPARED_PBE em todo o conjunto: inexistentes,realizabilidade trivial (ctor retorna normalmente) porem nao executada (pendencia G10-PBE-1: harness JVM),FN realizavel (violacao 3-arg jamais reportada),critica,0.9,FAIL,OMITIDA (construtor 3-args sem ramo violador: silencio total),critica,executado por Beta (PBE-c); aspecto verificado pelo juiz; pendencia de atribuicao de dimensao (captura vs bindings) registrada por D-piloto-4 item 1 - mantida como criada
GAMA-PBE-02,PBEParameterSpecSpec/mensagem e categoria do c3,diagnostico,FEN-PBE-MSG-1000,FAIL,INCORRETA,OBSERVADO_EM_ARTEFATO,"mop:49-50 'expecting at least 1000 iterations' vs condition >=10000 (mop:45-48; RuntimeMonitor.java:195,199); categoria UnsafeAlgorithm vs UnsatisfiedConstraint dos irmaos IVP/SKS",mensagem falsa por 10x (desenvolvedor 'corrige' para 2000 e segue violando sem saber); categoria inconsistente contamina estatisticas por error_type; CONSTRAINT e REQUIRES conflados numa mensagem,conferido que o literal vem da spec e sobrevive ao artefato gerado,nenhuma execucao necessaria: literal no artefato,atrito diagnostico grave; sem FP/FN de deteccao,major,0.95,FAIL,INCORRETA (mensagem falsa 10x + categoria trocada + clausulas confladas),major,literais verificados pelo juiz no .mop e artefato; agregado das tres deficiencias sustenta major no gate G9
GAMA-PBE-03,PBEParameterSpecSpec/reparo layer-2 do c3 (familia D-S9),diagnostico,FEN-SET-LAYER2-REPARO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"transition_c3={0,2,2} (RuntimeMonitor.java:117); corpo reporta antes de handleEvent; flags Category ficam false; dispatch nao chama handler",erro especifico do c3 sai sozinho: sem InvalidSequenceOfMethodCalls espurio e sem acusacao deslocada — gate pre-registrado atendido neste caminho,procurada transicao c3->fail a partir de 0 e execucao de handler apos c3: inexistentes,"artefato de geracao unica (determinismo do gerador verificado no piloto, REF-11)",remocao de FP espurio confirmada,minor,0.95,PASS,FIDELIDADE_DEMONSTRADA (reparo layer-2 efetivo),minor,"walk do juiz: c3 {0,2,2}, report antes de handleEvent, flags false"
GAMA-PBE-04,PBEParameterSpecSpec/ENSURES preparedPBE writer-sem-reader,reprodutibilidade,FEN-PBE-WRITER-SEM-READER,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA,OBSERVADO_EM_ARTEFATO,predicate_omissions.csv linha PREPARED_PBE (consumidor AlgorithmParameters sem .mop; REQUIRES dropado na derivacao api30); grep confirma unico write mop:66,registro gh101 exato e coerente com o artefato: efeito morto documentado como omissao deliberada (D-S14 visto do produtor),procurado leitor em todo o conjunto e no proprio registro: coerentes,a limitacao segue bloqueando aderencia total do conjunto (modelo_semantico §7),nenhum adicional,minor,0.9,PASS,LIMITACAO_INEVITAVEL_DOCUMENTADA (registro exato),minor,omissions linha PREPARED_PBE verificada
GAMA-PBE-05,PBEParameterSpecSpec/registro gh101 do gap 3-arg,reprodutibilidade,FEN-PBE-C2-GAP,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,divergence_record.csv para PBEParameterSpecSpec.mop tem apenas o hunk 49b892006688 (reparo do c3); nada sobre a ausencia de ramo violador do c2,divergencia semanticamente relevante (silencio 3-arg) sem classificacao em registro,procurado em divergence_record/frozen_set_debt/README: inexistente,registro pode existir em outro artefato da change (nao encontrado nos caminhos declarados),indireto,major,0.85,FAIL,OMITIDA (lacuna 3-args sem classificacao em registro),major,varredura confirmada pelo juiz (hunk 49b892006688 cobre so o reparo c3)
GAMA-IVP-01,IvParameterSpecSpec/reparo layer-2 de c3/c4,diagnostico,FEN-SET-LAYER2-REPARO,PASS,FIDELIDADE_DEMONSTRADA,PROVADO,"transitions c3/c4={0,2,2} (RuntimeMonitor.java:139-140); corpo->handleEvent->flags false; jca twin tinha c3/c4 fora do ere (all-fail)",report especifico sai sozinho; sem espurio e sem deslocamento; reparo real no artefato efetivo,procurada transicao a fail em um passo e handler pos-c3/c4: inexistentes,geracao unica (REF-11),remocao de FP espurio confirmada,minor,0.95,PASS,FIDELIDADE_DEMONSTRADA (reparo layer-2 efetivo),minor,walk do juiz confirma
GAMA-IVP-02,IvParameterSpecSpec/expecting=unknown no unico canal de report (c3/c4),diagnostico,FEN-IVP-UNKNOWN-EXPECTING,FAIL,INCORRETA,PROVADO,"mop:48 e :55 usam ErrorDescription de 3 args; ErrorDescription.java:34-36 => expecting='unknown'; artefato RuntimeMonitor.java:221,238","o unico caminho de violacao da spec grava message=unknown no dataset — gate G9 'sem unknown' violado; irmaos PBE/SKS passam mensagem, IVP nao (estilo inconsistente na mesma familia de reparo)",procurado 4o argumento nos dois eventos: inexistente,atribuicao parcialmente recuperavel (regra tem 1 so REQUIRES) — mitiga mas nao satisfaz o gate,sem FP/FN de deteccao; atribuicao de clausula degradada,major,0.95,FAIL,INCORRETA (expecting=unknown no unico canal de report),major,verificado pelo juiz: mop:48/55 3-args; ErrorDescription.java:34-36; artefato :222/:239; gate G9 pre-registrado 'sem unknown' violado em caminho realizavel
GAMA-IVP-03,IvParameterSpecSpec/conjuntos extras de bounds no c2 (ausentes da regra),captura_eventos,FEN-IVP-BOUNDS-EXTRA,INCONCLUSIVE,INCONCLUSIVA,INFERIDO,mop:33-38 exige offset>=0&&len>=0&&iv.length>=offset+len; regra api30 sem CONSTRAINTS; c4 nega apenas RANDOMIZED (mop:54) => zona {randomized ^ bounds ruins} sem evento algum,zona de supressao silenciosa cuja realizabilidade depende de o construtor real retornar normalmente com bounds ruins; implementacao de referencia lanca excecao em todos os casos analisados — zona provavelmente vazia,procurado caso em que o ctor retorna com bounds ruins: nenhum identificado na implementacao de referencia (nao executado contra ART),"sem execucao contra a implementacao real (pendencia G10-IVP-1: harness JVM/ART, estilo D-piloto-2)",FN hipotetico apenas se a zona for realizavel,minor,0.7,PASS,"DIVERGENCIA_EQUIVALENTE_COMPROVADA (zona de supressao inalcancavel via after-returning; provado em JVM, ART pendente G10)",minor,RESOLVIDO de INCONCLUSIVE: a realizabilidade foi respondida por dois harnesses executados na rodada (Alfa T1a-T1d; Beta IVP-e inclusive overflow) - todas as formas lancam; REV.2 (REF-B-06): qualificador de escopo JVM/ART incorporado ao rotulo do estado (principio par.3.7); mesmo status de ALFA-IVP-02
GAMA-IVP-04,IvParameterSpecSpec/registro gh101 dos bounds extras,reprodutibilidade,FEN-IVP-BOUNDS-EXTRA,FAIL,OMITIDA,OBSERVADO_EM_ARTEFATO,divergence_record.csv para IvParameterSpec.mop tem apenas o hunk f4fe01f5b82c (layer-2); busca por offset/len/bounds: nada,divergencia .mop vs regra (conjuntos adicionados) sem classificacao registrada — major por criterio pre-registrado §4 mesmo com impacto provavelmente nulo,procurado em divergence_record/frozen_set_debt/README: inexistente,impacto material provavelmente nulo (ver GAMA-IVP-03),indireto,major,0.85,FAIL,OMITIDA (conjuntos extras sem classificacao em registro),major,varredura confirmada (so hunk f4fe01f5b82c); criterio pre-registrado par.4 'divergencia sem classificacao' e precedente REF-05 do piloto mantem major mesmo com impacto provado nulo
