AlgorithmParametersSpec | ALGORITHMPARAMETERS-ALG-00 | get | org.fedorahosted.freeotp.encryptor.EncryptedKey.decrypt | lines=17 runkeys=17 | src={'EncryptedKey.java:54': 17} | apks=['org.fedorahosted.freeotp_48.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | github.paroj.dsub2000.util.Util.md5Hex | lines=282 runkeys=99 | src={'Util.java:1006': 282} | apks=['github.paroj.dsub2000_217.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | io.ktor.util.CryptoKt__CryptoJvmKt.Digest | lines=1 runkeys=1 | src={'CryptoJvm.kt:47': 1} | apks=['com.serwylo.retrowars_70.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | io.sentry.util.StringUtils.calculateStringHash | lines=125 runkeys=101 | src={'StringUtils.java:127': 125} | apks=['com.sapuseven.untis_29198884.apk', 'rocks.poopjournal.metadataremover_20020.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | me.timschneeberger.rootlessjamesdsp.utils.extensions.MiscUtilsKt.getMd5 | lines=1 runkeys=1 | src={'MiscUtils.kt:71': 1} | apks=['me.timschneeberger.rootlessjamesdsp_51.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | net.gaast.giggity.Schedule$Item.hashCode | lines=117 runkeys=86 | src={'Schedule.java:1151': 117} | apks=['net.gaast.giggity_769.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | okio.ByteString.digest$jvm | lines=3 runkeys=3 | src={'ByteString.kt:103': 3} | apks=['me.testcase.ognarviewer_25.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | okio.ByteString.digest$okio | lines=1503 runkeys=698 | src={'ByteString.kt:82': 1503} | apks=['app.pachli_50.apk', 'com.absinthe.libchecker_2671.apk', 'com.cointrend_10304.apk', 'com.flxrs.dankchat_40038.apk', 'com.nononsenseapps.feeder.play_4025.apk', 'com.starry.myne_500.apk', 'eu.darken.sdmse_10705000.apk', 'me.timschneeberger.rootlessjamesdsp_51.apk', 'net.phbwt.paperwork_1003007.apk', 'org.nqmgaming.aneko_34.apk', 'org.openhab.habdroid_589.apk', 'org.wikipedia_50595.apk', 'ua.com.radiokot.photoprism_67.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | org.eclipse.jgit.lib.Constants.newMessageDigest | lines=5 runkeys=5 | src={'Constants.java:501': 5} | apks=['com.ivanovsky.passnotes_11700.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | org.fossify.commons.views.PinTab.getHashedPin | lines=4 runkeys=4 | src={'PinTab.kt:134': 4} | apks=['org.fossify.notes_13.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-02 | g4 | org.quantumbadger.redreader.common.General.sha1 | lines=86 runkeys=69 | src={'General.kt:536': 86} | apks=['org.quantumbadger.redreader_117.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.absinthe.rulesbundle.utils.HashUtils.digest | lines=162 runkeys=98 | src={'HashUtils.kt:19': 162} | apks=['com.absinthe.libchecker_2671.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.andrognito.patternlockview.utils.PatternLockUtils.patternToSha1 | lines=5 runkeys=5 | src={'PatternLockUtils.java:93': 5} | apks=['org.fossify.notes_13.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.crazylegend.crashyreporter.extensions.ExtensionFunctionsKt.getCurrentSignatures | lines=1 runkeys=1 | src={'ExtensionFunctions.kt:299': 1} | apks=['com.jerboa_87.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.google.android.gms.ads.internal.util.client.zzf.zzG | lines=244 runkeys=99 | src={'com.google.android.gms:play-services-ads-api@@25.3.0:3': 244} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.google.android.gms.ads.internal.util.client.zzf.zzj | lines=245 runkeys=99 | src={'com.google.android.gms:play-services-ads-api@@25.3.0:8': 245} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.google.android.gms.internal.ads.zzazv.zze | lines=244 runkeys=99 | src={'com.google.android.gms:play-services-ads@@25.3.0:6': 244} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.google.firebase.crashlytics.internal.common.CommonUtils.hash | lines=702 runkeys=297 | src={'CommonUtils.java:171': 538, 'CommonUtils.java:166': 164} | apks=['com.ds.avare_404.apk', 'com.tananaev.passportreader_22.apk', 'org.glpi.inventory.agent_39469.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.schwegelbin.openbible.logic.GettersKt.getChecksum | lines=121 runkeys=62 | src={'Getters.kt:138': 121} | apks=['com.schwegelbin.openbible_46.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.vrem.wifianalyzer.wifi.accesspoint.AccessPointsAdapterData.calculateChildType | lines=180 runkeys=99 | src={'AccessPointsAdapterData.kt:72': 180} | apks=['com.vrem.wifianalyzer_71.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | com.vrem.wifianalyzer.wifi.graphutils.GraphWrapper.calculateGraphType | lines=107 runkeys=54 | src={'GraphWrapper.kt:172': 107} | apks=['com.vrem.wifianalyzer_71.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | de.stephanlindauer.criticalmaps.utils.AeSimpleSHA1.SHA1 | lines=172 runkeys=98 | src={'AeSimpleSHA1.java:17': 172} | apks=['de.stephanlindauer.criticalmaps_104.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | io.ktor.util.DigestImpl.build-impl | lines=1 runkeys=1 | src={'CryptoJvm.kt:58': 1} | apks=['com.serwylo.retrowars_70.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | net.gaast.giggity.Schedule$Item.hashCode | lines=117 runkeys=86 | src={'Schedule.java:1153': 117} | apks=['net.gaast.giggity_769.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | okio.ByteString.digest$okio | lines=1504 runkeys=699 | src={'ByteString.kt:84': 1504} | apks=['app.pachli_50.apk', 'com.absinthe.libchecker_2671.apk', 'com.cointrend_10304.apk', 'com.flxrs.dankchat_40038.apk', 'com.nononsenseapps.feeder.play_4025.apk', 'com.starry.myne_500.apk', 'eu.darken.sdmse_10705000.apk', 'me.timschneeberger.rootlessjamesdsp_51.apk', 'net.phbwt.paperwork_1003007.apk', 'org.nqmgaming.aneko_34.apk', 'org.openhab.habdroid_589.apk', 'org.wikipedia_50595.apk', 'ua.com.radiokot.photoprism_67.apk']
MessageDigestSpec | MESSAGEDIGEST-ALG-03 | d1 | org.fossify.commons.views.PinTab.getHashedPin | lines=4 runkeys=4 | src={'PinTab.kt:136': 4} | apks=['org.fossify.notes_13.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.absinthe.rulesbundle.utils.HashUtils.digest | lines=162 runkeys=98 | src={'HashUtils.kt:19': 162} | apks=['com.absinthe.libchecker_2671.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.andrognito.patternlockview.utils.PatternLockUtils.patternToSha1 | lines=5 runkeys=5 | src={'PatternLockUtils.java:93': 5} | apks=['org.fossify.notes_13.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.crazylegend.crashyreporter.extensions.ExtensionFunctionsKt.getCurrentSignatures | lines=1 runkeys=1 | src={'ExtensionFunctions.kt:299': 1} | apks=['com.jerboa_87.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.google.android.gms.ads.internal.util.client.zzf.zzG | lines=244 runkeys=99 | src={'com.google.android.gms:play-services-ads-api@@25.3.0:3': 244} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.google.android.gms.ads.internal.util.client.zzf.zzj | lines=245 runkeys=99 | src={'com.google.android.gms:play-services-ads-api@@25.3.0:8': 245} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.google.android.gms.internal.ads.zzazv.zze | lines=244 runkeys=99 | src={'com.google.android.gms:play-services-ads@@25.3.0:6': 244} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher.hash | lines=16 runkeys=14 | src={'MessageDigestHashFunction.java:167': 16} | apks=['ua.com.radiokot.photoprism_67.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.google.firebase.crashlytics.internal.common.CommonUtils.hash | lines=702 runkeys=297 | src={'CommonUtils.java:171': 538, 'CommonUtils.java:166': 164} | apks=['com.ds.avare_404.apk', 'com.tananaev.passportreader_22.apk', 'org.glpi.inventory.agent_39469.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.schwegelbin.openbible.logic.GettersKt.getChecksum | lines=121 runkeys=62 | src={'Getters.kt:138': 121} | apks=['com.schwegelbin.openbible_46.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.vrem.wifianalyzer.wifi.accesspoint.AccessPointsAdapterData.calculateChildType | lines=180 runkeys=99 | src={'AccessPointsAdapterData.kt:72': 180} | apks=['com.vrem.wifianalyzer_71.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | com.vrem.wifianalyzer.wifi.graphutils.GraphWrapper.calculateGraphType | lines=107 runkeys=54 | src={'GraphWrapper.kt:172': 107} | apks=['com.vrem.wifianalyzer_71.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | de.stephanlindauer.criticalmaps.utils.AeSimpleSHA1.SHA1 | lines=172 runkeys=98 | src={'AeSimpleSHA1.java:17': 172} | apks=['de.stephanlindauer.criticalmaps_104.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | io.ktor.util.DigestImpl.build-impl | lines=1 runkeys=1 | src={'CryptoJvm.kt:58': 1} | apks=['com.serwylo.retrowars_70.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | io.matthewnelson.kmp.tor.runtime.FileID$Companion.createFID | lines=87 runkeys=75 | src={'FileID.kt:59': 87} | apks=['app.michaelwuensch.bitbanana_79.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | net.gaast.giggity.Schedule$Item.hashCode | lines=117 runkeys=86 | src={'Schedule.java:1153': 117} | apks=['net.gaast.giggity_769.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | okio.ByteString.digest$okio | lines=1505 runkeys=699 | src={'ByteString.kt:84': 1505} | apks=['app.pachli_50.apk', 'com.absinthe.libchecker_2671.apk', 'com.cointrend_10304.apk', 'com.flxrs.dankchat_40038.apk', 'com.nononsenseapps.feeder.play_4025.apk', 'com.starry.myne_500.apk', 'eu.darken.sdmse_10705000.apk', 'me.timschneeberger.rootlessjamesdsp_51.apk', 'net.phbwt.paperwork_1003007.apk', 'org.nqmgaming.aneko_34.apk', 'org.openhab.habdroid_589.apk', 'org.wikipedia_50595.apk', 'ua.com.radiokot.photoprism_67.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d1 | org.fossify.commons.views.PinTab.getHashedPin | lines=4 runkeys=4 | src={'PinTab.kt:136': 4} | apks=['org.fossify.notes_13.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | com.apk.axml.APKParser.getCertificateFingerprint | lines=106 runkeys=73 | src={'APKParser.java:124': 106} | apks=['com.smartpack.packagemanager_79.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | com.google.android.gms.common.util.AndroidUtilsLight.getPackageCertificateHashBytes | lines=257 runkeys=198 | src={'com.google.android.gms:play-services-basement@@18.9.0:4': 133, 'com.google.android.gms:play-services-basement@@18.3.0:4': 124} | apks=['com.tananaev.passportreader_22.apk', 'org.glpi.inventory.agent_39469.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | com.google.android.gms.measurement.internal.zzgi.zzh | lines=551 runkeys=212 | src={'com.google.android.gms:play-services-measurement-impl@@23.2.0:29': 306, 'com.google.android.gms:play-services-measurement-impl@@23.0.0:29': 245} | apks=['com.craxiom.networksurvey_114.apk', 'com.ds.avare_404.apk', 'com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | com.google.android.gms.measurement.internal.zzop.zza | lines=164 runkeys=99 | src={'com.google.android.gms:play-services-measurement-impl@@22.1.0:176': 164} | apks=['org.glpi.inventory.agent_39469.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | com.password.monitor.utils.HashUtils$Companion$getHashPrefixAndSuffix$2.invokeSuspend | lines=63 runkeys=48 | src={'HashUtils.kt:34': 63} | apks=['com.password.monitor_102.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | com.sapuseven.untis.data.cache.DiskCache.getCacheFile | lines=56 runkeys=55 | src={'DiskCache.kt:63': 56} | apks=['com.sapuseven.untis_29198884.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | eu.faircode.email.Helper.getFingerprint | lines=47 runkeys=43 | src={'Helper.java:3308': 47} | apks=['eu.faircode.email_2322.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | github.paroj.dsub2000.util.Util.md5Hex | lines=282 runkeys=99 | src={'Util.java:1007': 282} | apks=['github.paroj.dsub2000_217.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | io.matthewnelson.kmp.tor.runtime.FileID$Companion.createFID$lambda$0 | lines=85 runkeys=74 | src={'FileID.kt:57': 85} | apks=['app.michaelwuensch.bitbanana_79.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | io.sentry.util.StringUtils.calculateStringHash | lines=125 runkeys=101 | src={'StringUtils.java:132': 125} | apks=['com.sapuseven.untis_29198884.apk', 'rocks.poopjournal.metadataremover_20020.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | me.timschneeberger.rootlessjamesdsp.utils.extensions.MiscUtilsKt.getMd5 | lines=1 runkeys=1 | src={'MiscUtils.kt:71': 1} | apks=['me.timschneeberger.rootlessjamesdsp_51.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | okio.ByteString.digest$jvm | lines=3 runkeys=3 | src={'ByteString.kt:103': 3} | apks=['me.testcase.ognarviewer_25.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | org.eclipse.jgit.storage.file.FileBasedConfig.hash | lines=5 runkeys=5 | src={'FileBasedConfig.java:208': 5} | apks=['com.ivanovsky.passnotes_11700.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | d2 | org.quantumbadger.redreader.common.General.sha1 | lines=86 runkeys=69 | src={'General.kt:540': 86} | apks=['org.quantumbadger.redreader_117.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.absinthe.rulesbundle.utils.HashUtils.digest | lines=162 runkeys=98 | src={'HashUtils.kt:18': 162} | apks=['com.absinthe.libchecker_2671.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.andrognito.patternlockview.utils.PatternLockUtils.patternToSha1 | lines=5 runkeys=5 | src={'PatternLockUtils.java:91': 5} | apks=['org.fossify.notes_13.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.crazylegend.crashyreporter.extensions.ExtensionFunctionsKt.getCurrentSignatures | lines=1 runkeys=1 | src={'ExtensionFunctions.kt:298': 1} | apks=['com.jerboa_87.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.google.android.gms.ads.internal.util.client.zzf.zzG | lines=244 runkeys=99 | src={'com.google.android.gms:play-services-ads-api@@25.3.0:2': 244} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.google.android.gms.ads.internal.util.client.zzf.zzj | lines=490 runkeys=99 | src={'com.google.android.gms:play-services-ads-api@@25.3.0:6': 245, 'com.google.android.gms:play-services-ads-api@@25.3.0:7': 245} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.google.android.gms.internal.ads.zzazv.zze | lines=244 runkeys=99 | src={'com.google.android.gms:play-services-ads@@25.3.0:5': 244} | apks=['com.tananaev.passportreader_22.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.google.common.hash.MessageDigestHashFunction$MessageDigestHasher.update | lines=16 runkeys=14 | src={'MessageDigestHashFunction.java:149': 16} | apks=['ua.com.radiokot.photoprism_67.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.google.firebase.crashlytics.internal.common.CommonUtils.hash | lines=702 runkeys=297 | src={'CommonUtils.java:169': 538, 'CommonUtils.java:164': 164} | apks=['com.ds.avare_404.apk', 'com.tananaev.passportreader_22.apk', 'org.glpi.inventory.agent_39469.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.schwegelbin.openbible.logic.GettersKt.getChecksum | lines=156 runkeys=64 | src={'Getters.kt:135': 156} | apks=['com.schwegelbin.openbible_46.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.vrem.wifianalyzer.wifi.accesspoint.AccessPointsAdapterData.calculateChildType | lines=180 runkeys=99 | src={'AccessPointsAdapterData.kt:68': 180} | apks=['com.vrem.wifianalyzer_71.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | com.vrem.wifianalyzer.wifi.graphutils.GraphWrapper.calculateGraphType | lines=107 runkeys=54 | src={'GraphWrapper.kt:168': 107} | apks=['com.vrem.wifianalyzer_71.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | de.stephanlindauer.criticalmaps.utils.AeSimpleSHA1.SHA1 | lines=172 runkeys=98 | src={'AeSimpleSHA1.java:16': 172} | apks=['de.stephanlindauer.criticalmaps_104.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | io.ktor.util.DigestImpl.plusAssign-impl | lines=1 runkeys=1 | src={'CryptoJvm.kt:51': 1} | apks=['com.serwylo.retrowars_70.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | io.matthewnelson.kmp.tor.runtime.FileID$Companion.createFID$lambda$0 | lines=84 runkeys=73 | src={'FileID.kt:58': 84} | apks=['app.michaelwuensch.bitbanana_79.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | net.gaast.giggity.Schedule$Item.hashCode | lines=117 runkeys=86 | src={'Schedule.java:1152': 117} | apks=['net.gaast.giggity_769.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | okio.ByteString.digest$okio | lines=1505 runkeys=699 | src={'ByteString.kt:83': 1505} | apks=['app.pachli_50.apk', 'com.absinthe.libchecker_2671.apk', 'com.cointrend_10304.apk', 'com.flxrs.dankchat_40038.apk', 'com.nononsenseapps.feeder.play_4025.apk', 'com.starry.myne_500.apk', 'eu.darken.sdmse_10705000.apk', 'me.timschneeberger.rootlessjamesdsp_51.apk', 'net.phbwt.paperwork_1003007.apk', 'org.nqmgaming.aneko_34.apk', 'org.openhab.habdroid_589.apk', 'org.wikipedia_50595.apk', 'ua.com.radiokot.photoprism_67.apk']
MessageDigestSpec | MESSAGEDIGEST-ORDER-00 | update | org.fossify.commons.views.PinTab.getHashedPin | lines=4 runkeys=4 | src={'PinTab.kt:135': 4} | apks=['org.fossify.notes_13.apk']
PBEKeySpecSpec | PBEKEYSPEC-CONSTR-00 | c1 | app.michaelwuensch.bitbanana.util.UtilFunctions.encodePbkdf2 | lines=1 runkeys=1 | src={'UtilFunctions.java:93': 1} | apks=['app.michaelwuensch.bitbanana_79.apk']
PBEKeySpecSpec | PBEKEYSPEC-CONSTR-00 | c1 | com.google.android.vending.licensing.AESObfuscator.<init> | lines=227 runkeys=99 | src={'AESObfuscator.java:59': 227} | apks=['org.totschnig.myexpenses_858.apk']
RSAKeyGenParameterSpecSpec | RSAKEYGENPARAMETERSPEC-KEYSIZE-00 | c1 | org.bouncycastle.jcajce.provider.asymmetric.compositesignatures.CompositeIndex.<clinit> | lines=1095 runkeys=97 | src={'Unknown Source:358': 219, 'Unknown Source:381': 219, 'Unknown Source:636': 219, 'Unknown Source:659': 219, 'Unknown Source:888': 219} | apks=['eu.faircode.email_2322.apk']
SSLContextSpec | SSLCONTEXT-FORB-00 | getDefault | at.bitfire.cert4android.CustomCertService.<clinit> | lines=6 runkeys=5 | src={'CustomCertService.kt:65': 6} | apks=['com.etesync.syncadapter_20700.apk']
SSLContextSpec | SSLCONTEXT-ORDER-00 | engine | at.bitfire.cert4android.CustomCertService.<clinit> | lines=6 runkeys=5 | src={'CustomCertService.kt:65': 6} | apks=['com.etesync.syncadapter_20700.apk']
SSLContextSpec | SSLCONTEXT-PROTO-00 | init | de.lukasneugebauer.nextcloudcookbook.core.util.OkHttpClientProvider.configureTrustAllCertificates | lines=96 runkeys=75 | src={'OkHttpClientProvider.kt:74': 96} | apks=['de.lukasneugebauer.nextcloudcookbook_62.apk']
SecretKeyFactorySpec | SECRETKEYFACTORY-ALG-00 | get | app.michaelwuensch.bitbanana.util.UtilFunctions.encodePbkdf2 | lines=1 runkeys=1 | src={'UtilFunctions.java:94': 1} | apks=['app.michaelwuensch.bitbanana_79.apk']
SecretKeyFactorySpec | SECRETKEYFACTORY-ALG-00 | get | com.google.android.vending.licensing.AESObfuscator.<init> | lines=227 runkeys=99 | src={'AESObfuscator.java:57': 227} | apks=['org.totschnig.myexpenses_858.apk']
SecretKeySpecSpec | SECRETKEYSPEC-ALG-00 | c1 | com.beemdevelopment.aegis.crypto.otp.HOTP.getHash | lines=2 runkeys=2 | src={'HOTP.java:32': 2} | apks=['com.beemdevelopment.aegis_81.apk']
SecretKeySpecSpec | SECRETKEYSPEC-ALG-00 | c1 | org.cry.otp.HOTP.hmac_sha1 | lines=1 runkeys=1 | src={'HOTP.java:32': 1} | apks=['org.cry.otp_31.apk']
SecretKeySpecSpec | SECRETKEYSPEC-ALG-00 | c1 | org.cry.otp.TOTP.hmac_sha | lines=3 runkeys=3 | src={'TOTP.java:46': 3} | apks=['org.cry.otp_31.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | genSeed | io.ktor.util.NonceKt$nonceGeneratorJob$1.invokeSuspend | lines=6 runkeys=3 | src={'Nonce.kt:43': 3, 'Nonce.kt:63': 3} | apks=['com.serwylo.retrowars_70.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | genSeed | org.spongycastle.crypto.prng.BasicEntropySourceProvider$1.getEntropy | lines=244 runkeys=99 | src={'BasicEntropySourceProvider.java:53': 244} | apks=['com.tananaev.passportreader_22.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | genSeed | org.spongycastle.jcajce.provider.drbg.DRBG.createBaseRandom | lines=488 runkeys=99 | src={'DRBG.java:128': 244, 'DRBG.java:133': 244} | apks=['com.tananaev.passportreader_22.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | genSeed | org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom.<init> | lines=244 runkeys=99 | src={'DRBG.java:233': 244} | apks=['com.tananaev.passportreader_22.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | genSeed | org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource.getEntropy | lines=244 runkeys=99 | src={'DRBG.java:294': 244} | apks=['com.tananaev.passportreader_22.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | genSeed | org.spongycastle.jcajce.provider.drbg.DRBG$HybridSecureRandom$SignallingEntropySource$EntropyGatherer.run | lines=244 runkeys=99 | src={'DRBG.java:326': 244} | apks=['com.tananaev.passportreader_22.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | next2 | io.ktor.util.NonceKt$nonceGeneratorJob$1.invokeSuspend | lines=663 runkeys=100 | src={'Nonce.kt:63': 657, 'Nonce.kt:46': 3, 'Nonce.kt:48': 3} | apks=['com.flxrs.dankchat_40038.apk', 'com.serwylo.retrowars_70.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | next2 | io.treehouses.remote.ssh.Encryptor.encrypt | lines=1 runkeys=1 | src={'Encryptor.kt:65': 1} | apks=['io.treehouses.remote_6098.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | setSeed1 | io.ktor.util.NonceKt$nonceGeneratorJob$1.invokeSuspend | lines=663 runkeys=100 | src={'Nonce.kt:77': 660, 'Nonce.kt:62': 3} | apks=['com.flxrs.dankchat_40038.apk', 'com.serwylo.retrowars_70.apk']
SecureRandomSpec | SECURERANDOM-ORDER-00 | setSeed2 | io.ktor.util.NonceKt$nonceGeneratorJob$1.invokeSuspend | lines=1992 runkeys=102 | src={'Nonce.kt:81': 672, 'Nonce.kt:78': 660, 'Nonce.kt:58': 651, 'Nonce.kt:43': 3, 'Nonce.kt:63': 3, 'Nonce.kt:66': 3} | apks=['com.flxrs.dankchat_40038.apk', 'com.serwylo.retrowars_70.apk']
SignatureSpec | SIGNATURE-ALG-03 | i4 | org.bouncycastle.operator.jcajce.JcaContentVerifierProviderBuilder.createRawSig | lines=1 runkeys=1 | src={'Unknown Source:13': 1} | apks=['systems.sieber.droid_scep_7.apk']
SignatureSpec | SIGNATURE-ORDER-00 | s1 | org.bouncycastle.operator.jcajce.JcaContentSignerBuilder$1.getSignature | lines=1 runkeys=1 | src={'Unknown Source:7': 1} | apks=['systems.sieber.droid_scep_7.apk']
SignatureSpec | SIGNATURE-ORDER-00 | update | org.bouncycastle.jcajce.io.SignatureUpdatingOutputStream.write | lines=2 runkeys=1 | src={'Unknown Source:8': 1, 'Unknown Source:7': 1} | apks=['systems.sieber.droid_scep_7.apk']
SignatureSpec | SIGNATURE-ORDER-00 | update | org.conscrypt.OpenSSLX509Certificate.verifyInternal | lines=6 runkeys=5 | src={'OpenSSLX509Certificate.java:402': 6} | apks=['com.etesync.syncadapter_20700.apk']
SignatureSpec | SIGNATURE-ORDER-00 | v1 | org.conscrypt.OpenSSLX509Certificate.verifyInternal | lines=6 runkeys=5 | src={'OpenSSLX509Certificate.java:403': 6} | apks=['com.etesync.syncadapter_20700.apk']

==== cascade overlap: for each ORDER-00 site, fraction of its runkeys that also carry a non-ORDER code in same spec/class/method ====
AlgorithmParametersSpec | org.fedorahosted.freeotp.encryptor.EncryptedKey.<init> | ORDER runkeys=17 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
CipherSpec | com.beemdevelopment.aegis.crypto.CryptoUtils.encrypt | ORDER runkeys=6 | with other non-ORDER code same runkey=0 | with NOBS same runkey=0 | other codes=[]
CipherSpec | com.google.android.gms.internal.ads.zzbbe.zzb | ORDER runkeys=98 | with other non-ORDER code same runkey=0 | with NOBS same runkey=98 | other codes=[]
CipherSpec | com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce.decrypt | ORDER runkeys=86 | with other non-ORDER code same runkey=0 | with NOBS same runkey=86 | other codes=[]
CipherSpec | com.google.crypto.tink.aead.internal.InsecureNonceAesGcmJce.encrypt | ORDER runkeys=112 | with other non-ORDER code same runkey=0 | with NOBS same runkey=112 | other codes=[]
