mop_file,rule,variable,rule_object,verdict,changed_from_jca,mop_literals,rule_literals,spelling_variants,aliases,unmatched,absent_from_mop,reason
jca_android/KeyManagerFactorySpec.mop,generated/api30/KeyManagerFactory.cryptsl,-,"neverTypeOf(password, java.lang.String)",deferred-constant,no,-,-,-,-,-,"neverTypeOf(password, java.lang.String)","clause at KeyManagerFactory.cryptsl:39. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/KeyStoreSpec.mop,generated/api30/KeyStore.cryptsl,-,"neverTypeOf(passwordIn, java.lang.String)",deferred-constant,no,-,-,-,-,-,"neverTypeOf(passwordIn, java.lang.String)","clause at KeyStore.cryptsl:83. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/KeyStoreSpec.mop,generated/api30/KeyStore.cryptsl,-,"neverTypeOf(passwordOut, java.lang.String)",deferred-constant,no,-,-,-,-,-,"neverTypeOf(passwordOut, java.lang.String)","clause at KeyStore.cryptsl:85. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/KeyStoreSpec.mop,generated/api30/KeyStore.cryptsl,-,"neverTypeOf(passwordKey, java.lang.String)",deferred-constant,no,-,-,-,-,-,"neverTypeOf(passwordKey, java.lang.String)","clause at KeyStore.cryptsl:87. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/MacSpec.mop,generated/api30/Mac.cryptsl,-,offset < len,deferred-constant,no,-,-,-,-,-,offset < len,"clause at Mac.cryptsl:73. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/MacSpec.mop,generated/api30/Mac.cryptsl,-,length(output1) > outOffset,deferred-constant,no,-,-,-,-,-,length(output1) > outOffset,"clause at Mac.cryptsl:75. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/MessageDigestSpec.mop,generated/api30/MessageDigest.cryptsl,-,pre_len > pre_off,deferred-constant,no,-,-,-,-,-,pre_len > pre_off,"clause at MessageDigest.cryptsl:65. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/MessageDigestSpec.mop,generated/api30/MessageDigest.cryptsl,-,len > off,deferred-constant,no,-,-,-,-,-,len > off,"clause at MessageDigest.cryptsl:67. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/PBEKeySpecSpec.mop,generated/api30/PBEKeySpec.cryptsl,-,"neverTypeOf(password, java.lang.String)",deferred-constant,no,-,-,-,-,-,"neverTypeOf(password, java.lang.String)","clause at PBEKeySpec.cryptsl:35. the api30 rule declares this clause and no .mop of the frozen jca ever tested it (CRYSL-NAO-IMPLEMENTADO row of constraint_table.csv). Transcribing it would add a check the set has never run, whose false-positive behaviour on the 97,018-row corpus is unmeasured — the same class of behavioural risk D-1 refused for the 94-hunk replay and D-6 for the arity filter. Leaving it out adds no accusation: the successor set is exactly as silent here as the frozen jca was, so no report moves. Promotion to a transcribed check is task 2.14, after the differential harness of task 6.9 has sized the accusations the check would add; a clause the harness cannot size stays deferred (D-30, INV-INS-125)."
jca_android/CipherSpec.mop,-,currentTransformation,-,guard-on-field: repaired,guard and message,"CipherSpec.mop:72, 87",-,-,none,c.getAlgorithm(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: unchanged (label); A accused CIPHER-ALG-00 val='AES/CBC/PKCS5Padding' at i1, B accuses ORDER only at the same event. Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentTransformation`; after task 7.4 the message reads `c.getAlgorithm()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/CipherSpec-guard-on-field.txt keeps the case replayable."
jca_android/KeyGeneratorSpec.mop,-,currentAlgorithmInstance,-,guard-on-field: repaired,guard and message,KeyGeneratorSpec.mop:75,-,-,none,k.getAlgorithm(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: moved (label); A accused at init and gk1, B at init only -- KEYGENERATOR-ALG-00 val='AES' removed. Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentAlgorithmInstance`; after task 7.4 the message reads `k.getAlgorithm()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/KeyGeneratorSpec-guard-on-field.txt keeps the case replayable."
jca_android/KeyManagerFactorySpec.mop,-,currentAlgorithmInstance,-,guard-on-field: repaired,guard and message,KeyManagerFactorySpec.mop:65,-,-,none,k.getAlgorithm(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: unchanged; the trace does not reach the value site (undefined first transition sends the monitor to fail before the body runs). Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentAlgorithmInstance`; after task 7.4 the message reads `k.getAlgorithm()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/KeyManagerFactorySpec-guard-on-field.txt keeps the case replayable."
jca_android/KeyStoreSpec.mop,-,currentKSType,-,guard-on-field: repaired,guard and message,KeyStoreSpec.mop:78,-,-,none,k.getType(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: moved (label); A accused at load and gk1, B at load only. Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentKSType`; after task 7.4 the message reads `k.getType()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/KeyStoreSpec-guard-on-field.txt keeps the case replayable."
jca_android/MacSpec.mop,-,currentAlgorithmInstance,-,guard-on-field: repaired,guard and message,"MacSpec.mop:59, 71",-,-,none,m.getAlgorithm(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: unchanged; the trace does not reach the value site, as for KeyManagerFactorySpec. Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentAlgorithmInstance`; after task 7.4 the message reads `m.getAlgorithm()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/MacSpec-guard-on-field.txt keeps the case replayable."
jca_android/MessageDigestSpec.mop,-,currentAlgorithmInstance,-,guard-on-field: repaired,guard and message,"MessageDigestSpec.mop:80, 103",-,-,none,digest.getAlgorithm(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: unchanged (label); A accused MESSAGEDIGEST-ALG-00 val='SHA-256' at update, B accuses ORDER only at the same event. Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentAlgorithmInstance`; after task 7.4 the message reads `digest.getAlgorithm()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/MessageDigestSpec-guard-on-field.txt keeps the case replayable."
jca_android/SSLContextSpec.mop,-,currentProtocol,-,guard-on-field: repaired,guard and message,SSLContextSpec.mop:69,-,-,none,ctx.getProtocol(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: unchanged (label); A accused SSLCONTEXT-PROTO-00 val='TLSv1.2' at init, B accuses ORDER only at the same event. Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentProtocol`; after task 7.4 the message reads `ctx.getProtocol()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/SSLContextSpec-guard-on-field.txt keeps the case replayable."
jca_android/SignatureSpec.mop,-,currentAlgorithmInstance,-,guard-on-field: repaired,guard and message,"SignatureSpec.mop:71, 81, 91, 101",-,-,none,s.getAlgorithm(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: unchanged; the trace does not reach the value site, as for KeyManagerFactorySpec. Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentAlgorithmInstance`; after task 7.4 the message reads `s.getAlgorithm()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/SignatureSpec-guard-on-field.txt keeps the case replayable."
jca_android/TrustManagerFactorySpec.mop,-,currentAlgorithmInstance,-,guard-on-field: repaired,guard and message,TrustManagerFactorySpec.mop:67,-,-,none,mf.getAlgorithm(),-,"REPAIRED by task 8.16; the guard now tests the getter its message already names. Harness verdict: unchanged (label); A accused TRUSTMANAGERFACTORY-ALG-00 val='PKIX' at init, B accuses ORDER only at the same event. Across all nine guard-on-field traces the B side's accusations are a strict subset of the A side's, no accusation is introduced anywhere, every self-contradicting-envelope flag is on the A side and none on B, and the message gate went from 15 findings to 0. Two labels read oddly and the cause is the classifier's granularity, not the repair: classify() compares the list of accusing event names, so it reports `removed` only when the B side accuses nothing at all -- where the removed value accusation shared its event with a surviving ORDER accusation the label is `unchanged`, and where it sat at a different event the label is `moved`. Neither was treated as the revert-triggering class, and the raw label is kept here beside what actually moved. The edits are `if` guards inside event bodies, so no automaton changed. declared by E1, repaired by E4 task 8.16. The guard reads the monitor field `currentAlgorithmInstance`; after task 7.4 the message reads `mf.getAlgorithm()` on the bound object. For an object whose getInstance the monitor never observed -- the 156 MessageDigestSpec rows that ended in `but found .`, Guava's prototype.clone() and kmp-tor -- the field is still the empty string, the guard `!matches("""")` is true, and the envelope reads val='<a value of exp>': an accusation that refutes itself in its own text. E1 does not move the guard, because guarding on the getter stops accusing those objects and that is a change of what is reported, measured by the harness under 8.16 with expected class `removed`. Until then the message gate reports the site as `self-contradicting envelope` and data/gh104/traces/TrustManagerFactorySpec-guard-on-field.txt keeps the case replayable."
jca_android/SSLContextSpec.mop,generated/api30/SSLContext.cryptsl,createSSLEngine,-,measured-not-repaired,no text change,SSLContextSpec.mop:64 (seed line; located by symbol),-,-,none,-,-,"The pointcut declares createSSLEngine returning void; javap on $ANDROID_HOME/platforms/android-30/android.jar gives javax.net.ssl.SSLEngine, and both weavers gate the return type exactly, so the advice was generated and never fires. Measured and not repaired (researcher decision, 2026-08-18) because reviving it only adds accusations and the published corpus cannot size that. Unlike SignatureSpec's sign() pair (task 8.5), the automaton is not broken by it: `engine` is a 1->1 loop and the accepting state is reached by `init` (Prop_1_transition_init = {3,3,1,3}), which matches api30 SSLContext.cryptsl:39 making Engine? optional. The only loss is a predicate never written, and the predicates are carried unchanged anyway (D-11). Reviving it would accuse every createSSLEngine outside the accepting state; likely magnitude approximately 0 -- createSSLEngine occurs in none of the 197 CogniCrypt reports of dataset/cc.csv, and the corpus is dominated by OkHttp, which uses getSocketFactory(). No .mop text changed. Harness: with the return-type gate the trace resolves no advice at this line on either side, so the verdict is unchanged and the site is silent by construction."
jca_android/TrustManagerFactorySpec.mop,generated/api30/TrustManagerFactory.cryptsl,getTrustManagers,-,measured-not-repaired,no text change,TrustManagerFactorySpec.mop:62-63 (seed lines; located by symbol),-,-,none,-,-,"The pointcut declares getTrustManagers returning KeyManager[] where the API returns TrustManager[], and the returning(TrustManager[][] trustManager) clause at the line above is a double array. The lineage catalogued it -- data/gh101/divergence_record.csv:101 (hunk 038a616babd0) lists four defects on gtm1, and :105-106 the same binding defect on g3 -- so this row cites those rows rather than claiming novelty. A revival would have to fix a third defect they name: gtm1 and g3 bind `k` where the specification declares its parameter `mf`, which sends both events to the empty parameter slice -- the generated dispatchers use TrustManagerFactorySpec__Map and broadcast to every live monitor of the specification (MultiSpec_1RuntimeMonitor.java:16336, :16464) while g1/g2/init use TrustManagerFactorySpec_mf_Map (:16153, :16377). It is the riskier of the two 8.7 sites: gtm1 is in the fsm (final [ gtm1 -> start ]) with the row {3,0,3,3}, so from the start state it goes straight to fail, and it sits on the specification carrying 18,029 of the corpus's 97,018 rows over 64 apps. A harness run on the revived pointcut alone would measure the broadcast (root monitor always at state 0 -> {3,0,3,3}[0] = 3 on every call, plus resets on every live monitor), not the per-object row this reasoning describes. jca_android_bug_predicate/TrustManagerFactorySpec.mop:97-107 shows all three fixes together. Measured and not repaired; no .mop text changed."
jca_android/KeyGeneratorSpec.mop,generated/api30/KeyGenerator.cryptsl,currentAlgorithmInstance,-,checked-non-defect,no text change,KeyGeneratorSpec.mop:47 and MessageDigestSpec.mop:55 (seed lines; located by symbol),-,-,none,-,-,"WITHDRAWN, not a defect. The lineage read `contains(currentAlgorithmInstance)` in KeyGeneratorSpec's and MessageDigestSpec's unsafe-algorithm siblings as a stale field never evaluating the fresh argument. It is not. g1 and its sibling are emitted into the same wrapper with g1 first -- MonitorWrappers.java:192-193 (KeyGenerator) and :357-358 (MessageDigest), the same order in MultiSpec_1MonitorAspect.aj:321-327 and :459-465 and in the descriptor's monitorCalls. Both resolve the same object-indexed monitor (the object is the value getInstance just returned, so the monitor is fresh) and g1's body writes currentAlgorithmInstance = alg before the sibling's condition is evaluated. The field is initialised to the empty string, never null (MultiSpec_1RuntimeMonitor.java:4749, :6362). So a safe algorithm makes g1 fire and write the field and the sibling's !contains(field) is false; an unsafe one makes g1 return early without writing, the field stays empty and !contains("""") is true. The sibling fires exactly when !contains(alg), which is what the proposed repair would have produced. The fragility is named and is weaker than first stated: on a fresh monitor the equivalence survives even the reverse order (g4* g1 is accepted by the ere, g4[0] = 0), so what remains is a declaration-order dependence for a reused object. The corpus agrees: KeyGeneratorSpec has 0 rows of 97,018, and no MessageDigestSpec row carries a safe algorithm in its `but found` -- the distinct values are MD5 3,552, SHA-1 1,915, SHA1 424, SHA 1 and `.` 156 -- which is the signature a stale field would have left. The 156 empty ones come from objects that saw no getInstance event at all (Guava's prototype.clone(), kmp-tor): a different cause, handled by task 7.4 for the message and task 8.16 for the guard. No edit made."
jca_android/KeyStoreSpec.mop,generated/api30/KeyStore.cryptsl,ks / k,-,measured-not-repaired,no text change,-,-,-,none,-,-,"(a) KeyStoreSpec is non-parametric. The specification declares `ks` and every event binds `k` (seed :30,38,45,51,55,59,63), so the generator emits one process-wide monitor (KeyStoreSpec__Map, MultiSpec_1RuntimeMonitor.java:9082; all seven dispatchers use it) instead of one per key store. With the row g1 = {4,4,5,5,5,5} (:5805, fail = 5), a second getInstance before the first load fails. Corpus mass: 8,655 InvalidSequenceOfMethodCalls rows over 22 apps, plus 2,005 InvalidKeyStoreType. api30 also admits getInstance(String, Provider) (Gets), which the .mop lacks -- its g2 is the same one-argument pointcut split by the type list. Repairing it changes what is accused, so it is recorded and not repaired."
jca_android/CipherInputStreamSpec.mop,generated/api30/CipherInputStream.cryptsl,(none),-,measured-not-repaired,no text change,-,-,-,none,-,-,"(b) CipherInputStreamSpec and CipherOutputStreamSpec are non-parametric: the specification line declares no parameter, so the generator emits a single instance (MultiSpec_1RuntimeMonitor.java:9043, :9045). With c1 = {3,4,4,4,4} and {2,4,4,4,4} a second stream, or a concurrent one, fails. Corpus mass: 0 rows of 97,018. Recorded, not repaired."
jca_android/MacSpec.mop,generated/api30/Mac.cryptsl,f2 / g3 / f1 / unsafe_protocol,-,measured-not-repaired; MacSpec.f2 repaired at 5.3,no text change,-,-,-,none,-,-,"(c) Empty-binding broadcasts. Four events across the set bind no monitored object, so the generator gives them the specification's parameterless map and each fires on the root monitor and its stateTransitionedSet over every live monitor of the specification: MacSpec.f2 (seed :76-79, target(m) with m not an event formal -> MacSpec__Map, MultiSpec_1RuntimeMonitor.java:12803; under ajc the pattern target(m) names no type and never matches), PBEKeySpecSpec.f1/f2 (:21,27, no returning -> PBEKeySpecSpec__Map, :13303, :13334), SSLContextSpec.unsafe_protocol (:46, binds no SSLContext -> SSLContextSpec__Map, :15920) and TrustManagerFactorySpec.g3/gtm1 (the 8.7 row above). MacSpec.f2 is repaired at task 5.3 and is no longer one of them: the event gained the `Mac m` formal its `target(m)` always named, and `MacSpec__Map` is gone from the generated monitor. The repair travelled with ledger clause #22, whose only realisable site this event is, because the read had no object to read and its accusation could not have been told apart from the spurious ordering report already there -- measured on three traces against the pre-image, this tree and the frozen control alike, all three drawing MAC-ORDER-00 at this event including the conforming one, and the conforming one silent after the repair. The other three sites are recorded, not repaired."
jca_android/SecureRandomSpec.mop,generated/api30/SecureRandom.cryptsl,next2,-,measured-not-repaired,no text change,-,-,-,none,-,-,"(d) SecureRandomSpec's end state omits next2 (nextBytes). The fsm's end state lists genSeed, setSeed1, setSeed2, next1, next3 and ints where init lists next2, so the row next2 = {3,3,1,3} (MultiSpec_1RuntimeMonitor.java:7909) makes a second nextBytes() fail; api30 SecureRandom.cryptsl gives ORDER Ins, Seeds?, Ends* with nextBytes in Ends. Also next1 (nextInt(int)), next3 (nextInt()) and ints have no rule event -- the rule has next(int), which is protected. Corpus mass: 12,400 rows over 43 apps, all InvalidSequenceOfMethodCalls. Already flagged by the audit (batchD/beta_effective_automata.md:118). Recorded, not repaired."
jca_android/CipherSpec.mop,generated/api30/Cipher.cryptsl,s3 / s2 / end,-,measured-not-repaired,no text change,-,-,-,none,-,-,"(e) CipherSpec's s3 has no update loop and s2/end no re-init. u1[1] = 5 (MultiSpec_1RuntimeMonitor.java:3593, fail = 5) makes `init; update; update` fail, and i1[2] = i1[4] = 5 makes Inits+ fail; api30 Cipher.cryptsl gives ORDER Gets, Inits+, w+ | (FINWOU | (updates+, DOFINALS))+. Corpus mass: 10,814 rows over 21 apps. Repairing it would need new events against the INV-INS-115 ceiling (17 events generate in 53 s / 3.3 GB, 18 raise StackOverflowError). Recorded, not repaired."
