"id","spec_clausula","dimensao","fenomeno_id","posicao","classificacao","tipo","evidencia_primaria","resultado","contraevidencia_procurada","ameaca_validade","impacto_fp_fn","severidade","confianca","resolucao_juiz","classificacao_final","severidade_final","fenomeno_id_final","justificativa_curta"
"ALFA-SSL-09","SSL CONSTRAINT protocol in {7 literals} vs toUpperCase folding","bindings_clausulas","FEN-C-WHITELIST-EXTRA","FAIL","INCORRETA","contraexemplo_executado","alfa_foldingC_rep1.txt: tls/tlsv1.2/TLSV1.2/default/DEFAULT all resolve on JDK, spec-safe, raw-literal-violating (5 witnesses)","case-folded acceptance is a strict superset of the raw literal set; FN vs raw rule measured","raw rule set re-read (SSLContext.cryptsl:43): literal, case-sensitive","registered as aliases in conformance_record.csv:19; no researcher scope reduction on file","FN vs raw constraint on any case variant","critica","0.85","FAIL","INCORRETA","critica","FEN-C-WHITELIST-EXTRA","CONFIRMADO: judge S15a executed the FN with a REAL getInstance(""tls"") (resolves); raw literal set rejects; conformance row 19 registers the folding as aliases — registered != approved (pilot REF-04)."
"ALFA-SSL-10","SSL GENERATE_SSL_CONTEXT null write + no @fail removal","predicados_composicao","FEN-C-NULL-POLLUTION","FAIL","INCORRETA","medicao","alfa_harnessC_rep1.txt SSL-T1: validate(GENERATE_SSL_CONTEXT,null)=true after unsafe-path init (context field never assigned, .mop:86); @fail (.mop:122-126) removes nothing","null enters the predicate store; mark also survives failure (unlike KMF/TMF/KST @fail removes)","reader search for GENERATE_SSL_CONTEXT: none (registered terminal, predicate_omissions.csv:6) — impact contained","","none today (reader-less); latent FP if a reader is added","minor","0.9","FAIL","INCORRETA","minor","FEN-C-NULL-POLLUTION","CONFIRMADO: setProperty(P,null)/validate(P,null)=true verified at ExecutionContext source (judge-read)."
"ALFA-SSL-11","SSL parametric binding (unsafe_protocol returning ctx repair)","bindings_clausulas","","PASS","FIDELIDADE_DEMONSTRADA","inspecao_artefato","all 5 events bind ctx; unsafe_protocol carries returning(ctx) (gh101 repair; jca twin lacked it)","empty-slice shape of the jca twin absent from the round artifact","diff against jca twin confirms the repair","","none","minor","0.9","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"ALFA-KST-01","KST ORDER safe paths incl. cycles and store-after-setEntry","linguagem_formal","","PASS","FIDELIDADE_DEMONSTRADA","verificacao_algoritmica+harness","tables KeyStoreSpecRuntimeMonitor.java:242-248; alfa_harnessC_rep1.txt KST-T1 (0 errors) and KST-T4 (store without setEntry flagged — consistent with raw ORDER)","((gE?,gk)|(sE,Stores))* cycles preserved; violation of the raw store-position also flagged by monitor","product BFS: no safe-path fail","","none","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"ALFA-KST-02","KST CrySL g2: getInstance(keyStoreAlg,_) has no pointcut","captura_eventos","FEN-KST-G2-OMITIDA","FAIL","OMITIDA","contraexemplo_executado","only getInstance(String) pointcuts exist (KeyStoreSpec.mop:30-43, aspect); alfa_javap_android30.txt: (String,String)/(String,Provider) members exist; alfa_harnessC_rep1.txt CHAIN-T2: load after unobserved 2-arg getInstance -> InvalidSequence FP + GENERATED_KEY_STORE starved -> KMF UnsatisfiedConstraint FP","an entire CrySL Gets alternative is untranslated; safe AND unsafe 2-arg usage produces the FP cascade into KMF/TMF","grep register CSVs for a KeyStore g2 omission row: none","","FP (sequence) + chain FP (starved generatedKeyStore) on rule-conformant usage","critica","0.95","FAIL","OMITIDA","critica","FEN-KST-G2-OMITIDA","CONFIRMADO: judge S8 — 2-arg conformant creation => load FP + displaced KMF UnsatisfiedConstraint; rule g2 verified 2-arg (KeyStore.cryptsl:47)."
"ALFA-KST-03","KST unsafe-type carrier then mandatory load","linguagem_formal","FEN-C-CARRIER-SEQFAIL","FAIL","INCORRETA","contraexemplo_executado","alfa_harnessC_rep1.txt KST-T2: getInstance(""JKS"");load;getKey -> 2x InvalidSequence + InvalidKeyStoreType; JKS resolves on JDK (folding)","constraint-only misuse (type outside the 5-list) accused of sequence violation twice","ere re-read (mop:81): g2* only precedes g1; load after g2 undefined","on Android JKS may not resolve; BKS/JCEKS-style carriers exist — declared","FP x2 + spurious @fail","critica","0.95","FAIL","INCORRETA","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO: judge S5 (2 spurious of 3 records)."
"ALFA-KST-04","KST Entries events scE/skE1/skE2 unobserved","captura_eventos","FEN-KST-ENTRIES-OMITIDAS","FAIL","OMITIDA","contraexemplo_executado","KeyStore.cryptsl:67-73 declares scE/skE1/skE2 (Entries aggregate); no pointcuts exist; alfa_harnessC_rep1.txt KST-T3: load;setCertificateEntry;getKey -> 0 errors","declared rule events with no ORDER transition are misuses on occurrence (typestate reading); monitor is silent -> FN","javap: setCertificateEntry/setKeyEntry exist on android-30; register search for deliberate omission: none","oracle-semantics assumption declared: CrySL alphabet = declared events; occurrence without transition = TypestateError","FN realizable (setCertificateEntry is routine keystore usage)","critica","0.85","INCONCLUSIVE","INCONCLUSIVA (pendente semantica do oraculo)","n/a","FEN-KST-ENTRIES-OMITIDAS","REV.2 FAIL->INCONCLUSIVE (REF-D-03): under reading (a) the silence at scE/skE1/skE2 is an FN and the store record displaced; under reading (b) the raw oracle itself flags the projected trace at store — correctly placed, no FN, and the omission matches the oracle's indifference. The upstream Xtext grammar is syntax-only and does not fix the semantics; §3 bindings INCONCLUSIVE criterion applies ('nao determinavel por leitura + execucao'). Executed facts stand on the record (S9a accusation at store; silence at the Entries calls); resolution awaits the named oracle-semantics pendency. INCONCLUSIVE is not approval."
"ALFA-KST-05","KST ENSURES generatedKeyStore[this] after Loads — write timing","bindings_clausulas","FEN-KST-LOAD-TIMING","FAIL","INCORRETA","inspecao_artefato","load is a before event (.mop:45-49): the mark is written before load executes and survives a throwing load","rule grants the predicate after Loads; spec grants it on entry, including exceptional loads","after-advice alternative absent from artifact","exception-path realizability (corrupt store file) not driven","FP-enabler downstream (failed load still validates)","minor","0.85","FAIL","INCORRETA","minor","FEN-KST-LOAD-TIMING","CONFIRMADO: before-advice write verified in artifact (body before transition); exception path undriven, minor stands."
"ALFA-KST-06","KST ENSURES generatedKey/generatedPrivkey/generatedPubkey at gk1","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA","harness","three writes (.mop:71-78) + three @fail removes (.mop:86-88); alfa_harnessC_rep1.txt KST-T1: all three validate","gh101 task 4.1 repair verified live; generatedKey[key,_] second slot anonymous — single-slot store faithful here","diff vs jca twin: privkey/pubkey writes absent there (gh101-introduced repair)","","none","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"ALFA-KST-07","KST outer + and g2* re-entry (formal)","linguagem_formal","","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA","verificacao_algoritmica","formal event-level witness g2 g1 load (alfa_language_results.txt); re-entry needs a second getInstance returning the same object","effective language larger only on object-unrealizable words","JCA factory semantics: fresh instance per call","KeyStore.Builder / getInstance(File,..) create stores without observable Gets (javap) — unobserved-creation threat noted, both oracles blind there","none on realizable traces","minor","0.85","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA","minor","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"ALFA-KST-08","KST CONSTRAINTS neverTypeOf x3","bindings_clausulas","","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","registro","KeyStore.cryptsl:83-87; registered out of scope (openspec gh101 tasks.md:117, data/gh101/README.md:696)","static provenance constraint unobservable dynamically; registration on file","register names KeyStore explicitly","registration blocks total-adherence claims","FN on the static pattern","minor","0.9","PASS","LIMITACAO_INEVITAVEL_DOCUMENTADA","minor","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"ALFA-KST-09","KST CONSTRAINT keyStoreAlg in {5 literals}","bindings_clausulas","","PASS","FIDELIDADE_DEMONSTRADA","harness+registro","types == raw set (conformance_record.csv:13); folding: pkcs12/Pkcs12 rejected by both sides","whitelist literal-identical; folding consistent","extra members: none","BKS/AndroidKeyStore unresolvable on host JDK — Android-side confirmation pending","none","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"ALFA-SET-01","TLS chain KST->KMF/TMF->SSL predicate edges (both directions)","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA","harness","alfa_harnessC_rep1.txt CHAIN-T1: full monitored chain validates end to end; CHAIN-T2 starvation direction; constants and identity (IdentityHashMap, ExecutionContext.java:29-56) match the JavaMOP index","writer/reader/constant/object identity coherent across the four specs when every Gets is captured","constant mismatch search across 23 specs: none on this chain","","none in captured paths","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: judge S18d — full captured TLS chain clean (sr null-guarded)."
"ALFA-SET-02","generatedCipher subsystem membership of the five specs","predicados_composicao","FEN-SET-GENCIPHER-EXTRA","PASS","FIDELIDADE_DEMONSTRADA","busca_de_ausencia","grep generatedCipher/GENERATED_CIPHER over the five .mop files under rvsec-mop/src/main/resources/jca_android/: zero hits","none of the batch C specs belongs to the GENCIPHER-EXTRA family","","none","none","minor","0.95","PASS","FIDELIDADE_DEMONSTRADA","minor","FEN-SET-GENCIPHER-EXTRA","CONFIRMADO: judge grep — generatedCipher in 0/33 api30 rules and 0/5 batch specs."
"ALFA-SET-03","generatedKey two-slot channel — writer side","predicados_composicao","FEN-SET-GENERATEDKEY-2A-CASA","FAIL","INCORRETA","inspecao_artefato","KGN stores key only (ALFA-KGN-07); KST's [key,_] is slot-anonymous and faithful; the store API itself is single-slot (ExecutionContext.java:104-111)","the established second-slot phenomenon is confirmed on the KGN writer; no alg slot exists anywhere in the channel","two-slot API search: none","","FN downstream at algorithm-bound readers","critica","0.9","FAIL","INCORRETA","major","FEN-SET-GENERATEDKEY-2A-CASA","CONFIRMADO; ->major, same grounds (writer-side confirmation of the established register)."
"ALFA-SET-04","RANDOMIZED cross-batch edge (writers exist for batch C readers)","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA","inspecao_codigo","SecureRandomSpec.mop:106-198 writes RANDOMIZED (read-only source check); readers KGN i2/i4/i5 and SSL init measured live","reader side cannot starve by absence of writer; writer liveness itself is batch-D scope","","writer events not driven here","none","minor","0.8","PASS","FIDELIDADE_DEMONSTRADA","minor","","CONFIRMADO: SecureRandom rule ENSURES randomized[this] after Ins (judge-read) — writers exist for the batch C readers."
"ALFA-SET-05","gh101 predicate_edges register vs unreachable SSL engine writer","predicados_composicao","FEN-SSL-ENGINE-VOID","FAIL","INCORRETA","cruzamento_registro_artefato","predicate_edges.csv:63 lists generatedSSLEngine->GENERATE_SSL_ENGINE as 'present' while the sole writer event can never fire (ALFA-SSL-04)","the register records constant presence, not writer reachability — overstates the edge","register column semantics re-read (baseline file; presence = constant exists)","register is pre-gh101-baseline flavored; still the only inventory the set ships","register misleads G7 consumers","major","0.85","FAIL","INCORRETA","major","FEN-SSL-ENGINE-VOID","CONFIRMADO com escopo: row 63 'present' is accurate under the file's declared textual-wiring baseline semantics (README re-read); the substance stands — the dead pointcut is registered NOWHERE (omissions row 7 'terminal' framing included), an unregistered material divergence."
"ALFA-SET-06","post-violation ENSURES revocation without NEGATES (set pattern)","predicados_composicao","FEN-C-REMOVE-CASCADE","FAIL","INCORRETA","contraexemplo_executado","CHAIN-T3 measured; NEGATES count is zero across the five api30 rules (grep); same @fail-remove pattern in KGN/KMF/TMF/KST","the translation invented a revocation semantics the rules do not contain","NEGATES search: none","revocation only fires after a real (or spurious — FEN-C-CARRIER-SEQFAIL) fail, compounding FP cascades","FP downstream","critica","0.9","FAIL","INCORRETA","critica","FEN-C-REMOVE-CASCADE","CONFIRMADO: S7/S10/S11 executed the pattern in three shapes; revocation semantics exists in no rule (0 NEGATES)."
"BETA-KGN-01","KeyGeneratorSpec/geracao-orcamento","toolchain_android","","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","MEDIDO","/usr/bin/time -v scratch (-d out -merge --emit-descriptor): javamop 0,44s/88,9MB + rv-monitor 1,08s/111,3MB exit 0; CoenableProbe ere coenable[fail]=4599=9x(2^9-1) SATURADO, 94595 chars (o mais pesado da rodada); 9 eventos <=17; 4/4 byte-identicos ao insumo","geracao limpa deterministica com o maior RSS/string da rodada, ainda tratavel","stderr/stdout inspecionados; regeneracao independente hash-compare (beta_coenable_summary.txt)","carga de maquina afeta wall-clock nao contagens","nenhum","-","0.98","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KGN-02","KeyGeneratorSpec/captura getInstance+init+generateKey","captura_eventos","","PASS","FIDELIDADE_DEMONSTRADA (exaustivo API 30; multi-overload correto)","MEDIDO","weave de producao (BetaWeaveProbeB sobre instr-cli.jar 356e8b70 + android-30 96ccfdc8) e ajc 1.9.25.1: os 3 overloads de getInstance (String; String,String; String,Provider via Object+), os 5 init e generateKey todos capturados; vizinhos KeyPairGenerator/SecretKeyFactory/getAlgorithm 0 hits (beta_weave_all.out; beta_capture_matrix.txt); o wrapper 1-arg dispara SO g1/g3 (Object+ aridade-exata, sem sobre-expansao)","Esperado subconjunto de Capturado; vizinhos livres; contraste com KMF/TMF onde g2 usa '..'","procurado wrapper g2 sobre o overload 1-arg: ausente (Object+ nao expande p/ 1-arg)","call-site sintetico; ART/device pendente (G6/G10)","nenhum","-","0.96","PASS","FIDELIDADE_DEMONSTRADA (exaustivo API 30; multi-overload correto)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KGN-03","KeyGeneratorSpec/ciclo de vida por objeto","bindings_clausulas","","PASS","FIDELIDADE_DEMONSTRADA (por objeto; slice vazio ausente)","PROVADO","todos os eventos ligam k (g1/g2/g3 via returning(KeyGenerator k); i1..i5/gk1 via target(k)); MapOfMonitor por objeto (RuntimeMonitor:596); a forma de falha KPR (slice vazio) foi procurada e esta AUSENTE; drive KGN-c: 2 KeyGenerator intercalados isolados (0 erros), 3 reps identicas","ciclo CrySL por objeto realizado; sem monitor global","procurada arvore Tuple2/slice-vazio: inexistente (so MapOfMonitor)","weave+device nao exercitados","nenhum","-","0.96","PASS","FIDELIDADE_DEMONSTRADA (por objeto; slice vazio ausente)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KGN-04","KeyGeneratorSpec/ORDER Gets Inits? gk","linguagem_formal","FEN-KGN-GETS-REPETIDO","FAIL","DIVERGENCIA_EQUIVALENTE_COMPROVADA (permissiva; jca-herdada)","PROVADO","tabela efetiva (RuntimeMonitor:267-275) realiza g1+/g2+ (getInstance repetido) enquanto CrySL ORDER 'Gets, Inits?, gk' admite UM Gets; g1 g1 gk aceito (estado 4 laco); jca twin tem o mesmo ere","MOP mais permissivo que CrySL: FN nao FP; realizabilidade baixa","leitura por objeto do artefato vs CrySL cru; Alfa detem as inclusoes formais","apps raramente repetem getInstance","FN de baixa realizabilidade","minor","0.85","PASS","DIVERGENCIA_EQUIVALENTE_COMPROVADA (envelope realizavel)","-","FEN-KGN-GETS-REPETIDO","OVERTURN FAIL->PASS: g1+/g2+ words need one KeyGenerator returned by two getInstance calls; EXECUTED (REF-D-06): two getInstance calls return distinct references — judge IDPROBE and the refuter's probe agree (ALFA-KGN-11 same unit). FN unrealizable per reference identity; provider threat kept as note."
"BETA-KGN-05","KeyGeneratorSpec/rota unsafe-alg","diagnostico","FEN-KGN-UNSAFE-RESIDUO","FAIL","INCORRETA (acusacao de sequencia espuria empilhada; jca-herdada)","PROVADO","drive KGN-b (ajc-woven, DES/56 real): getInstance('DES') init(56) generateKey() -> 2 InvalidSequenceOfMethodCalls espurios + 1 UnsafeAlgorithm (beta_drive_run1.out); o ere nao tem rota unsafe->init (sem estado unsafeAlg); i* de 0->5 e pos-__RESET gk1 de 0->5","UnsafeAlgorithm correto; as 2 InvalidSequence sao FP na mesma chamada","procurada rota g3->init no ere: inexistente (diferente de KMF/TMF/SSL)","jca twin identico; oraculo cru","FP diagnostico realizavel em toda chamada unsafe seguida de init","major","0.92","FAIL","INCORRETA (acusacao de sequencia espuria empilhada; jca-herdada)","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO; severity harmonized major->critica (executed FP on conformant ORDER, judge S4; pre_registro §4)."
"BETA-KGN-06","KeyGeneratorSpec/CONSTRAINT alg=AES=>keySize","bindings_clausulas","FEN-KGN-KEYSIZE-OMIT","FAIL","OMITIDA (constraint da regra sem verificacao)","PROVADO","i1 corpo vazio (.mop:76-78; artefato Prop_1_event_i1 sem codigo); drive KGN-d: o provider AES lanca InvalidParameterException ANTES de qualquer checagem e a spec nada verifica (0 erros da spec)","o unico CONSTRAINT parametrico da regra e invisivel","procurada condition/verificacao de keySize: inexistente","para AES o provider protege; p/ algoritmos sem enforcement o FN e realizavel; oraculo cru","FN de borda","minor","0.9","FAIL","OMITIDA (constraint da regra sem verificacao)","critica","FEN-KGN-KEYSIZE-OMITIDA","CONFIRMADO; harmonized minor->critica per phenomenon; platform-throw overlap recorded as magnitude context, not a carve-out."
"BETA-KGN-07","KeyGeneratorSpec/REQUIRES randomized + ENSURES generatedKey","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA (leitor no corpo; escritor por objeto)","PROVADO","reportUnrandomized le RANDOMIZED em i2/i4/i5 (artefato Prop_1_event_i2); gk1 escreve GENERATED_KEY(key) (:114); drive KGN-e3: init(int, SR-marcado) silencioso; KGN-a2: key marcada apos generateKey; escritor de RANDOMIZED e SecureRandomSpec","as duas direcoes executadas; aridade 1-slot consistente","procurado descompasso escritor/leitor: nenhum","o mark de SR fresco vem de SecureRandomSpec (fora dos 5)","nenhum","-","0.94","PASS","FIDELIDADE_DEMONSTRADA (leitor no corpo; escritor por objeto)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KMF-01","KeyManagerFactorySpec/geracao-orcamento","toolchain_android","","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","MEDIDO","javamop 0,44s/87,2MB + rv-monitor 0,92s/90,2MB exit 0; CoenableProbe fsm coenable[fail]=378=6x(2^6-1) saturado; 6 eventos <=17; 4/4 byte-identicos","geracao limpa deterministica","stderr inspecionado; regeneracao independente","nenhuma relevante","nenhum","-","0.98","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KMF-02","KeyManagerFactorySpec/g2 getInstance(String, ..)","captura_eventos","FEN-SET-VARARGS-ARGS-IGNORED","FAIL","INCORRETA (FP critico no caminho dexlib2; diverge do ajc)","MEDIDO","WrapperEmitter agrupa g2 (call getInstance(String, ..) && args(alg, *)) SOBRE o overload 1-arg getInstance(String): expandCallTarget expande '..' p/ overloads com aridade>=fixedPrefix e IGNORA args() (firstCallTarget so le o call()); wrapper 1-arg emite g1Event, g3Event E g2Event (beta_MonitorWrappers_multispec.java); drive DX-1: getInstance('PKIX') -> g1(0->1) g2(1->3=fail) InvalidSequence imediato; ajc dispara so g1/g3 pois args(alg,*) exclui (beta_capture_matrix.txt)","FP critico que atinge exatamente o uso CORRETO (PKIX 1-arg); metades ajc x dexlib2 divergem","procurada leitura de args() no WrapperEmitter: inexistente","medido em android-30; producao usa android-37/36 (REF-C-03) mas o mecanismo e jar-independente; pointcut jca-herdado, defeito de toolchain","FP direto realizavel em todo KeyManagerFactory.getInstance(String) correto","critica","0.95","FAIL","INCORRETA (FP critico no caminho dexlib2; diverge do ajc)","critica","FEN-SET-VARARGS-ARGS-IGNORED","CONFIRMADO: mechanism judge-verified at WrapperEmitter.java:334-395 (trailing-.. expansion accepts arity>=fixedPrefix; args() never consulted); table effect walked (W: g1,g2 => fail); Beta DX drives conferred; ajc disagrees => first measured ajc/dexlib2 semantic divergence."
"BETA-KMF-03","KeyManagerFactorySpec/ciclo de vida + captura init/getKeyManagers","bindings_clausulas","","PASS","FIDELIDADE_DEMONSTRADA (por objeto)","MEDIDO","parametro k ligado por todos os eventos; MapOfMonitor por objeto (:464); init(KeyStore,char[])/init(MFP) INLINE, getKeyManagers WRAPPED, getInstance 2-arg (String,String e String,Provider) ambos capturados via '..' (beta_weave_all.out); drive KMF-c: 2 factories isoladas (0 erros)","binding correto e por objeto (contraste com o slice-vazio de TMF pre-gh101)","procurado slice vazio: ausente","weave sintetico; ART pendente","nenhum","-","0.93","PASS","FIDELIDADE_DEMONSTRADA (por objeto)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-KMF-04","KeyManagerFactorySpec/rota unsafe-alg","diagnostico","FEN-KMF-UNSAFE-RESIDUO","FAIL","INCORRETA (acusacao de sequencia espuria; jca-herdada)","PROVADO","drive KMF-b (SunX509): g3 (estado unsafeAlg) evita o fail no getInstance mas init(0->3) rende 2 InvalidSequence + 1 UnsafeAlgorithm (beta_drive_run1.out); familia D-S10 do resíduo","UnsafeAlgorithm correto; InvalidSequence espurios","procurado caminho sem resíduo: inexistente no ere","jca twin identico; oraculo cru","FP diagnostico realizavel","major","0.9","FAIL","INCORRETA (acusacao de sequencia espuria; jca-herdada)","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO; harmonized major->critica (judge S2)."
"BETA-KMF-05","KeyManagerFactorySpec/REQUIRES generatedKeyStore + ENSURES generatedKeyManager","predicados_composicao","","PASS","FIDELIDADE_DEMONSTRADA (leitor no corpo; remove por objeto)","PROVADO","i1 le GENERATED_KEY_STORE(keyStore) (.mop:76); i1/i2 escrevem GENERATED_KEY_MANAGERS(factory), gkm1 escreve GENERATED_KEY_MANAGERS(array) lido por SSL.init; @fail usa remove de 2 args por objeto (:127-128, reparo do remove(Property) global)","aresta escritor->leitor; a escrita do factory e write-no-read","procurado remove(Property) global: substituido por remove de 2 args","o mark de identidade quebra quando o produtor e KeyStore global (BETA-KST-08)","nenhum na aresta de constante","-","0.9","PASS","FIDELIDADE_DEMONSTRADA (leitor no corpo; remove por objeto)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-TMF-01","TrustManagerFactorySpec/geracao-orcamento","toolchain_android","","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","MEDIDO","javamop 0,44s/87,7MB + rv-monitor 0,92s/90,7MB exit 0; CoenableProbe fsm coenable[fail]=378=6x(2^6-1) saturado; 6 eventos <=17; 4/4 byte-identicos; tabela identica a KMF","geracao limpa deterministica","regeneracao independente","nenhuma","nenhum","-","0.98","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
"BETA-TMF-02","TrustManagerFactorySpec/reparo gh101 (4 defeitos + g3)","bindings_clausulas","","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado no artefato)","PROVADO","os 4 defeitos copiados de KMF corrigidos no artefato: gtm1 liga target(mf) e despacha por objeto (:465); retorno TrustManager[] (aspecto :92-97; javap dos bytes android-30 confirma); escreve GENERATED_TRUST_MANAGERS (nao KEY); g3 tem linha VIVA {0,3,3,3} (:195) nao all-fail; drive TMF-b3/b4: @fail de tmf2 retira SO a propria marca e preserva a de tmf1; sonda pF1 reconstroi o defeito pre-gh101 (g3 all-fail) no toolchain congelado","procurados o retorno [][], a constante KEY, o binding k e a linha g3 all-fail: TODOS corrigidos","procurada persistencia de qualquer um dos 4 defeitos: nenhum","weave+device pendente; o reparo nao remove o resíduo unsafe-alg (BETA-TMF-04)","nenhum no reparo","-","0.95","PASS","FIDELIDADE_DEMONSTRADA (reparo verificado no artefato)","-","","CONFIRMADO: four-defect repair verified in spec text by judge; S18c isolation executed (tA survives tB's fail)."
"BETA-TMF-03","TrustManagerFactorySpec/g2 getInstance(String, ..)","captura_eventos","FEN-SET-VARARGS-ARGS-IGNORED","FAIL","INCORRETA (FP critico no caminho dexlib2; diverge do ajc)","MEDIDO","mesmo mecanismo de BETA-KMF-02: wrapper 1-arg emite g1Event, g3Event E g2Event (beta_MonitorWrappers_multispec.java); drive DX-2: getInstance('PKIX') -> InvalidSequence espurio imediato; ajc dispara so g1/g3","FP critico em todo TrustManagerFactory.getInstance(String) correto; ajc x dexlib2 divergem","procurada leitura de args() no WrapperEmitter: inexistente","mesma da KMF-02; forma jca-herdada, defeito de toolchain","FP direto realizavel","critica","0.95","FAIL","INCORRETA (FP critico no caminho dexlib2; diverge do ajc)","critica","FEN-SET-VARARGS-ARGS-IGNORED","CONFIRMADO: TMF twin, same mechanism and drives."
"BETA-TMF-04","TrustManagerFactorySpec/rota unsafe-alg","diagnostico","FEN-TMF-UNSAFE-RESIDUO","FAIL","INCORRETA (acusacao de sequencia espuria; exposta pelo reparo do binding)","PROVADO","com o binding reparado (gh101) a rota unsafe-alg agora ATINGE o objeto monitorado: g3 (unsafeAlg) + init -> resíduo de sequencia + UnsafeAlgorithm, como em KMF; o comentario .mop:112-117 reconhece que reparar o binding sem o estado unsafeAlg tornaria todo alg fora da allow-list um fail imediato","o estado unsafeAlg evita o fail imediato mas o init seguinte empilha","procurado caminho sem resíduo: inexistente","o reparo do binding EXPOE este resíduo (antes inerte no slice vazio)","FP diagnostico realizavel","major","0.88","FAIL","INCORRETA (acusacao de sequencia espuria; exposta pelo reparo do binding)","critica","FEN-C-CARRIER-SEQFAIL","CONFIRMADO; harmonized major->critica (judge S1); gh101 binding repair exposed the residue, provenance recorded."
"BETA-TMF-05","TrustManagerFactorySpec/gtm antes de init","diagnostico","FEN-TMF-GTM-INVISIVEL","FAIL","LIMITACAO_INEVITAVEL_DOCUMENTADA (ameaca de observabilidade)","MEDIDO","drive TMF-b: getTrustManagers() antes de init -> a plataforma lanca IllegalStateException ANTES do retorno e gtm1 e after-returning, entao a violacao de ORDER nao e observada (deltaCount=0, ISE=true); canal fail vivo exercitado pela rota re-init-apos-gtm (TMF-b2)","a violacao existe na regra mas e mascarada pelo contrato da plataforma","procurado disparo em retorno excepcional: after-returning nao dispara","comum a factories nao inicializados","FN mascarado pela plataforma, nao pela spec","minor","0.85","FAIL","LIMITACAO_INEVITAVEL_DOCUMENTADA (ameaca de observabilidade)","minor","FEN-TMF-GTM-INVISIVEL","CONFIRMADO: measured (ISE before return; after-returning cannot fire); platform-masked FN; register the limitation — pendency."
"BETA-SSL-01","SSLContextSpec/geracao-orcamento","toolchain_android","","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","MEDIDO","javamop 0,42s/87,8MB + rv-monitor 0,92s/89,2MB exit 0; CoenableProbe fsm coenable[fail]=155=5x(2^5-1) saturado, match1=2; 5 eventos <=17; 4/4 byte-identicos","geracao limpa deterministica","regeneracao independente","nenhuma","nenhum","-","0.98","PASS","FIDELIDADE_DEMONSTRADA (medicao da cadeia)","-","","CONFIRMADO: evidencia primaria conferida pelo juiz; sem contraevidencia."
